,callsign,stop,ILS_max
0,MSR777,2021-05-01 12:17:16+00:00,27L
1,ETH700,2021-05-01 16:05:07+00:00,27L
2,KQA2100,2021-05-01 13:52:48+00:00,27L
3,QTR09L,2021-05-01 06:20:15+00:00,27L
4,QTR704A,2021-05-01 05:53:08+00:00,27L
5,QTR447G,2021-05-01 13:21:24+00:00,27L
6,QTR2GP,2021-05-01 12:26:07+00:00,27L
7,QTR648A,2021-05-01 19:39:19+00:00,27L
8,QTR42BC,2021-05-01 14:10:06+00:00,27L
9,QTR8866,2021-05-01 10:56:20+00:00,27L
10,AZA75KC,2021-05-01 09:44:27+00:00,27L
11,IBE31PL,2021-05-01 07:37:04+00:00,27L
12,IBE3166,2021-05-01 15:51:54+00:00,27L
13,AFR25UH,2021-05-01 14:55:23+00:00,27L
14,AFR15AZ,2021-05-01 20:06:40+00:00,27L
15,AFR38MM,2021-05-01 09:30:18+00:00,27L
16,BCS13G,2021-05-01 19:48:20+00:00,27L
17,BCS6740,2021-05-01 13:29:51+00:00,27L
18,BCS6788,2021-05-01 19:06:03+00:00,27L
19,BCS6731,2021-05-01 15:29:22+00:00,27L
20,BCS6768,2021-05-01 05:26:13+00:00,27L
21,BCS6778,2021-05-01 21:02:58+00:00,27L
22,DLH914,2021-05-01 15:33:24+00:00,27L
23,DLH900,2021-05-01 07:24:37+00:00,27L
24,DLH908,2021-05-01 13:36:19+00:00,27L
25,BAW82,2021-05-01 12:51:32+00:00,27L
26,BAW112,2021-05-01 05:04:51+00:00,27L
27,BAW18A,2021-05-01 08:04:54+00:00,27L
28,BAW78,2021-05-01 11:19:38+00:00,27L
29,BAW9178,2021-05-01 16:40:06+00:00,27L
30,BAW116,2021-05-01 06:55:17+00:00,27L
31,BAW172,2021-05-01 05:09:13+00:00,27L
32,SHT19M,2021-05-01 12:35:39+00:00,27L
33,SHT64U,2021-05-01 11:51:19+00:00,27L
34,SHT13H,2021-05-01 10:26:11+00:00,27L
35,BAW347,2021-05-01 13:32:47+00:00,27L
36,BAW62NL,2021-05-01 10:38:27+00:00,27L
37,BAW276,2021-05-01 11:55:37+00:00,27L
