,callsign,stop,ILS_max
0,SAA234,2019-05-09 05:25:57+00:00,27L
1,MSR777,2019-05-09 12:50:08+00:00,27L
2,MSR779,2019-05-09 19:45:54+00:00,27R
3,ETH700,2019-05-09 08:07:52+00:00,27L
4,KQA100,2019-05-09 15:41:27+00:00,27R
5,QTR001,2019-05-09 16:29:29+00:00,27R
6,QTR2NX,2019-05-09 11:32:28+00:00,27L
7,QTR5ML,2019-05-09 19:05:54+00:00,27R
8,QTR007,2019-05-09 12:51:57+00:00,27L
9,QTR5DR,2019-05-09 05:37:09+00:00,27L
10,IBE31ZP,2019-05-09 09:07:58+00:00,27L
11,IBE3170,2019-05-09 07:14:57+00:00,27L
12,IBE31KA,2019-05-09 13:54:59+00:00,27L
13,IBE31PP,2019-05-09 17:13:28+00:00,27R
14,VLG7104,2019-05-09 21:17:59+00:00,27R
15,AFR158R,2019-05-09 09:29:28+00:00,27L
16,AFR76WX,2019-05-09 12:16:04+00:00,27L
17,AFR82FE,2019-05-09 06:43:45+00:00,27L
18,EWG5PK,2019-05-09 18:48:10+00:00,27R
19,EWG5TV,2019-05-09 17:12:16+00:00,27R
20,BCS6757,2019-05-09 19:40:54+00:00,27R
21,BCS6773,2019-05-09 21:23:56+00:00,27R
22,BCS6788,2019-05-09 13:58:58+00:00,27L
23,EWG6VP,2019-05-09 06:12:05+00:00,27L
24,EWG460,2019-05-09 06:31:43+00:00,27L
25,EWG4C,2019-05-09 12:58:37+00:00,27L
26,EWG12H,2019-05-09 15:05:47+00:00,27R
27,EWG464,2019-05-09 12:55:24+00:00,27L
28,DLH7XL,2019-05-09 14:43:42+00:00,27R
29,DLH3WU,2019-05-09 06:25:29+00:00,27L
30,DLH6HT,2019-05-09 18:32:46+00:00,27R
31,DLH6YF,2019-05-09 14:53:29+00:00,27R
32,DLH900,2019-05-09 07:48:58+00:00,27L
33,DLH7MA,2019-05-09 14:14:51+00:00,27R
34,DLH3RL,2019-05-09 11:44:40+00:00,27L
35,DLH6HV,2019-05-09 08:35:46+00:00,27L
36,DLH9LK,2019-05-09 18:41:18+00:00,27R
37,DLH3MM,2019-05-09 06:52:28+00:00,27L
38,DLH9MM,2019-05-09 11:46:05+00:00,27L
39,EWG1ZB,2019-05-09 17:14:57+00:00,27R
40,EWG30N,2019-05-09 06:49:51+00:00,27L
41,EWG79R,2019-05-09 07:37:59+00:00,27L
42,BAW172,2019-05-09 08:26:27+00:00,27L
43,BAW38P,2019-05-09 13:17:59+00:00,27L
44,BAW210,2019-05-09 12:34:50+00:00,27L
45,BAW17V,2019-05-09 10:42:52+00:00,27L
46,BAW34N,2019-05-09 08:52:46+00:00,27L
47,BAW51B,2019-05-09 08:33:57+00:00,27L
48,BAW5CA,2019-05-09 05:43:58+00:00,27R
49,BAW98,2019-05-09 10:05:41+00:00,27L
50,BAW3C,2019-05-09 10:08:46+00:00,27L
51,BAW282,2019-05-09 08:38:20+00:00,27L
52,BAW116,2019-05-09 06:56:58+00:00,27L
53,BAW82,2019-05-09 13:30:49+00:00,27L
54,BAW92W,2019-05-09 12:05:44+00:00,27L
55,BAW23T,2019-05-09 11:02:16+00:00,27L
56,BAW104,2019-05-09 16:14:23+00:00,27R
57,BAW154,2019-05-09 10:59:15+00:00,27L
58,BAW124,2019-05-09 05:05:58+00:00,27R
59,BAW29G,2019-05-09 17:37:44+00:00,27R
60,BAW176A,2019-05-09 06:19:14+00:00,27L
61,BAW142,2019-05-09 06:55:13+00:00,27L
62,BAW78,2019-05-09 05:18:49+00:00,27L
63,BAW74,2019-05-09 04:21:59+00:00,27R
64,BAW262,2019-05-09 04:10:39+00:00,27R
65,BAW106,2019-05-09 05:02:13+00:00,27L
66,BAW32N,2019-05-09 05:28:53+00:00,27L
67,BAW58L,2019-05-09 05:15:59+00:00,27L
68,BAW190,2019-05-09 09:20:59+00:00,27L
69,BAW64M,2019-05-09 05:27:16+00:00,27R
70,BAW40F,2019-05-09 05:07:05+00:00,27L
71,BAW20R,2019-05-09 05:35:37+00:00,27R
72,BAW6W,2019-05-09 05:52:53+00:00,27L
73,BAW81V,2019-05-09 06:39:25+00:00,27L
74,BAW71F,2019-05-09 10:23:11+00:00,27L
75,BAW54,2019-05-09 06:20:40+00:00,27L
76,BAW166,2019-05-09 09:18:11+00:00,27L
77,BAW80G,2019-05-09 09:33:20+00:00,27L
78,BAW11J,2019-05-09 05:45:10+00:00,27L
79,BAW268,2019-05-09 16:06:58+00:00,27R
80,BAW10,2019-05-09 18:37:50+00:00,27R
81,BAW118,2019-05-09 12:13:55+00:00,27L
82,BAW244,2019-05-09 05:31:41+00:00,27L
83,BAW4EA,2019-05-09 06:23:38+00:00,27L
84,BAW14K,2019-05-09 09:49:08+00:00,27L
85,BAW196E,2019-05-09 11:09:19+00:00,27L
86,BAW198,2019-05-09 18:08:49+00:00,27R
87,BAW168,2019-05-09 15:44:35+00:00,27R
88,BAW156,2019-05-09 11:30:49+00:00,27L
89,BAW599,2019-05-09 08:11:07+00:00,27L
90,SHT7Z,2019-05-09 12:25:28+00:00,27L
91,SHT9N,2019-05-09 15:29:28+00:00,27R
92,BAW85GA,2019-05-09 19:18:29+00:00,27R
93,SHT88T,2019-05-09 09:23:55+00:00,27L
94,BAW3HK,2019-05-09 11:51:17+00:00,27L
95,BAW551,2019-05-09 08:20:39+00:00,27L
96,BAW771C,2019-05-09 08:12:25+00:00,27L
97,SHT7Y,2019-05-09 09:30:47+00:00,27L
98,BAW423,2019-05-09 06:41:23+00:00,27L
99,BAW775C,2019-05-09 13:37:36+00:00,27L
100,BAW709,2019-05-09 07:06:28+00:00,27L
101,SHT19M,2019-05-09 11:28:51+00:00,27L
102,SHT19BT,2019-05-09 18:30:18+00:00,27R
103,SHT3R,2019-05-09 09:22:58+00:00,27L
104,SHT9J,2019-05-09 13:56:19+00:00,27L
105,BAW38DB,2019-05-09 09:12:20+00:00,27L
106,SHT14P,2019-05-09 17:59:11+00:00,27R
107,BAW341,2019-05-09 07:36:54+00:00,27L
108,BAW939,2019-05-09 13:39:06+00:00,27L
109,BAW579V,2019-05-09 13:46:23+00:00,27L
110,BAW829,2019-05-09 16:58:29+00:00,27R
111,BAW947L,2019-05-09 07:26:41+00:00,27L
112,SHT9B,2019-05-09 12:28:06+00:00,27L
113,SHT1341,2019-05-09 11:05:45+00:00,27L
114,SHT3L,2019-05-09 15:37:18+00:00,27R
115,SHT3N,2019-05-09 06:42:27+00:00,27L
116,BAW991,2019-05-09 10:49:38+00:00,27L
117,BAW409,2019-05-09 13:16:56+00:00,27L
118,BAW303,2019-05-09 06:29:10+00:00,27L
119,SHT9Z,2019-05-09 10:02:52+00:00,27L
120,BAW577,2019-05-09 13:36:16+00:00,27L
121,SHT1467,2019-05-09 07:27:45+00:00,27L
122,BAW377,2019-05-09 08:44:13+00:00,27L
123,BAW983,2019-05-09 13:44:59+00:00,27L
124,BAW949L,2019-05-09 10:30:09+00:00,27L
125,BAW45T,2019-05-09 13:57:39+00:00,27L
126,BAW963,2019-05-09 06:14:48+00:00,27L
127,BAW951L,2019-05-09 12:49:04+00:00,27L
128,BAW327,2019-05-09 19:59:51+00:00,27R
129,BAW393B,2019-05-09 10:19:13+00:00,27L
130,SHT13C,2019-05-09 06:10:59+00:00,27L
131,BAW319A,2019-05-09 15:28:16+00:00,27R
132,BAW62NL,2019-05-09 11:19:28+00:00,27L
133,BAW433,2019-05-09 17:48:20+00:00,27R
134,BAW847,2019-05-09 12:17:14+00:00,27L
135,BAW605,2019-05-09 12:56:41+00:00,27L
136,BAW234,2019-05-09 19:31:24+00:00,27R
137,BAW236,2019-05-09 06:13:25+00:00,27L
138,BAW16H,2019-05-09 07:43:56+00:00,27L
139,BAW863Z,2019-05-09 13:29:26+00:00,27L
140,SHT9V,2019-05-09 10:17:59+00:00,27L
141,BAW697V,2019-05-09 12:47:29+00:00,27L
142,BAW66GA,2019-05-09 16:24:48+00:00,27R
143,BAW475,2019-05-09 16:52:11+00:00,27R
144,BAW699W,2019-05-09 07:55:26+00:00,27L
145,BAW365,2019-05-09 06:36:37+00:00,27L
146,BAW87AM,2019-05-09 19:44:43+00:00,27R
147,SHT7S,2019-05-09 07:07:38+00:00,27L
148,BAW703,2019-05-09 16:05:48+00:00,27R
149,BAW811,2019-05-09 07:10:49+00:00,27L
150,BAW435,2019-05-09 15:25:43+00:00,27R
151,BAW675,2019-05-09 09:19:58+00:00,27L
152,BAW7LX,2019-05-09 10:41:36+00:00,27L
153,BAW875,2019-05-09 18:44:38+00:00,27R
154,BAW499,2019-05-09 10:01:38+00:00,27L
155,BAW162,2019-05-09 11:58:24+00:00,27L
156,BAW753,2019-05-09 11:27:19+00:00,27L
157,BAW431,2019-05-09 11:01:12+00:00,27L
158,BAW815,2019-05-09 13:25:51+00:00,27L
159,SHT19S,2019-05-09 07:20:50+00:00,27L
160,BAW831U,2019-05-09 11:12:49+00:00,27L
161,BAW733C,2019-05-09 17:40:40+00:00,27R
162,BAW763,2019-05-09 12:07:28+00:00,27L
163,BAW553,2019-05-09 12:20:21+00:00,27L
164,BAW429,2019-05-09 09:31:58+00:00,27L
165,BAW465M,2019-05-09 23:55:15+00:00,27R
166,BAW541A,2019-05-09 12:08:58+00:00,27L
167,VIR104L,2019-05-09 07:56:57+00:00,27L
168,BAW45EM,2019-05-09 12:36:52+00:00,27L
169,BAW937,2019-05-09 10:00:22+00:00,27L
170,BAW711,2019-05-09 09:54:48+00:00,27L
171,BAW729,2019-05-09 13:07:10+00:00,27L
172,SHT9U,2019-05-09 07:02:21+00:00,27L
173,BEE5AZ,2019-05-09 09:09:15+00:00,27L
174,BAW315,2019-05-09 13:15:35+00:00,27L
175,BAW391,2019-05-09 08:41:50+00:00,27L
176,BAW561,2019-05-09 07:09:15+00:00,27L
177,SHT13H,2019-05-09 11:55:58+00:00,27L
178,SHT9G,2019-05-09 16:33:11+00:00,27R
179,BAW75M,2019-05-09 11:36:58+00:00,27L
180,BAW457,2019-05-09 11:49:29+00:00,27L
181,BAW887,2019-05-09 14:58:16+00:00,27R
182,BAW651,2019-05-09 14:56:56+00:00,27R
183,BAW148,2019-05-09 10:21:49+00:00,27L
184,BAW501,2019-05-09 13:48:06+00:00,27L
185,BAW477,2019-05-09 08:29:57+00:00,27L
186,BAW8,2019-05-09 11:54:08+00:00,27L
187,BAW18A,2019-05-09 10:33:59+00:00,27L
188,BAW883,2019-05-09 14:50:54+00:00,27R
189,SHT88P,2019-05-09 06:48:29+00:00,27L
190,BAW369,2019-05-09 17:25:57+00:00,27R
191,BAW855,2019-05-09 11:11:22+00:00,27L
192,VIR2R,2019-05-09 08:46:25+00:00,27L
193,BAW12DT,2019-05-09 14:40:49+00:00,27R
194,BAW853S,2019-05-09 06:22:27+00:00,27L
195,BAW631,2019-05-09 09:27:41+00:00,27L
196,BAW353,2019-05-09 07:59:13+00:00,27L
197,VIR22Q,2019-05-09 05:34:29+00:00,27L
198,BAW793D,2019-05-09 11:22:35+00:00,27L
199,VIR12E,2019-05-09 08:47:56+00:00,27L
200,VIR6J,2019-05-09 05:50:20+00:00,27L
201,VIR46,2019-05-09 08:06:13+00:00,27L
202,VIR4C,2019-05-09 05:04:47+00:00,27L
203,VIR154,2019-05-09 07:30:28+00:00,27L
204,BAW56,2019-05-09 04:14:12+00:00,27R
205,BAW32,2019-05-09 03:38:34+00:00,27R
206,BAW224,2019-05-09 12:03:59+00:00,27L
207,BAW248,2019-05-09 11:52:25+00:00,27L
208,BAW28,2019-05-09 04:03:39+00:00,27R
209,BAW246,2019-05-09 05:23:29+00:00,27R
210,BAW479,2019-05-09 12:53:59+00:00,27L
211,BAW12,2019-05-09 04:57:29+00:00,27R
212,BAW903U,2019-05-09 10:50:40+00:00,27L
213,BAW761,2019-05-09 07:47:59+00:00,27L
214,SHT3U,2019-05-09 11:59:42+00:00,27L
215,BAW36,2019-05-09 10:26:27+00:00,27L
216,BAW18,2019-05-09 13:19:41+00:00,27L
217,BAW102,2019-05-09 13:22:54+00:00,27L
218,BAW725,2019-05-09 09:52:45+00:00,27L
219,SHT19U,2019-05-09 09:42:41+00:00,27L
220,BAW45B,2019-05-09 05:54:28+00:00,27R
221,BAW24R,2019-05-09 10:47:09+00:00,27L
222,VIR138M,2019-05-09 05:39:59+00:00,27L
223,VIR10H,2019-05-09 08:36:54+00:00,27L
224,BAW80KA,2019-05-09 13:27:15+00:00,27L
225,SHT7J,2019-05-09 08:19:10+00:00,27L
226,VIR156G,2019-05-09 12:02:26+00:00,27L
227,VIR42X,2019-05-09 13:05:18+00:00,27L
228,VIR20V,2019-05-09 11:07:50+00:00,27L
229,VIR207,2019-05-09 04:24:39+00:00,27R
230,BAW122,2019-05-09 10:15:58+00:00,27L
231,BAW188,2019-05-09 08:55:47+00:00,27L
232,BAW6B,2019-05-09 12:42:16+00:00,27L
233,VIR24M,2019-05-09 14:11:38+00:00,27R
234,VIR106F,2019-05-09 07:31:59+00:00,27L
235,BAW250,2019-05-09 08:27:59+00:00,27L
236,BAW138,2019-05-09 05:46:07+00:00,27R
237,BAW34,2019-05-09 04:16:29+00:00,27R
238,BAW72,2019-05-09 05:08:23+00:00,27R
239,BAW222,2019-05-09 09:34:53+00:00,27L
240,BAW89P,2019-05-09 13:08:25+00:00,27L
241,BAW132,2019-05-09 11:42:58+00:00,27L
242,BEE2LJ,2019-05-09 16:11:21+00:00,27R
243,VIR462M,2019-05-09 06:46:27+00:00,27L
244,VIR8E,2019-05-09 09:06:10+00:00,27L
245,BAW645,2019-05-09 18:31:39+00:00,27R
246,SHT13E,2019-05-09 09:00:23+00:00,27L
247,BAW921,2019-05-09 19:13:50+00:00,27R
248,BAW969H,2019-05-09 13:41:52+00:00,27L
249,SHT3P,2019-05-09 08:45:18+00:00,27L
250,BAW94,2019-05-09 08:49:24+00:00,27L
251,BAW280,2019-05-09 10:03:59+00:00,27L
252,BAW22C,2019-05-09 11:20:28+00:00,27L
253,BAW170,2019-05-09 09:36:34+00:00,27L
254,BAW276,2019-05-09 12:18:28+00:00,27L
255,BAW575,2019-05-09 15:33:22+00:00,27R
256,BAW583,2019-05-09 09:26:29+00:00,27L
257,BAW813,2019-05-09 10:35:59+00:00,27L
258,BAW357D,2019-05-09 13:40:39+00:00,27L
259,BAW543Q,2019-05-09 08:01:12+00:00,27L
260,BAW835W,2019-05-09 13:00:48+00:00,27L
261,SHT13K,2019-05-09 17:09:57+00:00,27R
262,BAW777C,2019-05-09 11:48:17+00:00,27L
263,BAW885R,2019-05-09 08:14:49+00:00,27L
264,BAW791,2019-05-09 18:21:28+00:00,27R
265,BAW965,2019-05-09 10:32:57+00:00,27L
266,SHT90P,2019-05-09 09:25:11+00:00,27L
267,BAW389,2019-05-09 05:51:57+00:00,27R
268,SHT7C,2019-05-09 10:45:09+00:00,27L
269,BAW42DB,2019-05-09 10:54:59+00:00,27L
270,BAW977,2019-05-09 10:51:59+00:00,27L
271,AHY007,2019-05-09 19:27:59+00:00,27R
272,AFL2578,2019-05-09 10:56:17+00:00,27L
273,ABW376,2019-05-09 08:50:58+00:00,27L
274,AFL2580,2019-05-09 08:09:47+00:00,27L
