,callsign,stop,ILS_max
0,SAA234,2019-05-17 05:20:44+00:00,09R
1,MSR777,2019-05-17 12:10:27+00:00,09L
2,MSR779,2019-05-17 19:46:14+00:00,09L
3,RAM800F,2019-05-17 15:30:21+00:00,09L
4,ETH700,2019-05-17 05:15:45+00:00,09L
5,KQA100,2019-05-17 15:05:57+00:00,09L
6,MAU42,2019-05-17 06:28:37+00:00,09L
7,QTR001,2019-05-17 16:25:58+00:00,09L
8,QTR007,2019-05-17 13:02:05+00:00,09L
9,QTR5ML,2019-05-17 19:07:19+00:00,09L
10,QTR2NX,2019-05-17 12:02:57+00:00,09L
11,QTR011,2019-05-17 09:03:11+00:00,09L
12,QTR005,2019-05-17 20:32:38+00:00,09L
13,DAH2054,2019-05-17 12:28:20+00:00,09R
14,AZA20Y,2019-05-17 17:46:22+00:00,09L
15,AZA97U,2019-05-17 14:50:42+00:00,09L
16,IBE31SA,2019-05-17 09:26:46+00:00,09R
17,IBE31KA,2019-05-17 13:43:56+00:00,09L
18,IBE31ZP,2019-05-17 08:40:25+00:00,09L
19,IBE31PP,2019-05-17 17:07:01+00:00,09L
20,IBE31TM,2019-05-17 16:45:25+00:00,09L
21,IBE31ZB,2019-05-17 15:09:20+00:00,09L
22,IBE31GG,2019-05-17 15:59:29+00:00,09L
23,VLG7104,2019-05-17 19:04:32+00:00,09L
24,IBE3170,2019-05-17 07:15:28+00:00,09L
25,AFR76WX,2019-05-17 13:03:09+00:00,09R
26,AFR158R,2019-05-17 09:35:26+00:00,09R
27,AFR138Q,2019-05-17 20:09:17+00:00,09L
28,AFR82FE,2019-05-17 06:55:29+00:00,09L
29,BCS6757,2019-05-17 19:54:25+00:00,09L
30,EWG79R,2019-05-17 06:53:03+00:00,09L
31,EWG5PK,2019-05-17 17:47:37+00:00,09L
32,EWG6VP,2019-05-17 06:17:17+00:00,09L
33,EWG1AT,2019-05-17 17:27:08+00:00,09L
34,EWG460,2019-05-17 07:05:16+00:00,09L
35,EWG468,2019-05-17 17:58:18+00:00,09L
36,EWG12H,2019-05-17 15:16:40+00:00,09L
37,EWG6GC,2019-05-17 10:37:09+00:00,09L
38,EWG464,2019-05-17 12:58:29+00:00,09L
39,DLH7MA,2019-05-17 13:28:28+00:00,09L
40,DLH4EM,2019-05-17 09:56:59+00:00,09L
41,DLH6HT,2019-05-17 17:30:33+00:00,09L
42,DLH4WN,2019-05-17 19:34:25+00:00,09L
43,DLH6YF,2019-05-17 14:43:01+00:00,09L
44,DLH3RL,2019-05-17 11:36:25+00:00,09L
45,DLH3WU,2019-05-17 06:41:50+00:00,09L
46,DLH6KJ,2019-05-17 16:30:57+00:00,09L
47,DLH9MM,2019-05-17 11:48:57+00:00,09L
48,DLH2NE,2019-05-17 15:44:10+00:00,09L
49,DLH6HV,2019-05-17 09:00:44+00:00,09L
50,DLH900,2019-05-17 07:57:29+00:00,09L
51,DLH2MP,2019-05-17 21:25:30+00:00,09L
52,DLH5MW,2019-05-17 19:47:16+00:00,09L
53,DLH8NL,2019-05-17 20:49:51+00:00,09L
54,DLH7XL,2019-05-17 14:46:45+00:00,09L
55,DLH9LK,2019-05-17 18:49:29+00:00,09L
56,DLH4LK,2019-05-17 16:20:24+00:00,09R
57,DLH902,2019-05-17 08:52:59+00:00,09L
