,callsign,stop,ILS_max
0,MSR777,2021-03-12 12:57:59+00:00,27R
1,ETH710,2021-03-12 07:53:30+00:00,27R
2,ETH700,2021-03-12 06:42:10+00:00,27R
3,QTR9VT,2021-03-12 06:29:38+00:00,27R
4,QTR4LA,2021-03-12 13:25:03+00:00,27R
5,QTR3EM,2021-03-12 12:28:46+00:00,27R
6,QTR5CF,2021-03-12 21:53:57+00:00,27R
7,QTR1MJ,2021-03-12 11:06:41+00:00,27R
8,QTR1LP,2021-03-12 19:05:12+00:00,27R
9,AZA75KC,2021-03-12 10:51:58+00:00,27R
10,IBE31BY,2021-03-12 08:47:29+00:00,27R
11,IBE3180,2021-03-12 13:47:50+00:00,27R
12,IBE31GY,2021-03-12 17:05:29+00:00,27R
13,AFR128R,2021-03-12 16:26:40+00:00,27R
14,AFR15NP,2021-03-12 10:36:22+00:00,27R
15,AFR13YD,2021-03-12 21:44:12+00:00,27R
16,BCS855,2021-03-12 14:07:10+00:00,27R
17,BCS35P,2021-03-12 20:33:37+00:00,27R
18,DLH4CR,2021-03-12 16:55:17+00:00,27R
19,DLH1CK,2021-03-12 08:39:21+00:00,27R
20,KAY53,2021-03-12 11:57:47+00:00,27R
21,KAY53,2021-03-12 16:38:16+00:00,27R
22,BAW116,2021-03-12 07:42:33+00:00,27R
23,BAW14K,2021-03-12 08:44:43+00:00,27R
24,BAW260,2021-03-12 12:54:38+00:00,27R
25,BAW276,2021-03-12 12:33:26+00:00,27R
26,SHT7P,2021-03-12 14:36:48+00:00,27R
27,SHT7C,2021-03-12 10:26:28+00:00,27R
28,BAW2773,2021-03-12 13:39:47+00:00,27R
29,SHT13H,2021-03-12 13:28:38+00:00,27R
30,SHT19S,2021-03-12 08:04:09+00:00,27R
31,BAW951L,2021-03-12 14:49:40+00:00,27R
32,SHT9U,2021-03-12 10:15:51+00:00,27R
33,SHT88J,2021-03-12 14:21:12+00:00,27R
34,BAW993,2021-03-12 15:00:40+00:00,27R
35,SHT9K,2021-03-12 14:30:42+00:00,27R
36,SHT19M,2021-03-12 13:43:03+00:00,27R
37,BAW9272,2021-03-12 11:39:24+00:00,27R
38,BAW3598,2021-03-12 13:09:28+00:00,27R
39,BAW74,2021-03-12 04:34:40+00:00,27R
40,BAW138,2021-03-12 06:50:54+00:00,27R
41,BAW845D,2021-03-12 15:54:10+00:00,27R
42,VIR506,2021-03-12 17:33:52+00:00,27R
43,BAW54,2021-03-12 20:08:13+00:00,27R
44,VIR412W,2021-03-12 14:11:39+00:00,27R
45,BAW98,2021-03-12 09:30:08+00:00,27R
46,BAW28,2021-03-12 20:49:49+00:00,27R
47,BAW268,2021-03-12 14:24:09+00:00,27R
48,BAW771C,2021-03-12 14:40:08+00:00,27R
49,BAW104,2021-03-12 14:18:01+00:00,27R
50,BAW168,2021-03-12 15:57:02+00:00,27R
51,VIR239,2021-03-12 20:45:49+00:00,27R
52,VIR454,2021-03-12 09:26:53+00:00,27R
53,AWC302,2021-03-12 19:32:11+00:00,27R
54,VIR365,2021-03-12 16:48:39+00:00,27R
55,BAW907,2021-03-12 12:37:02+00:00,27R
56,BAW3593,2021-03-12 11:03:02+00:00,27R
57,VIR602,2021-03-12 18:28:28+00:00,27R
58,VIR514,2021-03-12 10:40:07+00:00,27R
59,VIR303E,2021-03-12 06:25:29+00:00,27R
60,VIR526,2021-03-12 08:08:05+00:00,27R
61,BAW34N,2021-03-12 10:29:45+00:00,27R
62,BAW284,2021-03-12 09:56:49+00:00,27R
63,BAW142,2021-03-12 16:02:45+00:00,27R
64,BAW242,2021-03-12 13:34:50+00:00,27R
65,BAW3579,2021-03-12 09:18:16+00:00,27R
66,BAW164,2021-03-12 20:04:57+00:00,27R
67,BAW917,2021-03-12 13:06:02+00:00,27R
68,VIR624W,2021-03-12 06:12:14+00:00,27R
69,VIR355B,2021-03-12 07:34:32+00:00,27R
70,VIR686Q,2021-03-12 19:00:35+00:00,27R
71,BAW55CO,2021-03-12 15:05:19+00:00,27R
72,BAW561,2021-03-12 18:50:33+00:00,27R
73,BAW919,2021-03-12 11:11:54+00:00,27R
74,BAW10,2021-03-12 16:33:05+00:00,27R
75,BAW124,2021-03-12 07:26:29+00:00,27R
76,BAW633,2021-03-12 21:05:16+00:00,27R
77,BCS8461,2021-03-12 21:08:08+00:00,27R
78,BAW725,2021-03-12 13:38:13+00:00,27R
79,VIR682,2021-03-12 13:31:51+00:00,27R
80,BAW475,2021-03-12 14:14:50+00:00,27R
81,VIR688,2021-03-12 09:15:18+00:00,27R
