,callsign,stop,ILS_max
0,MSR777,2021-05-21 12:37:33+00:00,27L
1,ETH700,2021-05-21 05:37:30+00:00,27R
2,QTR015,2021-05-21 19:06:01+00:00,27R
3,QTR2GP,2021-05-21 12:05:17+00:00,27L
4,QTR6CF,2021-05-21 13:12:41+00:00,27L
5,QTR09L,2021-05-21 05:18:34+00:00,27R
6,QTR698U,2021-05-21 17:07:19+00:00,27L
7,QTR43KU,2021-05-21 10:43:56+00:00,27L
8,IBE3166,2021-05-21 15:44:36+00:00,27L
9,IBE31PL,2021-05-21 07:27:47+00:00,27R
10,AFR25UH,2021-05-21 15:30:05+00:00,27L
11,AFR38MM,2021-05-21 09:33:59+00:00,27R
12,AFR15AZ,2021-05-21 20:18:30+00:00,27R
13,BCS35P,2021-05-21 19:36:22+00:00,27R
14,EWG12H,2021-05-21 14:50:23+00:00,27L
15,EWG5PK,2021-05-21 18:02:22+00:00,27L
16,DLH908,2021-05-21 13:33:02+00:00,27L
17,DLH914,2021-05-21 15:38:19+00:00,27L
18,DLH5XL,2021-05-21 21:01:37+00:00,27R
19,DLH900,2021-05-21 07:44:53+00:00,27R
20,DLH1CW,2021-05-21 17:25:53+00:00,27L
21,BCS8461,2021-05-21 19:51:01+00:00,27R
22,BAW82,2021-05-21 13:15:30+00:00,27L
23,BAW138,2021-05-21 05:31:15+00:00,27R
24,BAW18A,2021-05-21 08:41:01+00:00,27R
25,BAW116,2021-05-21 07:07:26+00:00,27L
26,BAW168,2021-05-21 15:46:57+00:00,27L
27,SHT13H,2021-05-21 11:18:46+00:00,27L
28,SHT13K,2021-05-21 16:20:48+00:00,27L
29,SHT19S,2021-05-21 06:53:25+00:00,27R
30,BAW2775,2021-05-21 17:28:12+00:00,27L
31,BAW969H,2021-05-21 13:25:33+00:00,27L
32,BAW70CE,2021-05-21 19:09:57+00:00,27R
33,BAW507,2021-05-21 20:52:17+00:00,27R
34,BAW491U,2021-05-21 20:33:46+00:00,27R
35,BAW501,2021-05-21 12:30:17+00:00,27L
36,BAW961L,2021-05-21 18:47:52+00:00,27L
37,BAW2699,2021-05-21 18:55:41+00:00,27L
38,BAW579V,2021-05-21 12:32:44+00:00,27L
39,BAW735,2021-05-21 18:14:38+00:00,27L
40,SHT7S,2021-05-21 07:02:38+00:00,27R
41,SHT9J,2021-05-21 14:11:38+00:00,27L
42,BAW2631,2021-05-21 16:10:02+00:00,27L
43,BAW81D,2021-05-21 15:21:31+00:00,27L
44,SHT75A,2021-05-21 16:59:45+00:00,27L
45,BAW252,2021-05-21 09:41:49+00:00,27R
46,BAW555,2021-05-21 21:13:02+00:00,27R
47,BAW78,2021-05-21 04:35:24+00:00,27R
48,BAW375Z,2021-05-21 17:09:37+00:00,27L
49,SHT88T,2021-05-21 10:52:26+00:00,27L
50,SHT7Z,2021-05-21 12:46:58+00:00,27L
51,SHT88C,2021-05-21 17:05:06+00:00,27L
52,BAW3597,2021-05-21 07:14:40+00:00,27R
53,BAW3598,2021-05-21 06:33:21+00:00,27R
54,BAW2717,2021-05-21 16:25:21+00:00,27L
55,BAW53KP,2021-05-21 18:26:17+00:00,27L
56,SHT7P,2021-05-21 15:32:00+00:00,27L
57,SHT19T,2021-05-21 17:11:59+00:00,27L
58,SHT9B,2021-05-21 12:25:46+00:00,27L
59,BAW2627,2021-05-21 12:09:47+00:00,27L
60,BAW987,2021-05-21 18:53:22+00:00,27L
61,VIR540,2021-05-21 09:47:47+00:00,27R
62,VIR688,2021-05-21 09:04:39+00:00,27R
63,VIR412W,2021-05-21 14:57:42+00:00,27L
64,BAW401,2021-05-21 11:01:59+00:00,27L
65,BAW104,2021-05-21 15:54:27+00:00,27L
66,BAW9155,2021-05-21 07:16:47+00:00,27R
67,BAW74,2021-05-21 04:16:31+00:00,27R
68,BAW32,2021-05-21 03:33:27+00:00,27R
69,BAW485,2021-05-21 13:21:02+00:00,27L
70,BAW569J,2021-05-21 19:32:38+00:00,27R
71,BAW98,2021-05-21 08:43:06+00:00,27R
72,BAW124,2021-05-21 05:10:19+00:00,27R
73,BAW777C,2021-05-21 12:22:55+00:00,27L
74,BAW256,2021-05-21 11:44:48+00:00,27L
75,VIR624W,2021-05-21 05:21:03+00:00,27R
76,BAW9PW,2021-05-21 14:14:33+00:00,27L
77,SHT88D,2021-05-21 19:22:44+00:00,27R
78,VIR686Q,2021-05-21 18:50:53+00:00,27L
79,VIR526,2021-05-21 06:27:27+00:00,27R
80,VIR516,2021-05-21 07:37:38+00:00,27R
81,BAW80G,2021-05-21 07:46:51+00:00,27R
82,BAW917,2021-05-21 13:09:05+00:00,27L
83,BAW637,2021-05-21 17:39:48+00:00,27L
84,VIR239,2021-05-21 20:12:05+00:00,27R
85,VIR301C,2021-05-21 14:36:47+00:00,27L
86,CLU5360,2021-05-21 05:05:15+00:00,27R
87,BAW3C,2021-05-21 09:57:46+00:00,27R
88,BAW10,2021-05-21 16:18:12+00:00,27L
89,BAW242,2021-05-21 13:52:23+00:00,27L
