,callsign,stop,ILS_max
0,ETH700,2020-03-25 06:18:49+00:00,09R
1,QTR4LA,2020-03-25 12:44:33+00:00,09R
2,A7MED,2020-03-25 09:56:57+00:00,09R
3,QTR5DR,2020-03-25 06:09:15+00:00,09R
4,QTR1VU,2020-03-25 11:25:58+00:00,09R
5,QTR5CF,2020-03-25 19:56:34+00:00,09R
6,IBE31AA,2020-03-25 09:06:27+00:00,09R
7,IBE3172,2020-03-25 16:48:51+00:00,09L
8,AFR48VR,2020-03-25 13:28:54+00:00,09R
9,BCS6718,2020-03-25 08:37:55+00:00,09R
10,BCS6773,2020-03-25 20:21:51+00:00,09R
11,BCS6757,2020-03-25 20:24:28+00:00,09R
12,EWG12H,2020-03-25 14:23:27+00:00,09L
13,DLH3KW,2020-03-25 14:50:48+00:00,09L
14,DLH900,2020-03-25 08:08:26+00:00,09L
15,EWG2460,2020-03-25 13:12:58+00:00,09R
16,EWG4C,2020-03-25 13:33:13+00:00,09L
17,BCS985,2020-03-25 15:25:33+00:00,09R
18,BAW32N,2020-03-25 06:34:05+00:00,09L
19,BAW8C,2020-03-25 14:07:35+00:00,09L
20,BAW164,2020-03-25 19:33:14+00:00,09L
21,BAW42,2020-03-25 06:28:25+00:00,09L
22,BAW48Q,2020-03-25 11:21:42+00:00,09L
23,BAW9E,2020-03-25 06:10:38+00:00,09L
24,BAW58L,2020-03-25 04:31:38+00:00,09R
25,BAW45B,2020-03-25 06:02:53+00:00,09L
26,BAW20R,2020-03-25 06:26:05+00:00,09L
27,BAW18A,2020-03-25 08:32:33+00:00,09R
28,BAW176A,2020-03-25 06:38:56+00:00,09L
29,BAW953L,2020-03-25 16:24:51+00:00,09R
30,BAW5DL,2020-03-25 19:25:16+00:00,09L
31,SHT13C,2020-03-25 07:57:58+00:00,09L
32,SHT13H,2020-03-25 12:50:32+00:00,09L
33,BAW343E,2020-03-25 12:57:51+00:00,09L
34,BAW94HG,2020-03-25 18:50:31+00:00,09L
35,BAW379,2020-03-25 17:35:48+00:00,09L
36,BAW431,2020-03-25 10:58:26+00:00,09L
37,SHT19T,2020-03-25 18:09:53+00:00,09L
38,SHT1467,2020-03-25 08:18:15+00:00,09R
39,SHT88C,2020-03-25 15:58:20+00:00,09L
40,SHT7P,2020-03-25 16:27:20+00:00,09L
41,SHT3P,2020-03-25 09:37:45+00:00,09L
42,SHT3V,2020-03-25 17:45:31+00:00,09L
43,BAW729,2020-03-25 13:40:38+00:00,09L
44,BAW475,2020-03-25 15:11:22+00:00,09L
45,BAW232,2020-03-25 17:26:27+00:00,09L
46,BAW85GA,2020-03-25 17:33:29+00:00,09L
47,BAW10,2020-03-25 17:42:15+00:00,09L
48,BAW479,2020-03-25 12:34:24+00:00,09R
49,BAW503,2020-03-25 20:42:23+00:00,09L
50,BAW859P,2020-03-25 15:28:54+00:00,09L
51,BAW3460,2020-03-25 06:06:16+00:00,09L
52,BAW461,2020-03-25 18:48:11+00:00,09L
53,SHT19S,2020-03-25 07:35:20+00:00,09L
54,VIR134,2020-03-25 06:24:00+00:00,09L
55,BAW719,2020-03-25 19:52:44+00:00,09L
56,BAW8RM,2020-03-25 12:55:56+00:00,09L
57,BAW248,2020-03-25 11:36:27+00:00,09L
58,BAW16,2020-03-25 04:33:53+00:00,09R
59,BAW721,2020-03-25 18:06:51+00:00,09L
60,SHT9Z,2020-03-25 11:34:48+00:00,09L
61,BAW87AM,2020-03-25 20:13:26+00:00,09L
62,BAW268,2020-03-25 16:22:34+00:00,09L
63,BAW56,2020-03-25 05:13:07+00:00,09R
64,BAW8,2020-03-25 13:17:48+00:00,09L
65,BAW3468,2020-03-25 06:40:58+00:00,09L
66,BAW45EM,2020-03-25 13:31:41+00:00,09L
67,BAW98,2020-03-25 09:44:05+00:00,09L
68,BAW97DV,2020-03-25 19:35:44+00:00,09L
69,BAW246,2020-03-25 06:08:00+00:00,09L
70,BAW327,2020-03-25 20:31:06+00:00,09L
71,BAW96VC,2020-03-25 15:17:05+00:00,09L
72,SHT9U,2020-03-25 07:53:15+00:00,09L
73,VIR104L,2020-03-25 06:32:01+00:00,09L
74,VIR450,2020-03-25 06:04:33+00:00,09L
75,BAW28,2020-03-25 04:38:49+00:00,09R
76,VIR24M,2020-03-25 12:32:00+00:00,09L
77,BAW250,2020-03-25 09:16:04+00:00,09L
78,BAW226,2020-03-25 09:32:43+00:00,09L
79,BAW6,2020-03-25 15:48:20+00:00,09L
80,BAW18,2020-03-25 13:24:46+00:00,09L
81,SHT14P,2020-03-25 17:30:05+00:00,09L
82,SHT7S,2020-03-25 07:50:09+00:00,09L
83,BAW94,2020-03-25 07:55:35+00:00,09L
84,BAW633,2020-03-25 20:33:27+00:00,09L
85,SHT88J,2020-03-25 08:02:37+00:00,09L
86,VIR138M,2020-03-25 08:12:02+00:00,09R
87,SHT64U,2020-03-25 18:00:36+00:00,09L
88,BAW815,2020-03-25 13:05:34+00:00,09L
89,VIR4C,2020-03-25 06:36:39+00:00,09L
90,SHT19M,2020-03-25 11:44:03+00:00,09L
91,BAW41HA,2020-03-25 19:23:27+00:00,09L
92,BAW40YL,2020-03-25 16:21:08+00:00,09L
93,BAW5CA,2020-03-25 06:14:20+00:00,09L
94,BAW845D,2020-03-25 11:48:26+00:00,09L
95,BAW895,2020-03-25 15:14:32+00:00,09L
96,AFL2578,2020-03-25 11:20:15+00:00,09R
97,AFL2584,2020-03-25 20:00:42+00:00,09R
98,AFL2582,2020-03-25 15:02:35+00:00,09R
99,AFL2580,2020-03-25 08:15:21+00:00,09R
100,LZB851,2020-03-25 15:27:29+00:00,09R
101,FIN3ML,2020-03-25 08:24:41+00:00,09R
102,FIN7WG,2020-03-25 16:50:50+00:00,09L
103,KLM1033,2020-03-25 20:35:12+00:00,09R
104,KLM1007,2020-03-25 08:29:54+00:00,09R
105,KLM93K,2020-03-25 16:38:29+00:00,09R
106,LOT8701,2020-03-25 17:47:07+00:00,09L
107,LOT8601,2020-03-25 16:36:22+00:00,09L
108,LOT8603,2020-03-25 08:43:35+00:00,09R
109,LOT8703,2020-03-25 13:03:12+00:00,09R
110,SAS531,2020-03-25 12:24:26+00:00,09R
111,SWR31J,2020-03-25 07:40:48+00:00,09L
112,SWR49M,2020-03-25 07:42:42+00:00,09L
113,EIN168E,2020-03-25 14:48:39+00:00,09L
114,EIN17J,2020-03-25 19:27:00+00:00,09R
115,EIN158,2020-03-25 10:52:28+00:00,09L
116,EIN1GR,2020-03-25 09:20:36+00:00,09L
117,AZA202,2020-03-25 10:34:24+00:00,09L
118,EIN15D,2020-03-25 07:33:28+00:00,09L
119,EIN1XT,2020-03-25 18:13:05+00:00,09L
120,EIN164,2020-03-25 12:59:21+00:00,09R
121,AZA97U,2020-03-25 15:18:51+00:00,09R
122,EIN384,2020-03-25 13:37:03+00:00,09R
123,AZA206,2020-03-25 12:42:14+00:00,09R
124,AZA20Y,2020-03-25 18:31:03+00:00,09R
125,EIN172,2020-03-25 16:29:59+00:00,09R
126,EIN93D,2020-03-25 18:15:58+00:00,09L
127,EIN9RV,2020-03-25 09:40:04+00:00,09L
128,AZA58Y,2020-03-25 19:54:54+00:00,09R
129,EIN154,2020-03-25 08:28:47+00:00,09R
130,EIN380,2020-03-25 08:39:38+00:00,09R
131,AZA79A,2020-03-25 17:28:27+00:00,09R
132,ICE450,2020-03-25 10:20:54+00:00,09L
133,AMC4100,2020-03-25 09:51:12+00:00,09L
