,callsign,stop,ILS_max
0,MSR777,2021-05-03 12:12:46+00:00,27R
1,ETH700,2021-05-03 15:37:04+00:00,27R
2,KQA2100,2021-05-03 14:10:06+00:00,27R
3,QTR447G,2021-05-03 16:21:22+00:00,27R
4,QTR698U,2021-05-03 17:47:13+00:00,27R
5,QTR648A,2021-05-03 19:24:44+00:00,27R
6,QTR2GP,2021-05-03 12:37:13+00:00,27R
7,QTR09L,2021-05-03 05:37:57+00:00,27R
8,QTR42BC,2021-05-03 10:42:35+00:00,27R
9,AZA75KC,2021-05-03 10:02:33+00:00,27R
10,IBE3166,2021-05-03 16:06:04+00:00,27R
11,IBE31PL,2021-05-03 07:30:36+00:00,27R
12,AFR25UH,2021-05-03 15:11:07+00:00,27R
13,AFR15AZ,2021-05-03 19:47:57+00:00,27R
14,AFR38MM,2021-05-03 09:13:50+00:00,27R
15,EWG6VP,2021-05-03 05:52:40+00:00,27R
16,EWG79R,2021-05-03 06:36:18+00:00,27R
17,DLH914,2021-05-03 15:41:09+00:00,27R
18,DLH900,2021-05-03 07:33:47+00:00,27R
19,DLH2AC,2021-05-03 08:45:00+00:00,27R
20,KAY53,2021-05-03 06:12:29+00:00,27R
21,BAW82,2021-05-03 13:04:20+00:00,27R
22,BAW116,2021-05-03 06:26:39+00:00,27R
23,BAW254,2021-05-03 06:03:02+00:00,27R
24,BAW18A,2021-05-03 08:09:29+00:00,27R
25,BAW160,2021-05-03 06:09:31+00:00,27R
26,BAW3597,2021-05-03 15:25:04+00:00,27R
27,BAW168,2021-05-03 15:33:42+00:00,27R
28,BAW54,2021-05-03 06:44:06+00:00,27R
29,BAW2773,2021-05-03 13:45:29+00:00,27R
30,SHT13H,2021-05-03 11:46:29+00:00,27R
31,SHT19S,2021-05-03 06:56:38+00:00,27R
32,BAW9275,2021-05-03 10:28:15+00:00,27R
33,BAW987,2021-05-03 18:55:23+00:00,27R
34,SHT9Z,2021-05-03 10:22:19+00:00,27R
35,SHT88C,2021-05-03 16:59:56+00:00,27R
36,BAW276,2021-05-03 13:23:26+00:00,27R
37,BAW78,2021-05-03 04:48:04+00:00,27R
38,BAW12,2021-05-03 04:38:45+00:00,27R
39,SHT3N,2021-05-03 10:25:18+00:00,27R
40,VIR688,2021-05-03 08:25:12+00:00,27R
41,BAW32,2021-05-03 17:12:56+00:00,27R
42,BAW74,2021-05-03 04:07:21+00:00,27R
43,VIR412W,2021-05-03 14:47:13+00:00,27R
44,BAW258,2021-05-03 05:13:10+00:00,27R
45,BAW621C,2021-05-03 19:10:51+00:00,27R
46,BAW81V,2021-05-03 05:58:57+00:00,27R
47,BAW6B,2021-05-03 12:17:31+00:00,27R
48,SHT7S,2021-05-03 06:53:23+00:00,27R
49,SHT9V,2021-05-03 07:52:57+00:00,27R
50,BAW138,2021-05-03 05:30:34+00:00,27R
51,BAW3598,2021-05-03 06:29:34+00:00,27R
52,VIR602,2021-05-03 05:15:17+00:00,27R
53,VIR637,2021-05-03 13:20:10+00:00,27R
54,BAW3593,2021-05-03 10:15:56+00:00,27R
55,BAW6,2021-05-03 15:58:33+00:00,27R
