,callsign,stop,ILS_max
0,MSR530,2021-03-29 13:42:49+00:00,27L
1,MSR777,2021-03-29 12:18:11+00:00,27L
2,ETH700,2021-03-29 14:10:18+00:00,27L
3,KQA2100,2021-03-29 14:03:45+00:00,27L
4,QTR09L,2021-03-29 05:50:18+00:00,27L
5,QTR015,2021-03-29 18:53:19+00:00,27L
6,QTR6CF,2021-03-29 13:03:02+00:00,27L
7,QTR2GP,2021-03-29 11:59:45+00:00,27L
8,QTR43KU,2021-03-29 10:48:45+00:00,27L
9,QTR698U,2021-03-29 17:01:57+00:00,27L
10,AZA79A,2021-03-29 16:36:29+00:00,27L
11,IBE3166,2021-03-29 17:05:05+00:00,27L
12,IBE31PL,2021-03-29 07:25:56+00:00,27L
13,AFR15AZ,2021-03-29 20:22:43+00:00,27L
14,AFR25UH,2021-03-29 15:27:57+00:00,27L
15,AFR38MM,2021-03-29 10:08:17+00:00,27L
16,EWG6GC,2021-03-29 10:22:26+00:00,27L
17,EWG4C,2021-03-29 12:39:36+00:00,27L
18,DLH900,2021-03-29 07:40:17+00:00,27L
19,DLH914,2021-03-29 15:59:27+00:00,27L
20,DLH2AC,2021-03-29 08:33:27+00:00,27L
21,DLH1CW,2021-03-29 17:11:20+00:00,27L
22,BAW82,2021-03-29 13:14:40+00:00,27L
23,BAW254,2021-03-29 05:13:49+00:00,27L
24,BAW18A,2021-03-29 08:00:07+00:00,27L
25,BAW9114,2021-03-29 16:24:38+00:00,27L
26,BAW116,2021-03-29 06:43:39+00:00,27L
27,BAW3597,2021-03-29 12:54:50+00:00,27L
28,BAW260,2021-03-29 05:55:07+00:00,27L
29,BAW1064,2021-03-29 05:07:31+00:00,27L
30,BAW268,2021-03-29 14:45:06+00:00,27L
31,BAW3585,2021-03-29 08:22:00+00:00,27L
32,BAW138,2021-03-29 06:28:40+00:00,27L
33,BAW12,2021-03-29 06:06:51+00:00,27L
34,SHT13H,2021-03-29 11:46:41+00:00,27L
35,SHT19S,2021-03-29 06:49:18+00:00,27L
36,BAW9273,2021-03-29 17:48:33+00:00,27L
37,BAW2773,2021-03-29 14:00:42+00:00,27L
38,BAW28,2021-03-29 20:32:49+00:00,27L
39,BAW78,2021-03-29 04:42:13+00:00,27L
40,BAW168,2021-03-29 15:24:33+00:00,27L
41,SHT7S,2021-03-29 07:12:18+00:00,27L
42,BAW3598,2021-03-29 11:07:20+00:00,27L
43,BAW9157,2021-03-29 08:53:59+00:00,27L
44,BAW347,2021-03-29 13:27:22+00:00,27L
45,VIR506,2021-03-29 13:39:40+00:00,27L
46,VIR412W,2021-03-29 14:32:05+00:00,27L
47,BAW98,2021-03-29 08:26:28+00:00,27L
48,BAW9110,2021-03-29 18:30:17+00:00,27L
49,BAW1226,2021-03-29 07:01:41+00:00,27L
50,BAW32,2021-03-29 19:25:12+00:00,27L
51,BAW258,2021-03-29 05:35:00+00:00,27L
52,BAW80G,2021-03-29 08:56:57+00:00,27L
53,BAW987,2021-03-29 18:56:59+00:00,27L
54,BAW74,2021-03-29 04:07:44+00:00,27L
55,BAW9608,2021-03-29 05:27:42+00:00,27L
56,VIR26Q,2021-03-29 18:34:25+00:00,27L
57,VIR104L,2021-03-29 10:11:34+00:00,27L
58,VIR637,2021-03-29 12:36:22+00:00,27L
59,VIR699,2021-03-29 05:32:38+00:00,27L
60,BAW3571,2021-03-29 07:54:30+00:00,27L
61,BAW34,2021-03-29 05:47:38+00:00,27L
62,VIR540,2021-03-29 09:40:47+00:00,27L
63,VIR602,2021-03-29 17:19:20+00:00,27L
64,BAW9113,2021-03-29 14:19:05+00:00,27L
65,BAW3577,2021-03-29 08:50:28+00:00,27L
66,BAW3C,2021-03-29 09:18:28+00:00,27L
67,BAW3589,2021-03-29 16:33:41+00:00,27L
68,BAW6,2021-03-29 16:15:42+00:00,27L
69,BAW242,2021-03-29 13:29:25+00:00,27L
70,BAW3575,2021-03-29 18:11:53+00:00,27L
71,BAW164,2021-03-29 18:16:16+00:00,27L
72,CLU5294,2021-03-29 12:51:46+00:00,27L
73,BAW621C,2021-03-29 18:48:16+00:00,27L
74,VIR301C,2021-03-29 15:13:49+00:00,27L
75,BAW815,2021-03-29 13:33:27+00:00,27L
76,BAW6B,2021-03-29 12:24:47+00:00,27L
77,BAW81V,2021-03-29 05:37:36+00:00,27L
78,BAW10,2021-03-29 16:40:17+00:00,27L
79,BAW104,2021-03-29 13:11:24+00:00,27L
80,SHT9V,2021-03-29 07:48:22+00:00,27L
81,SHT19M,2021-03-29 11:10:22+00:00,27L
82,SHT88C,2021-03-29 16:59:10+00:00,27L
83,VIR24M,2021-03-29 13:48:29+00:00,27L
84,VIR606N,2021-03-29 06:53:37+00:00,27L
85,SHT3N,2021-03-29 07:53:03+00:00,27L
86,SHT9Z,2021-03-29 10:15:46+00:00,27L
87,SHT3U,2021-03-29 14:59:40+00:00,27L
88,BAW34N,2021-03-29 11:04:43+00:00,27L
89,BAW118,2021-03-29 12:13:14+00:00,27L
90,VIR688,2021-03-29 08:10:22+00:00,27L
91,BAW48Q,2021-03-29 11:18:47+00:00,27L
92,BAW92W,2021-03-29 09:15:32+00:00,27L
93,SHT7C,2021-03-29 10:36:04+00:00,27L
94,BAW493U,2021-03-29 12:45:33+00:00,27L
95,BAW294,2021-03-29 06:20:18+00:00,27L
96,BAW296,2021-03-29 08:48:09+00:00,27L
97,AFL2578,2021-03-29 10:56:14+00:00,27L
98,AUA4CE,2021-03-29 07:04:53+00:00,27L
99,BEL2093,2021-03-29 09:09:25+00:00,27L
100,FIN3ML,2021-03-29 07:50:16+00:00,27L
101,FIN7WG,2021-03-29 15:49:28+00:00,27L
102,AEE6AV,2021-03-29 09:49:26+00:00,27L
103,KLM1007,2021-03-29 08:05:38+00:00,27L
104,KLM57A,2021-03-29 15:20:59+00:00,27L
105,KLM1033,2021-03-29 19:59:21+00:00,27L
106,LOT27E,2021-03-29 16:10:44+00:00,27L
107,LOT2HR,2021-03-29 07:57:53+00:00,27L
108,ROT391Z,2021-03-29 12:21:20+00:00,27L
109,BLA1331,2021-03-29 07:43:50+00:00,27L
110,SAS805,2021-03-29 13:16:56+00:00,27L
111,SWR332,2021-03-29 11:40:44+00:00,27L
112,SWR46V,2021-03-29 12:27:47+00:00,27L
113,SWR31J,2021-03-29 06:26:03+00:00,27L
114,THY3UM,2021-03-29 15:02:33+00:00,27L
115,THY6227,2021-03-29 15:45:58+00:00,27L
116,THY9NX,2021-03-29 08:45:35+00:00,27L
117,THY8EL,2021-03-29 19:20:55+00:00,27L
118,MNB700,2021-03-29 13:46:10+00:00,27L
