,callsign,stop,ILS_max
0,MSR777,2021-05-28 12:45:24+00:00,09R
1,ETH700,2021-05-28 05:21:50+00:00,27L
2,QTR015,2021-05-28 19:02:20+00:00,09R
3,QTR6CF,2021-05-28 12:43:44+00:00,09R
4,QTR09L,2021-05-28 05:20:01+00:00,27L
5,QTR2GP,2021-05-28 12:06:16+00:00,09R
6,QTR43KU,2021-05-28 10:50:40+00:00,09R
7,QTR698U,2021-05-28 17:13:23+00:00,09R
8,IBE31PL,2021-05-28 07:25:26+00:00,27L
9,IBE3166,2021-05-28 15:44:35+00:00,09R
10,AFR25UH,2021-05-28 15:02:54+00:00,09R
11,AFR15AZ,2021-05-28 20:00:59+00:00,09R
12,AFR38MM,2021-05-28 09:26:20+00:00,27L
13,EWG12H,2021-05-28 15:08:17+00:00,09R
14,BCS35P,2021-05-28 19:38:35+00:00,09R
15,EWG5PK,2021-05-28 17:16:56+00:00,09R
16,DLH5XL,2021-05-28 20:51:18+00:00,09R
17,DLH908,2021-05-28 13:55:28+00:00,09R
18,DLH900,2021-05-28 07:38:46+00:00,27L
19,DLH1CW,2021-05-28 17:09:57+00:00,09R
20,BCS8461,2021-05-28 20:02:53+00:00,09R
21,BAW18A,2021-05-28 07:57:04+00:00,27L
22,BAW168,2021-05-28 15:26:49+00:00,09R
23,BAW82,2021-05-28 13:25:43+00:00,09R
24,BAW2769,2021-05-28 10:32:06+00:00,09R
25,SHT7P,2021-05-28 15:30:29+00:00,09R
26,SHT19T,2021-05-28 17:04:13+00:00,09R
27,BAW2775,2021-05-28 17:19:39+00:00,09R
28,BAW347,2021-05-28 13:17:59+00:00,09R
29,BAW431,2021-05-28 10:28:59+00:00,09R
30,SHT88D,2021-05-28 19:28:44+00:00,09R
31,BAW2777,2021-05-28 18:59:47+00:00,09R
32,BAW485,2021-05-28 13:20:43+00:00,09R
33,SHT14P,2021-05-28 17:56:49+00:00,09R
34,BAW375Z,2021-05-28 17:25:41+00:00,09R
35,SHT9B,2021-05-28 11:22:21+00:00,09R
36,BAW9277,2021-05-28 13:48:15+00:00,09R
37,BAW735,2021-05-28 18:25:21+00:00,09R
38,SHT7Z,2021-05-28 12:24:23+00:00,09R
39,BAW2643,2021-05-28 13:31:10+00:00,09R
40,BAW569J,2021-05-28 19:30:43+00:00,09R
41,BAW9273,2021-05-28 15:20:54+00:00,09R
42,BAW493U,2021-05-28 12:09:17+00:00,09R
43,BAW717T,2021-05-28 18:20:50+00:00,09R
44,SHT7X,2021-05-28 18:31:16+00:00,09R
45,SHT9J,2021-05-28 13:53:43+00:00,09R
46,SHT9V,2021-05-28 07:54:23+00:00,27L
47,BAW42DB,2021-05-28 10:41:46+00:00,09R
48,BAW70CE,2021-05-28 18:12:56+00:00,09R
49,BAW2631,2021-05-28 16:44:07+00:00,09R
50,BAW969H,2021-05-28 13:28:35+00:00,09R
51,BAW951L,2021-05-28 12:42:05+00:00,09R
52,SHT13K,2021-05-28 16:35:38+00:00,09R
53,BAW2715,2021-05-28 14:20:03+00:00,09R
54,BAW9279,2021-05-28 13:23:17+00:00,09R
55,BAW9176,2021-05-28 13:51:02+00:00,09R
56,BAW633,2021-05-28 20:44:32+00:00,09R
57,BAW2783,2021-05-28 18:29:23+00:00,09R
58,SHT19M,2021-05-28 11:30:47+00:00,09R
59,BAW555,2021-05-28 21:04:51+00:00,09R
60,BAW78,2021-05-28 05:23:46+00:00,27L
61,BAW9253,2021-05-28 17:49:47+00:00,09R
62,SHT88T,2021-05-28 11:16:13+00:00,09R
63,BAW605,2021-05-28 12:53:11+00:00,09R
64,BAW961L,2021-05-28 18:57:11+00:00,09R
65,BAW9155,2021-05-28 06:23:50+00:00,27L
66,BAW112,2021-05-28 05:06:17+00:00,27L
67,BAW491U,2021-05-28 16:22:23+00:00,09R
68,BAW16MT,2021-05-28 10:54:04+00:00,09R
69,BAW505,2021-05-28 17:53:32+00:00,09R
70,VIR688,2021-05-28 08:28:23+00:00,27L
71,SHT13H,2021-05-28 11:27:43+00:00,09R
72,SHT19S,2021-05-28 07:11:40+00:00,27L
73,BAW9252,2021-05-28 12:57:23+00:00,09R
74,VIR412W,2021-05-28 14:44:05+00:00,09R
75,BAW3598,2021-05-28 06:17:13+00:00,27L
76,BAW32,2021-05-28 03:44:14+00:00,27L
77,VIR540,2021-05-28 09:38:23+00:00,27L
78,SHT3L,2021-05-28 15:57:09+00:00,09R
79,BAW124,2021-05-28 04:53:08+00:00,27L
80,BAW907,2021-05-28 11:45:14+00:00,09R
81,BAW98,2021-05-28 07:59:33+00:00,27L
82,BAW74,2021-05-28 04:05:41+00:00,27L
83,BAW9272,2021-05-28 12:51:32+00:00,09R
84,BAW256,2021-05-28 11:09:15+00:00,09R
85,BAW637,2021-05-28 17:38:21+00:00,09R
86,BAW401,2021-05-28 10:58:47+00:00,09R
87,BAW80G,2021-05-28 07:16:22+00:00,27L
88,BAW28,2021-05-28 04:09:52+00:00,27L
89,VIR526,2021-05-28 06:32:56+00:00,27L
90,VIR301C,2021-05-28 13:42:32+00:00,09R
91,BAW9153,2021-05-28 08:30:31+00:00,27L
92,BAW268,2021-05-28 14:13:01+00:00,09R
93,BAW164,2021-05-28 18:34:16+00:00,09R
94,VIR454,2021-05-28 08:06:51+00:00,27L
95,VIR602,2021-05-28 05:08:00+00:00,27L
96,VIR506,2021-05-28 18:18:03+00:00,09R
97,VIR624W,2021-05-28 05:13:15+00:00,27L
98,BAW3593,2021-05-28 09:57:24+00:00,27L
99,BAW10,2021-05-28 16:32:31+00:00,09R
100,BAW242,2021-05-28 13:45:10+00:00,09R
101,BAW286,2021-05-28 12:11:29+00:00,09R
102,BAW3C,2021-05-28 09:02:19+00:00,27L
103,BAW917,2021-05-28 13:06:23+00:00,09R
104,BAW815,2021-05-28 13:38:59+00:00,09R
105,VIR686Q,2021-05-28 18:37:07+00:00,09R
106,VIR239,2021-05-28 19:58:31+00:00,09R
107,BAW579V,2021-05-28 12:48:22+00:00,09R
108,SHT88C,2021-05-28 17:02:32+00:00,09R
109,BAW731W,2021-05-28 14:34:16+00:00,09R
110,BAW487,2021-05-28 20:17:25+00:00,09R
111,BAW9PW,2021-05-28 14:07:54+00:00,09R
112,BAW777C,2021-05-28 12:49:43+00:00,09R
113,BAW127E,2021-05-28 16:30:15+00:00,09R
114,BAW639A,2021-05-28 14:41:42+00:00,09R
115,BAW783C,2021-05-28 21:44:18+00:00,09R
116,BAW900A,2021-05-28 20:41:38+00:00,09R
117,BAW983,2021-05-28 12:21:33+00:00,09R
118,VIR4C,2021-05-28 05:35:59+00:00,27L
