,callsign,stop,ILS_max
0,QTR02M,2021-05-04 11:52:45+00:00,28
1,IBE34BZ,2021-05-04 16:28:46+00:00,28
2,IBE3464,2021-05-04 08:34:40+00:00,28
3,DLH9PL,2021-05-04 10:11:20+00:00,28
4,EWG14KD,2021-05-04 15:32:17+00:00,28
5,DLH2RY,2021-05-04 11:50:23+00:00,28
6,DBEST,2021-05-04 08:39:46+00:00,28
7,AHO453V,2021-05-04 13:28:29+00:00,28
8,AHO353Y,2021-05-04 20:11:41+00:00,28
9,DEXPE,2021-05-04 18:30:23+00:00,28
10,AZE49WV,2021-05-04 14:24:28+00:00,28
11,DILCG,2021-05-04 06:02:39+00:00,16
12,CLF597,2021-05-04 11:34:29+00:00,28
13,MMM9621,2021-05-04 11:39:46+00:00,28
14,VLZ132A,2021-05-04 08:49:00+00:00,28
15,AUA5BL,2021-05-04 17:00:44+00:00,28
16,FTY8,2021-05-04 15:44:32+00:00,28
17,IJM572,2021-05-04 05:57:29+00:00,16
18,IJM572,2021-05-04 09:35:42+00:00,28
19,AUA5MJ,2021-05-04 07:02:10+00:00,28
20,GAC208L,2021-05-04 15:51:38+00:00,28
21,KLM71Q,2021-05-04 20:02:47+00:00,28
22,KLM57C,2021-05-04 08:57:17+00:00,28
23,SPCMR,2021-05-04 08:20:04+00:00,28
24,NJE869E,2021-05-04 17:19:55+00:00,28
25,NJE162G,2021-05-04 17:37:19+00:00,28
26,AJU521,2021-05-04 08:41:58+00:00,28
27,NJE833K,2021-05-04 08:37:36+00:00,28
28,TIE430P,2021-05-04 14:49:15+00:00,28
29,SWR150Y,2021-05-04 19:41:21+00:00,28
30,CAZ102,2021-05-04 16:51:58+00:00,28
31,CAZ402,2021-05-04 15:54:53+00:00,28
32,EDW9201,2021-05-04 14:56:53+00:00,28
33,EDW5499,2021-05-04 11:48:02+00:00,28
34,SWR144F,2021-05-04 09:09:26+00:00,28
35,SWR59GW,2021-05-04 13:45:55+00:00,28
36,SWR142T,2021-05-04 14:35:09+00:00,28
37,SWR2067,2021-05-04 16:00:05+00:00,28
38,SWR208N,2021-05-04 16:49:09+00:00,28
39,SWR69KC,2021-05-04 19:57:23+00:00,28
40,SWR145K,2021-05-04 17:03:12+00:00,28
41,SWR31Y,2021-05-04 19:20:49+00:00,28
42,SWR243,2021-05-04 04:24:10+00:00,34
43,SWR65,2021-05-04 08:26:19+00:00,28
44,EDW25,2021-05-04 14:20:30+00:00,28
45,SWR257,2021-05-04 08:44:00+00:00,28
46,SWR139,2021-05-04 04:11:46+00:00,34
47,SWR93,2021-05-04 08:07:55+00:00,28
48,SWR289,2021-05-04 04:06:26+00:00,34
49,SWR189,2021-05-04 13:48:24+00:00,28
50,SWR2697,2021-05-04 07:41:09+00:00,28
51,SWR15X,2021-05-04 08:11:27+00:00,28
52,SWR262D,2021-05-04 15:07:33+00:00,28
53,SAZ51,2021-05-04 08:05:07+00:00,28
54,SAZ53,2021-05-04 15:34:49+00:00,28
55,SAZ73,2021-05-04 19:59:25+00:00,28
56,HBLVC,2021-05-04 09:50:22+00:00,28
57,HBVRW,2021-05-04 08:47:04+00:00,28
58,THY6FL,2021-05-04 07:51:08+00:00,28
59,ASL76N,2021-05-04 17:33:26+00:00,28
60,9ADWA,2021-05-04 18:34:06+00:00,28
61,SIA346,2021-05-04 06:07:26+00:00,16
62,UAE87,2021-05-04 11:06:11+00:00,28
63,UAL52,2021-05-04 05:18:04+00:00,14
64,N551SW,2021-05-04 10:44:10+00:00,28
65,N727DL,2021-05-04 11:11:46+00:00,28
66,ACA7216,2021-05-04 05:53:54+00:00,16
