,callsign,stop,ILS_max
0,QTR3ML,2020-05-15 12:45:10+00:00,14
1,QTR8862,2020-05-15 16:47:13+00:00,14
2,RA67241,2020-05-15 11:42:56+00:00,14
3,AHO688C,2020-05-15 17:20:56+00:00,14
4,EWG9776,2020-05-15 13:04:23+00:00,14
5,DLH4PN,2020-05-15 13:26:44+00:00,14
6,DLH8CN,2020-05-15 07:59:09+00:00,14
7,DBJMS,2020-05-15 15:57:48+00:00,14
8,AHO246H,2020-05-15 14:31:45+00:00,14
9,XGO3ZH,2020-05-15 12:20:05+00:00,14
10,VCG1AL,2020-05-15 10:26:21+00:00,14
11,TJS56,2020-05-15 07:29:36+00:00,14
12,AXA1,2020-05-15 15:25:37+00:00,14
13,LZB301,2020-05-15 10:54:55+00:00,14
14,FIN5DL,2020-05-15 16:05:43+00:00,14
15,KLM57C,2020-05-15 08:57:05+00:00,14
16,NJE805L,2020-05-15 05:15:08+00:00,14
17,CAZ402,2020-05-15 15:07:00+00:00,14
18,SWR95M,2020-05-15 18:14:11+00:00,14
19,SWR124K,2020-05-15 20:03:09+00:00,28
20,SWR77E,2020-05-15 09:01:59+00:00,14
21,SWR206E,2020-05-15 13:21:17+00:00,14
22,SWR31Y,2020-05-15 19:21:50+00:00,28
23,SWR197,2020-05-15 14:28:26+00:00,14
24,SWR2651,2020-05-15 16:07:25+00:00,16
25,SWR2689,2020-05-15 17:26:30+00:00,14
26,SWR189,2020-05-15 16:18:17+00:00,16
27,SWR2695,2020-05-15 05:35:07+00:00,14
28,GSW6043,2020-05-15 12:09:39+00:00,14
29,HBJSK,2020-05-15 18:25:06+00:00,14
30,SAZ74,2020-05-15 14:13:50+00:00,14
31,HBVRW,2020-05-15 18:04:40+00:00,14
32,THY6333,2020-05-15 14:25:30+00:00,14
33,ASL4370,2020-05-15 09:43:23+00:00,14
34,YUBTB,2020-05-15 11:03:13+00:00,14
35,AZA572,2020-05-15 07:44:29+00:00,14
36,VJT437,2020-05-15 14:09:19+00:00,14
37,KFE423,2020-05-15 16:50:52+00:00,14
38,SIA346,2020-05-15 06:24:15+00:00,14
39,UAE87,2020-05-15 10:34:55+00:00,14
40,ETD39B,2020-05-15 11:58:42+00:00,14
41,UAL2782,2020-05-15 07:46:36+00:00,14
42,N474CG,2020-05-15 13:30:04+00:00,14
43,AAL9727,2020-05-15 08:01:43+00:00,14
44,ACA878,2020-05-15 04:04:11+00:00,34
