,callsign,stop,ILS_max
0,QTR02M,2021-05-16 11:34:16+00:00,14
1,ITL201,2021-05-16 15:54:41+00:00,14
2,IWLFX,2021-05-16 17:14:52+00:00,14
3,AEA1671,2021-05-16 14:42:57+00:00,14
4,IBE34BZ,2021-05-16 16:19:03+00:00,14
5,VLG4X,2021-05-16 11:28:54+00:00,14
6,VLG1M,2021-05-16 13:44:47+00:00,14
7,ANE80QY,2021-05-16 08:52:48+00:00,14
8,ECNCJ,2021-05-16 18:18:13+00:00,28
9,AHO9568,2021-05-16 08:13:57+00:00,14
10,EWG4FU,2021-05-16 16:08:52+00:00,14
11,DLH9PL,2021-05-16 11:22:58+00:00,14
12,DLH4JE,2021-05-16 16:44:35+00:00,14
13,DCS101,2021-05-16 15:42:43+00:00,14
14,DLH2RY,2021-05-16 11:46:20+00:00,14
15,DLH6EE,2021-05-16 06:21:20+00:00,34
16,EWG14KD,2021-05-16 17:12:12+00:00,14
17,AHO830Q,2021-05-16 19:37:14+00:00,34
18,AHO743F,2021-05-16 12:51:09+00:00,14
19,DCS503,2021-05-16 15:20:13+00:00,14
20,DETRO,2021-05-16 17:47:44+00:00,14
21,DFQDP,2021-05-16 12:30:56+00:00,14
22,DIEMO,2021-05-16 07:29:46+00:00,14
23,DISAR,2021-05-16 17:20:29+00:00,14
24,DIXXX,2021-05-16 15:09:25+00:00,14
25,VPBIB,2021-05-16 13:52:28+00:00,14
26,MTHOR,2021-05-16 12:58:53+00:00,14
27,AUA5BL,2021-05-16 17:26:08+00:00,14
28,FTY8,2021-05-16 17:05:59+00:00,14
29,MHV20X,2021-05-16 17:09:00+00:00,14
30,AOJ1LY,2021-05-16 11:48:14+00:00,14
31,GAC501U,2021-05-16 17:38:42+00:00,14
32,IJM188,2021-05-16 16:38:40+00:00,14
33,AUA5MJ,2021-05-16 06:55:37+00:00,34
34,EJU18YE,2021-05-16 12:17:23+00:00,14
35,GDK2,2021-05-16 12:12:22+00:00,14
36,LZB491,2021-05-16 14:10:55+00:00,14
37,FIN5DL,2021-05-16 16:04:03+00:00,14
38,AEE852,2021-05-16 16:02:17+00:00,14
39,JSH500,2021-05-16 15:37:43+00:00,14
40,NWG46,2021-05-16 14:51:03+00:00,14
41,KLM71Q,2021-05-16 20:10:36+00:00,34
42,KLM21W,2021-05-16 14:21:44+00:00,14
43,LOT419,2021-05-16 17:10:25+00:00,14
44,AMQ10H,2021-05-16 12:36:55+00:00,14
45,NJE966H,2021-05-16 17:36:43+00:00,14
46,NJE424D,2021-05-16 15:48:13+00:00,14
47,NJE670F,2021-05-16 14:46:22+00:00,14
48,NJE584F,2021-05-16 18:45:00+00:00,28
49,NJE278W,2021-05-16 13:30:31+00:00,14
50,VVV611,2021-05-16 09:12:24+00:00,14
51,NJE578U,2021-05-16 17:18:15+00:00,14
52,NJE086L,2021-05-16 13:43:06+00:00,14
53,NJE595L,2021-05-16 12:35:01+00:00,14
54,NJE634H,2021-05-16 12:33:16+00:00,14
55,NJE692K,2021-05-16 16:57:25+00:00,14
56,NJE900Q,2021-05-16 17:07:31+00:00,14
57,NJE849G,2021-05-16 14:02:59+00:00,14
58,TAP926,2021-05-16 14:52:59+00:00,14
59,TAP932,2021-05-16 10:20:10+00:00,14
60,SUA661,2021-05-16 15:44:35+00:00,14
61,SWR152A,2021-05-16 19:22:42+00:00,34
62,OAW8165,2021-05-16 16:14:29+00:00,14
63,CAZ401,2021-05-16 16:06:35+00:00,14
64,EDW28Y,2021-05-16 15:05:48+00:00,14
65,EDW131G,2021-05-16 20:37:52+00:00,34
66,EDW229F,2021-05-16 14:25:47+00:00,14
67,EDW45L,2021-05-16 20:39:50+00:00,34
68,SWR287A,2021-05-16 14:12:58+00:00,14
69,EDW403,2021-05-16 09:46:24+00:00,14
70,EDW409,2021-05-16 16:47:12+00:00,14
71,EDW25H,2021-05-16 20:00:53+00:00,34
72,EDW591L,2021-05-16 14:59:15+00:00,14
73,SWR2155,2021-05-16 19:50:42+00:00,34
74,SWR202V,2021-05-16 21:02:22+00:00,34
75,SWR217C,2021-05-16 14:09:23+00:00,14
76,SWR202Q,2021-05-16 12:28:14+00:00,14
77,SWR218R,2021-05-16 18:16:24+00:00,28
78,SWR201G,2021-05-16 18:48:45+00:00,28
79,SWR72TL,2021-05-16 08:31:41+00:00,14
80,SWR172Q,2021-05-16 14:29:02+00:00,14
81,SWR43K,2021-05-16 18:47:02+00:00,28
82,SWR103Q,2021-05-16 19:04:19+00:00,28
83,SWR144F,2021-05-16 09:04:56+00:00,14
84,SWR166N,2021-05-16 13:57:48+00:00,14
85,SWR145W,2021-05-16 15:28:14+00:00,14
86,SWR345,2021-05-16 06:24:01+00:00,34
87,SWR274R,2021-05-16 14:32:37+00:00,14
88,SWR69KC,2021-05-16 19:10:23+00:00,28
89,SWR2027,2021-05-16 16:16:18+00:00,14
90,SWR2291,2021-05-16 09:18:48+00:00,14
91,SWR214C,2021-05-16 19:47:13+00:00,34
92,SWR141B,2021-05-16 14:54:23+00:00,14
93,SWR157W,2021-05-16 14:19:30+00:00,14
94,SWR55X,2021-05-16 19:27:55+00:00,34
95,SWR96C,2021-05-16 14:30:54+00:00,14
96,SWR547L,2021-05-16 14:47:45+00:00,14
97,SWR51D,2021-05-16 09:06:43+00:00,14
98,SWR59GW,2021-05-16 14:01:19+00:00,14
99,SWR219M,2021-05-16 14:41:39+00:00,14
100,SWR38W,2021-05-16 09:09:19+00:00,14
101,SWR145K,2021-05-16 17:27:42+00:00,14
102,SWR186R,2021-05-16 09:20:50+00:00,14
103,SWR170X,2021-05-16 19:12:26+00:00,28
104,SWR22L,2021-05-16 13:56:12+00:00,14
105,HBJFK,2021-05-16 09:52:06+00:00,14
106,HBJGQ,2021-05-16 14:37:50+00:00,14
107,SWR30K,2021-05-16 14:14:48+00:00,14
108,EDW257,2021-05-16 15:35:11+00:00,14
109,EDW439,2021-05-16 09:49:07+00:00,14
110,EDW91M,2021-05-16 19:14:32+00:00,28
111,EDW337,2021-05-16 20:44:43+00:00,34
112,EDW23F,2021-05-16 13:39:16+00:00,14
113,EDW407,2021-05-16 20:18:55+00:00,34
114,SWR150Y,2021-05-16 20:14:33+00:00,34
115,SWR215T,2021-05-16 13:49:06+00:00,14
116,SWR262D,2021-05-16 16:20:54+00:00,14
117,SWR283W,2021-05-16 14:06:59+00:00,14
118,SWR9K,2021-05-16 08:33:29+00:00,14
119,SWR289,2021-05-16 05:00:41+00:00,34
120,EDW267J,2021-05-16 20:34:00+00:00,34
121,SWR65,2021-05-16 07:57:34+00:00,14
122,SWR19R,2021-05-16 09:02:37+00:00,14
123,SWR39,2021-05-16 13:53:50+00:00,14
124,SWR189,2021-05-16 04:42:08+00:00,34
125,SWR213D,2021-05-16 16:34:59+00:00,14
126,SWR93,2021-05-16 07:54:51+00:00,14
127,SWR15X,2021-05-16 07:52:51+00:00,14
128,SWR161,2021-05-16 12:47:36+00:00,14
129,SWR2797,2021-05-16 07:41:21+00:00,14
130,SWR159,2021-05-16 13:58:56+00:00,14
131,SWR177,2021-05-16 04:05:26+00:00,34
132,GSW605,2021-05-16 14:44:39+00:00,14
133,GSW601,2021-05-16 08:48:18+00:00,14
134,GSW603,2021-05-16 20:31:52+00:00,34
135,GSW631,2021-05-16 15:01:08+00:00,14
136,SWR208N,2021-05-16 14:27:13+00:00,14
137,SWR19N,2021-05-16 14:34:44+00:00,14
138,SWR98R,2021-05-16 19:02:12+00:00,28
139,HBVLX,2021-05-16 16:00:47+00:00,14
