,callsign,stop,ILS_max
0,FEG3085,2020-03-07 05:23:05+00:00,34
1,QTR3ML,2020-03-07 11:01:28+00:00,28
2,QTR1PJ,2020-03-07 05:11:30+00:00,34
3,DLH8AF,2020-03-07 15:28:04+00:00,14
4,DLH4MM,2020-03-07 18:22:02+00:00,14
5,IBE3476,2020-03-07 21:16:49+00:00,28
6,AEA1671,2020-03-07 16:39:15+00:00,14
7,AEA67TT,2020-03-07 09:49:48+00:00,28
8,VLG442,2020-03-07 14:22:50+00:00,28
9,VLG62AJ,2020-03-07 14:19:30+00:00,28
10,IBE3474,2020-03-07 17:34:55+00:00,14
11,IBE34SF,2020-03-07 10:09:35+00:00,28
12,AFR63JZ,2020-03-07 08:00:59+00:00,34
13,AFR67FP,2020-03-07 13:46:22+00:00,28
14,EWG1UR,2020-03-07 18:20:08+00:00,14
15,EWG30L,2020-03-07 12:00:41+00:00,28
16,DLH8NF,2020-03-07 07:32:33+00:00,34
17,EWG56L,2020-03-07 10:54:08+00:00,28
18,EWG764,2020-03-07 06:43:36+00:00,34
19,AHO661G,2020-03-07 19:37:01+00:00,28
20,DLH4EJ,2020-03-07 06:46:04+00:00,34
21,DLH4WY,2020-03-07 12:59:45+00:00,28
22,DLH8XA,2020-03-07 11:41:24+00:00,28
23,DLH6NT,2020-03-07 09:37:41+00:00,28
24,DLH6MH,2020-03-07 16:03:38+00:00,14
25,DLH9YA,2020-03-07 07:47:18+00:00,34
26,EWG2T,2020-03-07 07:12:36+00:00,34
27,LXG55GA,2020-03-07 11:17:00+00:00,28
28,AHO398Y,2020-03-07 11:55:20+00:00,28
29,LXG22S,2020-03-07 16:16:56+00:00,14
30,ECA3D,2020-03-07 08:58:10+00:00,14
31,BAW772,2020-03-07 10:02:02+00:00,28
32,BAW710,2020-03-07 09:03:14+00:00,14
33,BAW14R,2020-03-07 14:52:12+00:00,14
34,BAW718,2020-03-07 17:20:27+00:00,14
35,BAW712T,2020-03-07 11:29:50+00:00,28
36,EZY67PQ,2020-03-07 07:58:40+00:00,34
37,BAW708Z,2020-03-07 19:22:47+00:00,28
38,EZY65ED,2020-03-07 07:56:50+00:00,34
39,VCG1UG,2020-03-07 08:41:07+00:00,14
40,AFL2392,2020-03-07 19:56:11+00:00,28
41,AFL2486,2020-03-07 09:39:15+00:00,28
42,AUA567,2020-03-07 20:08:19+00:00,28
43,EJU5865,2020-03-07 11:39:21+00:00,28
44,EJU87AR,2020-03-07 20:47:06+00:00,28
45,EJU27GY,2020-03-07 16:05:34+00:00,14
46,EJU51JM,2020-03-07 18:03:41+00:00,14
47,EJU89JX,2020-03-07 08:34:39+00:00,14
48,OEFMT,2020-03-07 11:45:14+00:00,28
49,AUA5PM,2020-03-07 17:40:25+00:00,14
50,AUA569,2020-03-07 13:21:58+00:00,28
51,AUA5CD,2020-03-07 07:29:43+00:00,34
52,SAS88J,2020-03-07 17:36:40+00:00,14
53,FIN6AP,2020-03-07 08:33:09+00:00,14
54,FIN655,2020-03-07 08:23:05+00:00,14
55,FIN5DL,2020-03-07 17:05:42+00:00,14
56,AEE5SZ,2020-03-07 08:54:20+00:00,14
57,SAS841,2020-03-07 12:37:10+00:00,28
58,KLM57C,2020-03-07 09:58:17+00:00,28
59,KLM71Q,2020-03-07 21:14:07+00:00,28
60,KLM87E,2020-03-07 12:28:20+00:00,28
61,KLM21W,2020-03-07 15:49:59+00:00,14
62,LOT411,2020-03-07 10:16:25+00:00,28
63,LOT419,2020-03-07 17:56:49+00:00,14
64,NJE209M,2020-03-07 20:14:59+00:00,28
65,NJE013W,2020-03-07 14:35:49+00:00,28
66,TAP926G,2020-03-07 16:58:39+00:00,14
67,TAP932N,2020-03-07 11:46:35+00:00,28
68,TAP928S,2020-03-07 21:37:30+00:00,28
69,TAP924C,2020-03-07 16:55:19+00:00,14
70,SAS99R,2020-03-07 08:36:32+00:00,14
71,SAS603,2020-03-07 15:29:21+00:00,14
72,OAW35Z,2020-03-07 19:20:02+00:00,28
73,SWR117P,2020-03-07 18:51:28+00:00,14
74,SWR285K,2020-03-07 15:21:57+00:00,14
