,callsign,stop,ILS_max
0,RAM930G,2020-03-05 14:26:20+00:00,14
1,QTR1PJ,2020-03-05 05:23:37+00:00,34
2,QTR3ML,2020-03-05 11:21:56+00:00,14
3,SIO879,2020-03-05 16:57:53+00:00,28
4,IBE3474,2020-03-05 16:40:40+00:00,28
5,IBE34SF,2020-03-05 09:59:22+00:00,14
6,VLG13PT,2020-03-05 18:06:46+00:00,28
7,AEA1671,2020-03-05 16:15:55+00:00,28
8,AEA67TT,2020-03-05 09:16:56+00:00,14
9,SAS601,2020-03-05 08:47:54+00:00,14
10,VLG306Z,2020-03-05 18:32:00+00:00,28
11,IBE3476,2020-03-05 21:01:04+00:00,28
12,AFR27HR,2020-03-05 16:33:22+00:00,28
13,AFR63JZ,2020-03-05 07:31:42+00:00,14
14,AFR67FP,2020-03-05 13:16:49+00:00,14
15,AFR141W,2020-03-05 20:55:17+00:00,28
16,DASSY,2020-03-05 16:38:26+00:00,28
17,IFA6033,2020-03-05 08:15:35+00:00,14
18,EWG9AP,2020-03-05 15:27:36+00:00,14
19,EWG15Z,2020-03-05 12:57:33+00:00,14
20,EWG7NM,2020-03-05 19:01:19+00:00,28
21,EWG2T,2020-03-05 07:22:41+00:00,14
22,DLH8AF,2020-03-05 15:33:40+00:00,14
23,DLH4MM,2020-03-05 18:41:10+00:00,28
24,DLH8NF,2020-03-05 07:37:27+00:00,14
25,EWG1UR,2020-03-05 18:45:12+00:00,28
26,EWG4FU,2020-03-05 17:00:51+00:00,28
27,EWG30L,2020-03-05 12:15:46+00:00,14
28,EWG18A,2020-03-05 06:58:21+00:00,14
29,EWG6RU,2020-03-05 19:28:04+00:00,28
30,EWG9776,2020-03-05 15:12:56+00:00,14
31,EWG56L,2020-03-05 11:11:05+00:00,14
32,EWG764,2020-03-05 06:53:44+00:00,14
33,DLH4EJ,2020-03-05 06:13:42+00:00,14
34,DLH6NT,2020-03-05 10:06:50+00:00,14
35,DLH9YA,2020-03-05 07:42:02+00:00,14
36,DLH4TR,2020-03-05 18:08:45+00:00,28
37,DLH4WY,2020-03-05 12:53:28+00:00,14
38,DLH6MH,2020-03-05 16:09:23+00:00,28
39,TYW212F,2020-03-05 16:03:34+00:00,28
40,ECA4C,2020-03-05 16:29:10+00:00,28
41,BAW14R,2020-03-05 14:48:45+00:00,14
42,BAW720T,2020-03-05 20:53:29+00:00,28
43,BAW708Z,2020-03-05 19:19:56+00:00,28
44,BAW718,2020-03-05 17:18:50+00:00,28
45,BAW710,2020-03-05 08:40:13+00:00,14
46,EZY67PQ,2020-03-05 08:21:43+00:00,14
47,EZY54NA,2020-03-05 19:16:03+00:00,28
48,CFE3DE,2020-03-05 08:06:57+00:00,14
49,CFE53VV,2020-03-05 17:13:24+00:00,28
50,EZY37VV,2020-03-05 18:47:01+00:00,28
51,CFE54K,2020-03-05 14:15:36+00:00,14
52,CFE94C,2020-03-05 19:37:07+00:00,28
53,BAW712T,2020-03-05 10:53:00+00:00,14
54,AFL2486,2020-03-05 09:39:13+00:00,14
55,AFL2392,2020-03-05 19:41:56+00:00,28
56,MSOZO,2020-03-05 16:43:25+00:00,28
57,MGMKM,2020-03-05 18:50:37+00:00,28
58,AUA567,2020-03-05 20:29:22+00:00,28
