UID,N,ADEP,ADES,START,STOP,ARR,RWY
06a0fe-QTR02M-2021-03-31-0,2244,OTHH,LSZH,2021-03-31T08:45:14Z,2021-03-31T11:38:22Z,TRUE,14
06a0fe-QTR6HM-2021-03-31-0,1832,LSZH,OTHH,2021-03-31T14:57:49Z,2021-03-31T17:47:29Z,FALSE,NA
06a133-QQE738-2021-03-31-0,2191,NA,LSZH,2021-03-31T10:04:58Z,2021-03-31T11:24:46Z,TRUE,14
34154a-AEA1671-2021-03-31-0,2013,LEMD,LSZH,2021-03-31T13:31:47Z,2021-03-31T15:09:50Z,TRUE,14
34154a-AEA94KM-2021-03-31-0,1837,LSZH,LEMD,2021-03-31T16:45:30Z,2021-03-31T18:32:15Z,FALSE,NA
3420ce-IBE3471-2021-03-31-0,1900,LSZH,LEMD,2021-03-31T17:44:53Z,2021-03-31T19:33:44Z,FALSE,NA
3420ce-IBE34BZ-2021-03-31-0,2010,LEMD,LSZH,2021-03-31T14:42:04Z,2021-03-31T16:22:59Z,TRUE,14
34604b-ANE80QY-2021-03-31-0,2088,LEMD,LSZH,2021-03-31T07:06:45Z,2021-03-31T08:59:03Z,TRUE,14
34604b-ANE87UH-2021-03-31-0,1939,LSZH,LEMD,2021-03-31T10:09:03Z,2021-03-31T11:53:27Z,FALSE,NA
3c135a-AHO334Y-2021-03-31-0,2121,LSZH,NA,2021-03-31T05:12:19Z,2021-03-31T07:38:53Z,FALSE,NA
3c4dd4-DLH8RT-2021-03-31-0,2073,LSZH,EDDM,2021-03-31T11:05:49Z,2021-03-31T11:40:21Z,FALSE,NA
3c4dd4-DLH9PL-2021-03-31-0,1997,EDDM,LSZH,2021-03-31T09:39:05Z,2021-03-31T10:12:21Z,TRUE,14
3c5462-DLH5C-2021-03-31-0,2439,LSZH,EDDF,2021-03-31T08:02:47Z,2021-03-31T08:43:25Z,FALSE,NA
3c5462-DLH6EE-2021-03-31-0,2267,EDDF,LSZH,2021-03-31T05:45:53Z,2021-03-31T06:23:39Z,TRUE,14
3c5464-DLH2RY-2021-03-31-0,2361,EDDF,LSZH,2021-03-31T11:06:34Z,2021-03-31T11:45:54Z,TRUE,14
3c5464-DLH6C-2021-03-31-0,2548,LSZH,EDDF,2021-03-31T12:45:30Z,2021-03-31T13:27:57Z,FALSE,NA
3c5aae-AHO739T-2021-03-31-0,1228,LSZH,EDTB,2021-03-31T15:08:41Z,2021-03-31T15:29:08Z,FALSE,NA
3c5aae-AHO866G-2021-03-31-0,2137,NA,LSZH,2021-03-31T11:19:35Z,2021-03-31T14:01:55Z,TRUE,14
3c5ef5-EWG2T-2021-03-31-0,2140,EDDH,LSZH,2021-03-31T05:09:44Z,2021-03-31T06:15:45Z,TRUE,14
3c5ef5-EWG6NL-2021-03-31-0,1951,LSZH,EDDH,2021-03-31T07:07:22Z,2021-03-31T08:13:16Z,FALSE,NA
3cc7fe-DCDAS-2021-03-31-0,2107,LSZH,LIPQ,2021-03-31T09:12:34Z,2021-03-31T10:00:35Z,FALSE,NA
3cefbd-SCR187-2021-03-31-0,1493,LSZH,EDRY,2021-03-31T05:55:26Z,2021-03-31T06:20:18Z,FALSE,NA
3cf571-ATL4U-2021-03-31-0,1862,EDDF,LSZH,2021-03-31T15:23:30Z,2021-03-31T15:54:31Z,TRUE,14
3cfdec-AHO487Y-2021-03-31-0,1863,LSZH,LIML,2021-03-31T11:40:54Z,2021-03-31T12:11:56Z,FALSE,NA
3d73ed-DFQDP-2021-03-31-0,3909,LSZH,LSZH,2021-03-31T08:51:19Z,2021-03-31T09:56:27Z,TRUE,14
3e369f-ECA7C-2021-03-31-0,2368,LSZH,LEIB,2021-03-31T11:14:35Z,2021-03-31T13:10:49Z,FALSE,NA
3e47c9-ECA1C-2021-03-31-0,2354,EBMB,LSZH,2021-03-31T06:18:10Z,2021-03-31T07:11:03Z,TRUE,14
3e47c9-ECA1C-2021-03-31-1,2218,LSZH,LEPA,2021-03-31T08:18:14Z,2021-03-31T10:00:18Z,FALSE,NA
406a9d-BAW712-2021-03-31-0,2059,EGLL,LSZH,2021-03-31T08:52:05Z,2021-03-31T10:05:04Z,TRUE,14
406a9d-BAW713-2021-03-31-0,1852,LSZH,EGLL,2021-03-31T12:02:52Z,2021-03-31T13:14:47Z,FALSE,NA
407ae0-FLJ62L-2021-03-31-0,2177,LEPA,LSZH,2021-03-31T10:16:03Z,2021-03-31T11:49:38Z,TRUE,14
407ae0-FLJ62L-2021-03-31-1,1696,LSZH,LIML,2021-03-31T12:41:53Z,2021-03-31T13:10:08Z,FALSE,NA
4241db-VPCIO-2021-03-31-0,1947,EDDN,LSZH,2021-03-31T09:58:27Z,2021-03-31T10:30:53Z,TRUE,14
424936-VQBDS-2021-03-31-0,2174,EDDK,LSZH,2021-03-31T06:05:08Z,2021-03-31T06:47:14Z,TRUE,14
424936-VQBDS-2021-03-31-1,1918,LSZH,EKBI,2021-03-31T07:21:06Z,2021-03-31T08:43:44Z,FALSE,NA
43eae0-MLWSG-2021-03-31-0,1979,EDDB,LSZH,2021-03-31T05:52:58Z,2021-03-31T06:49:16Z,TRUE,14
43eae0-MLWSG-2021-03-31-1,1863,LSZH,NA,2021-03-31T14:13:38Z,2021-03-31T14:47:08Z,FALSE,NA
43eae0-MLWSG-2021-03-31-2,2024,LFMN,LSZH,2021-03-31T18:26:01Z,2021-03-31T19:08:35Z,TRUE,28
44006a-TJS56-2021-03-31-0,1589,LOWI,LSZH,2021-03-31T11:56:27Z,2021-03-31T12:22:55Z,TRUE,14
44006a-TJS56-2021-03-31-1,2087,LSZH,NA,2021-03-31T13:43:20Z,2021-03-31T14:59:28Z,FALSE,NA
4400b3-AUA5BL-2021-03-31-0,2189,LOWW,LSZH,2021-03-31T15:48:30Z,2021-03-31T16:48:50Z,TRUE,14
4400b3-AUA5NA-2021-03-31-0,2060,LSZH,LOWW,2021-03-31T17:59:39Z,2021-03-31T19:02:17Z,FALSE,NA
44012f-AUA562-2021-03-31-0,2017,LSZH,LOWW,2021-03-31T07:54:21Z,2021-03-31T08:57:17Z,FALSE,NA
44012f-AUA5MJ-2021-03-31-0,2312,LOWW,LSZH,2021-03-31T05:49:58Z,2021-03-31T06:51:35Z,TRUE,14
440135-MGR1-2021-03-31-0,2081,LOWW,LSZH,2021-03-31T08:33:14Z,2021-03-31T09:28:46Z,TRUE,14
440135-MGR1-2021-03-31-1,1809,LSZH,LOWW,2021-03-31T16:33:40Z,2021-03-31T17:28:13Z,FALSE,NA
440154-OEFAF-2021-03-31-0,1046,LSZR,LSZH,2021-03-31T09:20:55Z,2021-03-31T09:38:20Z,TRUE,14
440154-OEFAF-2021-03-31-1,2359,LSZH,LEPA,2021-03-31T11:04:00Z,2021-03-31T12:48:28Z,FALSE,NA
440417-EWG18A-2021-03-31-0,2186,EDDL,LSZH,2021-03-31T04:52:34Z,2021-03-31T05:37:59Z,TRUE,14
440417-EWG71R-2021-03-31-0,2110,LSZH,EDDL,2021-03-31T06:59:08Z,2021-03-31T07:49:53Z,FALSE,NA
440687-IJM613-2021-03-31-0,2022,EDDB,LSZH,2021-03-31T11:14:10Z,2021-03-31T12:12:17Z,TRUE,14
440794-IJM491-2021-03-31-0,1491,LSGG,LSZH,2021-03-31T07:36:25Z,2021-03-31T08:01:15Z,TRUE,14
440794-IJM491-2021-03-31-1,1413,LSZH,LSGG,2021-03-31T11:58:18Z,2021-03-31T12:21:50Z,FALSE,NA
440864-GAC679Q-2021-03-31-0,2410,EDDL,LSZH,2021-03-31T11:57:21Z,2021-03-31T12:52:44Z,TRUE,14
440864-GAC785Q-2021-03-31-0,2632,LSZH,LEPA,2021-03-31T18:07:02Z,2021-03-31T20:02:05Z,FALSE,NA
448d81-AAB434-2021-03-31-0,1958,LSZH,EBKT,2021-03-31T16:09:08Z,2021-03-31T17:00:05Z,FALSE,NA
461e1a-FIN6AP-2021-03-31-0,2192,EFHK,LSZH,2021-03-31T05:02:58Z,2021-03-31T07:29:59Z,TRUE,14
461e1a-FIN8PY-2021-03-31-0,2018,LSZH,EFHK,2021-03-31T09:03:00Z,2021-03-31T11:23:21Z,FALSE,NA
471841-JSH655-2021-03-31-0,2000,LSZH,LHBP,2021-03-31T14:10:03Z,2021-03-31T15:22:29Z,FALSE,NA
484557-KLM71Q-2021-03-31-0,2122,EHAM,LSZH,2021-03-31T18:57:04Z,2021-03-31T19:53:11Z,TRUE,28
484f17-KLM57C-2021-03-31-0,2202,EHAM,LSZH,2021-03-31T07:48:41Z,2021-03-31T08:47:45Z,TRUE,14
484f17-KLM94F-2021-03-31-0,2092,LSZH,EHAM,2021-03-31T10:11:11Z,2021-03-31T11:19:24Z,FALSE,NA
48ae82-LOT419-2021-03-31-0,2264,EPWA,LSZH,2021-03-31T15:08:52Z,2021-03-31T16:42:29Z,TRUE,14
48ae82-LOT420-2021-03-31-0,1964,LSZH,EPWA,2021-03-31T17:43:21Z,2021-03-31T19:11:21Z,FALSE,NA
491182-NJE698C-2021-03-31-0,2148,ELLX,LSZH,2021-03-31T16:29:35Z,2021-03-31T17:05:22Z,TRUE,14
491182-NJE772Y-2021-03-31-0,1959,LSZH,LEIB,2021-03-31T19:06:46Z,2021-03-31T20:43:50Z,FALSE,NA
491186-NJE258N-2021-03-31-0,2155,UUWW,LSZH,2021-03-31T16:20:09Z,2021-03-31T19:13:18Z,TRUE,28
491221-NJE513Y-2021-03-31-0,1923,LSZH,EDDM,2021-03-31T09:20:35Z,2021-03-31T09:52:37Z,FALSE,NA
493289-NJE047W-2021-03-31-0,2013,LSZH,LEPA,2021-03-31T12:33:33Z,2021-03-31T14:07:34Z,FALSE,NA
49328a-NJE840H-2021-03-31-0,2120,LSZH,EPWA,2021-03-31T06:51:22Z,2021-03-31T08:29:22Z,FALSE,NA
494102-NJE701D-2021-03-31-0,2100,EDXW,LSZH,2021-03-31T15:16:22Z,2021-03-31T16:31:52Z,TRUE,14
49410c-NJE186E-2021-03-31-0,2244,EDDB,LSZH,2021-03-31T12:45:10Z,2021-03-31T13:51:38Z,TRUE,14
49410c-NJE755U-2021-03-31-0,1839,LSZH,LIML,2021-03-31T16:20:31Z,2021-03-31T16:51:09Z,FALSE,NA
4952c2-TAP931C-2021-03-31-0,1900,LSZH,LPPT,2021-03-31T11:24:44Z,2021-03-31T13:52:57Z,FALSE,NA
4952c2-TAP932-2021-03-31-0,2301,LPPT,LSZH,2021-03-31T07:53:31Z,2021-03-31T10:16:13Z,TRUE,14
4b0290-SWR1076-2021-03-31-0,2937,LSZH,EDDF,2021-03-31T17:15:33Z,2021-03-31T18:04:29Z,FALSE,NA
4b0290-SWR150Y-2021-03-31-0,2404,EDDF,LSZH,2021-03-31T19:03:03Z,2021-03-31T19:43:06Z,TRUE,28
4b079c-HBCWY-2021-03-31-0,2133,LSZB,LSZH,2021-03-31T14:07:21Z,2021-03-31T14:42:53Z,TRUE,14
4b079c-HBCWY-2021-03-31-1,1774,LSZH,LSZR,2021-03-31T16:36:01Z,2021-03-31T17:05:34Z,FALSE,NA
4b0a2a-HBDWC-2021-03-31-0,3930,LSZH,LSZG,2021-03-31T12:21:56Z,2021-03-31T13:27:25Z,FALSE,NA
4b0a2a-HBDWC-2021-03-31-1,2104,LSZG,LSZH,2021-03-31T13:44:10Z,2021-03-31T14:19:14Z,TRUE,14
4b17de-SWR101X-2021-03-31-0,1935,LSZH,EDDH,2021-03-31T16:03:08Z,2021-03-31T17:09:54Z,FALSE,NA
4b17de-SWR170X-2021-03-31-0,2243,EDDH,LSZH,2021-03-31T18:17:17Z,2021-03-31T19:25:51Z,TRUE,28
4b17e2-SWR122W-2021-03-31-0,2120,ESSA,LSZH,2021-03-31T07:14:26Z,2021-03-31T09:21:25Z,TRUE,14
4b17e2-SWR204K-2021-03-31-0,1933,LSZH,LPPT,2021-03-31T11:00:35Z,2021-03-31T13:29:29Z,FALSE,NA
4b17e2-SWR208N-2021-03-31-0,2237,LPPT,LSZH,2021-03-31T14:28:00Z,2021-03-31T16:50:53Z,TRUE,14
4b17e5-SWR1485-2021-03-31-0,2253,LKPR,LSZH,2021-03-31T07:59:19Z,2021-03-31T08:52:30Z,TRUE,14
4b17fa-SWR97L-2021-03-31-0,1983,LSZH,EDDB,2021-03-31T16:06:47Z,2021-03-31T17:09:38Z,FALSE,NA
4b17fa-SWR98R-2021-03-31-0,2340,EDDB,LSZH,2021-03-31T18:44:14Z,2021-03-31T19:50:27Z,TRUE,28
4b1813-SWR2060-2021-03-31-0,1834,LSZH,LPPR,2021-03-31T08:26:49Z,2021-03-31T10:38:59Z,FALSE,NA
4b1813-SWR22L-2021-03-31-0,2114,LPPR,LSZH,2021-03-31T11:49:49Z,2021-03-31T13:54:52Z,TRUE,14
4b187e-SWR256-2021-03-31-0,1882,LSZH,LLBG,2021-03-31T20:48:57Z,2021-03-31T22:28:16Z,FALSE,NA
4b1885-SWR31Y-2021-03-31-0,2433,EGLL,LSZH,2021-03-31T19:12:53Z,2021-03-31T20:31:11Z,TRUE,28
4b1885-SWR36A-2021-03-31-0,1866,LSZH,EGLL,2021-03-31T16:24:15Z,2021-03-31T17:36:45Z,FALSE,NA
4b18b8-EDW402-2021-03-31-0,1937,LSZH,NA,2021-03-31T04:55:12Z,2021-03-31T06:06:43Z,FALSE,NA
4b18b8-EDW403-2021-03-31-0,2317,NA,LSZH,2021-03-31T08:14:02Z,2021-03-31T09:41:34Z,TRUE,14
4b18fc-SWR19R-2021-03-31-0,2023,KEWR,LSZH,2021-03-31T08:02:14Z,2021-03-31T09:35:00Z,TRUE,14
4b1901-EDW66-2021-03-31-0,1990,LSZH,NA,2021-03-31T17:12:13Z,2021-03-31T18:43:48Z,FALSE,NA
4b1902-EDW24-2021-03-31-0,1962,LSZH,NA,2021-03-31T15:36:11Z,2021-03-31T17:53:27Z,FALSE,NA
4b1903-SWR14E-2021-03-31-0,1915,LSZH,KJFK,2021-03-31T11:25:42Z,2021-03-31T13:46:41Z,FALSE,NA
