UID,N,ADEP,ADES,START,STOP,ARR,RWY
00b1f9-SAA234-2019-03-19-0,3189,FAGC,EGLL,2019-03-19T04:15:52Z,2019-03-19T06:32:55Z,TRUE,27L
00b1f9-SAA234-2019-03-19-0,3189,FAGC,EGLL,NA,NA,TRUE,27L
00b1f9-SAA235-2019-03-19-0,1855,EGLL,FAGM,2019-03-19T18:12:23Z,2019-03-19T20:41:36Z,FALSE,NA
01013c-MSR777-2019-03-19-0,2288,NA,EGLL,2019-03-19T09:42:55Z,2019-03-19T12:09:29Z,TRUE,27R
01013c-MSR777-2019-03-19-0,2288,NA,EGLL,NA,NA,TRUE,27R
01013c-MSR778-2019-03-19-0,1823,EGLL,NA,2019-03-19T14:18:21Z,2019-03-19T16:22:26Z,FALSE,NA
0101b9-MSR779-2019-03-19-0,3096,OMDB,EGLL,2019-03-19T18:10:08Z,2019-03-19T20:41:56Z,TRUE,27L
0101b9-MSR779-2019-03-19-0,3096,OMDB,EGLL,NA,NA,TRUE,27L
0101b9-MSR780-2019-03-19-0,1903,EGLL,NA,2019-03-19T22:26:25Z,2019-03-19T23:59:59Z,FALSE,NA
020065-RAM804-2019-03-19-0,2965,NA,EGLL,2019-03-19T18:13:22Z,2019-03-19T19:40:25Z,TRUE,27L
020065-RAM804-2019-03-19-0,2965,NA,EGLL,NA,NA,TRUE,27L
020065-RAM805-2019-03-19-0,1741,EGLL,NA,2019-03-19T20:37:46Z,2019-03-19T21:15:41Z,FALSE,NA
020065-RAM805-2019-03-19-0,1741,EGLL,NA,NA,NA,FALSE,NA
02a191-TAR790-2019-03-19-0,2642,NA,EGLL,2019-03-19T13:22:32Z,2019-03-19T15:47:28Z,TRUE,27L
02a191-TAR791-2019-03-19-0,1794,EGLL,NA,2019-03-19T17:33:55Z,2019-03-19T19:48:29Z,FALSE,NA
02a191-TAR791-2019-03-19-0,1794,EGLL,NA,NA,NA,FALSE,NA
04014c-ETH700-2019-03-19-0,3502,NA,EGLL,2019-03-19T02:14:42Z,2019-03-19T06:03:18Z,TRUE,27L
04014c-ETH700-2019-03-19-0,3502,NA,EGLL,NA,NA,TRUE,27L
04014c-ETH701-2019-03-19-0,1915,EGLL,FABB,2019-03-19T20:42:39Z,2019-03-19T23:59:59Z,FALSE,NA
04014c-ETH701-2019-03-19-0,1915,EGLL,FABB,NA,NA,FALSE,NA
04c159-KQA100-2019-03-19-0,2107,NA,EGLL,2019-03-19T12:32:57Z,2019-03-19T14:55:37Z,TRUE,27R
04c159-KQA100-2019-03-19-0,2107,NA,EGLL,NA,NA,TRUE,27R
04c159-KQA101-2019-03-19-0,1800,EGLL,NA,2019-03-19T17:41:42Z,2019-03-19T19:42:56Z,FALSE,NA
04c159-KQA101-2019-03-19-0,1800,EGLL,NA,NA,NA,FALSE,NA
06a103-QTR001-2019-03-19-0,2464,OTHH,EGLL,2019-03-19T15:14:37Z,2019-03-19T18:44:58Z,TRUE,27L
06a103-QTR002-2019-03-19-0,1839,EGLL,OTHH,2019-03-19T20:53:37Z,2019-03-19T23:59:59Z,FALSE,NA
06a103-QTR002-2019-03-19-0,1839,EGLL,OTHH,NA,NA,FALSE,NA
06a121-QTR1BA-2019-03-19-0,1832,EGLL,OTHH,2019-03-19T22:02:34Z,2019-03-19T23:59:59Z,FALSE,NA
06a121-QTR5ML-2019-03-19-0,2212,OTHH,EGLL,2019-03-19T16:25:04Z,2019-03-19T19:55:25Z,TRUE,27L
06a123-QTR007-2019-03-19-0,2125,OTHH,EGLL,2019-03-19T09:20:45Z,2019-03-19T12:48:42Z,TRUE,27R
06a123-QTR9KP-2019-03-19-0,1770,EGLL,OTHH,2019-03-19T15:40:57Z,2019-03-19T18:59:59Z,FALSE,NA
06a123-QTR9KP-2019-03-19-0,1770,EGLL,OTHH,NA,NA,FALSE,NA
06a144-QTR13VP-2019-03-19-0,1908,EGLL,OTHH,2019-03-19T09:33:11Z,2019-03-19T12:50:18Z,FALSE,NA
06a144-QTR13VP-2019-03-19-0,1908,EGLL,OTHH,NA,NA,FALSE,NA
06a144-QTR5DR-2019-03-19-0,2775,OTHH,EGLL,2019-03-19T02:37:15Z,2019-03-19T06:19:59Z,TRUE,27L
06a144-QTR5DR-2019-03-19-0,2775,OTHH,EGLL,NA,NA,TRUE,27L
06a145-QTR004-2019-03-19-0,1822,EGLL,OTHH,2019-03-19T14:37:20Z,2019-03-19T17:53:28Z,FALSE,NA
06a145-QTR004-2019-03-19-0,1822,EGLL,OTHH,NA,NA,FALSE,NA
06a145-QTR2NX-2019-03-19-0,2242,OTHH,EGLL,2019-03-19T08:31:05Z,2019-03-19T12:04:29Z,TRUE,27R
06a145-QTR2NX-2019-03-19-0,2242,OTHH,EGLL,NA,NA,TRUE,27R
06a1bc-QTR005-2019-03-19-0,2180,OTHH,EGLL,2019-03-19T17:42:32Z,2019-03-19T21:20:36Z,TRUE,27L
06a1bc-QTR005-2019-03-19-0,2180,OTHH,EGLL,NA,NA,TRUE,27L
06a2b3-QTR006-2019-03-19-0,1828,EGLL,OTHH,2019-03-19T08:21:28Z,2019-03-19T11:47:26Z,FALSE,NA
0a008c-DAH2054-2019-03-19-0,2369,NA,EGLL,2019-03-19T09:54:47Z,2019-03-19T12:20:16Z,TRUE,27R
0a008c-DAH2054-2019-03-19-0,2369,NA,EGLL,NA,NA,TRUE,27R
0a008c-DAH2055-2019-03-19-0,1716,EGLL,DAAG,2019-03-19T14:28:40Z,2019-03-19T16:35:10Z,FALSE,NA
30006a-AZA207-2019-03-19-0,1917,EGLL,LIRF,2019-03-19T16:56:04Z,2019-03-19T19:09:23Z,FALSE,NA
30006a-AZA207-2019-03-19-0,1917,EGLL,LIRF,NA,NA,FALSE,NA
30006a-AZA97U-2019-03-19-0,2478,LIRF,EGLL,2019-03-19T13:31:17Z,2019-03-19T15:38:27Z,TRUE,27L
30006a-AZA97U-2019-03-19-0,2478,LIRF,EGLL,NA,NA,TRUE,27L
300092-AZA201-2019-03-19-0,2069,EGLL,LIRF,2019-03-19T07:37:50Z,2019-03-19T09:47:37Z,FALSE,NA
300092-AZA201-2019-03-19-0,2069,EGLL,LIRF,NA,NA,FALSE,NA
300092-AZA78M-2019-03-19-0,2398,LIRF,EGLL,2019-03-19T20:41:36Z,2019-03-19T22:48:16Z,TRUE,27L
3415ce-IBE3170-2019-03-19-0,3125,LEMD,EGLL,2019-03-19T06:17:59Z,2019-03-19T08:31:59Z,TRUE,27R
3415ce-IBE3170-2019-03-19-0,3125,LEMD,EGLL,NA,NA,TRUE,27R
3415ce-IBE31SH-2019-03-19-0,1707,EGLL,LEMD,2019-03-19T09:48:03Z,2019-03-19T10:43:35Z,FALSE,NA
3415ce-IBE31SH-2019-03-19-0,1707,EGLL,LEMD,NA,NA,FALSE,NA
341683-IBE3162-2019-03-19-0,3159,LEMD,EGLL,2019-03-19T08:47:44Z,2019-03-19T10:27:09Z,TRUE,27R
341683-IBE3162-2019-03-19-0,3159,LEMD,EGLL,NA,NA,TRUE,27R
341683-IBE31KT-2019-03-19-0,1669,EGLL,LEMD,2019-03-19T12:02:27Z,2019-03-19T12:57:53Z,FALSE,NA
34210a-IBE31DG-2019-03-19-0,2534,LEMD,EGLL,2019-03-19T15:40:39Z,2019-03-19T17:08:29Z,TRUE,27L
34210a-IBE31DG-2019-03-19-0,2534,LEMD,EGLL,NA,NA,TRUE,27L
34210a-IBE31PG-2019-03-19-0,1758,EGLL,LEMD,2019-03-19T20:27:13Z,2019-03-19T22:04:52Z,FALSE,NA
34260e-IBE3180-2019-03-19-0,2589,LEMD,EGLL,2019-03-19T16:56:44Z,2019-03-19T18:28:27Z,TRUE,27L
34260e-IBE3180-2019-03-19-0,2589,LEMD,EGLL,NA,NA,TRUE,27L
34260e-IBE31DH-2019-03-19-0,2007,EGLL,LEMD,2019-03-19T19:49:23Z,2019-03-19T21:49:54Z,FALSE,NA
34260e-IBE31DH-2019-03-19-0,2007,EGLL,LEMD,NA,NA,FALSE,NA
343141-IBE31CW-2019-03-19-0,2073,EGLL,LEMD,2019-03-19T12:48:50Z,2019-03-19T15:08:26Z,FALSE,NA
343141-IBE31CW-2019-03-19-0,2073,EGLL,LEMD,NA,NA,FALSE,NA
343141-IBE31YL-2019-03-19-0,2685,LEMD,EGLL,2019-03-19T10:02:51Z,2019-03-19T10:58:40Z,TRUE,27R
344304-IBE31AA-2019-03-19-0,1857,EGLL,LEMD,2019-03-19T18:19:53Z,2019-03-19T20:06:42Z,FALSE,NA
344304-IBE31GL-2019-03-19-0,2413,LEMD,EGLL,2019-03-19T15:01:26Z,2019-03-19T16:08:22Z,TRUE,27L
344304-IBE31GL-2019-03-19-0,2413,LEMD,EGLL,NA,NA,TRUE,27L
3451d5-VLG7104-2019-03-19-0,2946,NA,EGLL,2019-03-19T19:38:38Z,2019-03-19T20:40:07Z,TRUE,27L
3451d5-VLG7104-2019-03-19-0,2946,NA,EGLL,NA,NA,TRUE,27L
3451d5-VLG7105-2019-03-19-0,1707,EGLL,NA,2019-03-19T22:01:28Z,2019-03-19T22:35:29Z,FALSE,NA
34568a-VLG41TT-2019-03-19-0,1740,EGLL,LELL,2019-03-19T19:21:20Z,2019-03-19T20:43:03Z,FALSE,NA
34568a-VLG78AL-2019-03-19-0,2566,LEBL,EGLL,2019-03-19T16:21:44Z,2019-03-19T18:14:22Z,TRUE,27L
34568a-VLG78AL-2019-03-19-0,2566,LEBL,EGLL,NA,NA,TRUE,27L
3944e1-AFR158M-2019-03-19-0,2772,EGLL,LFPG,2019-03-19T12:32:34Z,2019-03-19T13:18:45Z,FALSE,NA
3944e1-AFR158M-2019-03-19-0,2772,EGLL,LFPG,NA,NA,FALSE,NA
3944e1-AFR63UM-2019-03-19-0,2693,EGLL,LFPG,2019-03-19T07:09:36Z,2019-03-19T07:54:28Z,FALSE,NA
3944e1-AFR92YH-2019-03-19-0,3477,LFPG,EGLL,2019-03-19T09:26:49Z,2019-03-19T10:24:45Z,TRUE,27L
3944e1-AFR92YH-2019-03-19-0,3477,LFPG,EGLL,NA,NA,TRUE,27L
3944e5-AFR95TT-2019-03-19-0,2378,LFPG,EGLL,2019-03-19T18:35:30Z,2019-03-19T19:15:07Z,TRUE,27L
3944e5-AFR95TT-2019-03-19-0,2378,LFPG,EGLL,NA,NA,TRUE,27L
3944e7-AFR118F-2019-03-19-0,2701,EGLL,LFPG,2019-03-19T19:59:07Z,2019-03-19T20:44:07Z,FALSE,NA
3944e7-AFR118F-2019-03-19-0,2701,EGLL,LFPG,NA,NA,FALSE,NA
3944e7-AFR38EH-2019-03-19-0,2575,LFPG,EGLL,2019-03-19T17:22:48Z,2019-03-19T18:05:42Z,TRUE,27L
3944e7-AFR38EH-2019-03-19-0,2575,LFPG,EGLL,NA,NA,TRUE,27L
3946e3-AFR138L-2019-03-19-0,2539,LFPG,EGLL,2019-03-19T20:36:41Z,2019-03-19T21:18:59Z,TRUE,27L
3946e3-AFR138L-2019-03-19-0,2539,LFPG,EGLL,NA,NA,TRUE,27L
3946e3-AFR23GC-2019-03-19-0,2287,LFPG,EGLL,2019-03-19T15:23:21Z,2019-03-19T16:01:28Z,TRUE,27L
3946e3-AFR23GC-2019-03-19-0,2287,LFPG,EGLL,NA,NA,TRUE,27L
3946e3-AFR49TN-2019-03-19-0,2948,EGLL,LFPG,2019-03-19T17:45:21Z,2019-03-19T18:34:28Z,FALSE,NA
3946e3-AFR49TN-2019-03-19-0,2948,EGLL,LFPG,NA,NA,FALSE,NA
3946ea-AFR61BX-2019-03-19-0,2910,EGLL,LFPG,2019-03-19T06:44:37Z,2019-03-19T07:33:06Z,FALSE,NA
3946ea-AFR61BX-2019-03-19-0,2910,EGLL,LFPG,NA,NA,FALSE,NA
3991e9-AFR1680-2019-03-19-0,2627,LFPG,EGLL,2019-03-19T06:50:23Z,2019-03-19T07:34:09Z,TRUE,27R
3991e9-AFR1680-2019-03-19-0,2627,LFPG,EGLL,NA,NA,TRUE,27R
3991e9-AFR94ZV-2019-03-19-0,2667,EGLL,LFPG,2019-03-19T09:38:26Z,2019-03-19T10:22:52Z,FALSE,NA
3991e9-AFR94ZV-2019-03-19-0,2667,EGLL,LFPG,NA,NA,FALSE,NA
3c4895-EWG1AT-2019-03-19-0,2434,EDDL,EGLL,2019-03-19T17:26:01Z,2019-03-19T18:23:28Z,TRUE,27L
3c4895-EWG1AT-2019-03-19-0,2434,EDDL,EGLL,NA,NA,TRUE,27L
3c4895-EWG48A-2019-03-19-0,2118,EGLL,EDDL,2019-03-19T19:42:32Z,2019-03-19T20:37:35Z,FALSE,NA
