UID,N,ADEP,ADES,START,STOP,ARR,RWY
0101be-MSR757-2019-05-08-0,2853,NA,EHAM,2019-05-08T10:40:54Z,2019-05-08T13:38:29Z,TRUE,18C
0101be-MSR758-2019-05-08-0,2044,EHAM,NA,2019-05-08T14:51:55Z,2019-05-08T16:40:25Z,FALSE,NA
02012b-MAC121-2019-05-08-0,2527,NA,EHAM,2019-05-08T14:59:00Z,2019-05-08T17:32:28Z,TRUE,18R
02012b-MAC122-2019-05-08-0,1889,EHAM,NA,2019-05-08T18:58:39Z,2019-05-08T21:26:20Z,FALSE,NA
020145-MAC127-2019-05-08-0,3094,GMTT,EHAM,2019-05-08T16:24:15Z,2019-05-08T19:10:58Z,TRUE,09
020145-MAC128-2019-05-08-0,1919,EHAM,GMTT,2019-05-08T20:32:00Z,2019-05-08T23:15:22Z,FALSE,NA
04c159-KQA116-2019-05-08-0,2748,NA,EHAM,2019-05-08T11:19:03Z,2019-05-08T13:42:11Z,TRUE,18C
06a140-QTR8201-2019-05-08-0,2274,OTHH,EHAM,2019-05-08T15:48:06Z,2019-05-08T17:35:26Z,TRUE,27
06a140-QTR8202-2019-05-08-0,1730,EHAM,OTHH,2019-05-08T20:10:12Z,2019-05-08T22:53:38Z,FALSE,NA
06a1e6-QTR8101-2019-05-08-0,2454,OTHH,EHAM,2019-05-08T14:06:45Z,2019-05-08T16:00:25Z,TRUE,18C
06a1e6-QTR8101-2019-05-08-1,1798,EHAM,KORD,2019-05-08T18:40:52Z,2019-05-08T19:59:59Z,FALSE,NA
06a2c7-QTR273-2019-05-08-0,2676,OTHH,EHAM,2019-05-08T09:35:10Z,2019-05-08T11:34:24Z,TRUE,NA
06a2c7-QTR274-2019-05-08-0,1914,EHAM,OTHH,2019-05-08T14:48:31Z,2019-05-08T17:33:29Z,FALSE,NA
0d09e5-AMX025-2019-05-08-0,2880,MMMX,EHAM,2019-05-08T13:57:08Z,2019-05-08T15:36:50Z,TRUE,NA
0d09e5-AMX026-2019-05-08-0,1782,EHAM,MMMX,2019-05-08T20:45:22Z,2019-05-08T21:56:30Z,FALSE,NA
342397-VLG137C-2019-05-08-0,2949,NA,EHAM,2019-05-08T09:56:52Z,2019-05-08T11:40:21Z,TRUE,36C
342397-VLG13QW-2019-05-08-0,2450,EHAM,LEAL,2019-05-08T12:39:34Z,2019-05-08T15:05:54Z,FALSE,NA
343693-IBS37CG-2019-05-08-0,2741,LEMD,EHAM,2019-05-08T18:13:34Z,2019-05-08T20:34:13Z,TRUE,09
3443d5-VLG73SB-2019-05-08-0,2440,LEBL,EHAM,2019-05-08T14:03:59Z,2019-05-08T15:53:01Z,TRUE,18R
3443d5-VLG83TJ-2019-05-08-0,2161,EHAM,LEBL,2019-05-08T17:07:02Z,2019-05-08T19:03:46Z,FALSE,NA
34440a-VLG83JN-2019-05-08-0,2424,LEMG,EHAM,2019-05-08T14:21:36Z,2019-05-08T16:48:18Z,TRUE,18R
34440a-VLG83XL-2019-05-08-0,1959,EHAM,LEMG,2019-05-08T18:27:38Z,2019-05-08T21:06:35Z,FALSE,NA
34444d-IBS3721-2019-05-08-0,2006,EHAM,LEMD,2019-05-08T05:43:50Z,2019-05-08T08:01:50Z,FALSE,NA
34444e-AEA1098-2019-05-08-0,1989,EHAM,LEMD,2019-05-08T09:36:10Z,2019-05-08T11:56:48Z,FALSE,NA
