UID,N,ADEP,ADES,START,STOP,ARR,RWY
04c20b-FDS03-2019-05-31-0,1379,EDDS,LSZH,2019-05-31T06:21:18Z,2019-05-31T06:44:16Z,TRUE,14
06a0e6-QTR095-2019-05-31-0,2436,OTHH,LSZH,2019-05-31T08:44:00Z,2019-05-31T12:08:48Z,TRUE,14
06a0e6-QTR096-2019-05-31-0,2666,LSZH,OTHH,2019-05-31T15:57:05Z,2019-05-31T18:36:27Z,FALSE,NA
06a0e8-QTR8TL-2019-05-31-0,2649,LSZH,OTHH,2019-05-31T07:21:01Z,2019-05-31T09:59:59Z,FALSE,NA
3415cf-IBE3464-2019-05-31-0,3342,LEMD,LSZH,2019-05-31T07:07:34Z,2019-05-31T09:13:22Z,TRUE,14
3415cf-IBE34GZ-2019-05-31-0,3240,LSZH,LEMD,2019-05-31T09:54:02Z,2019-05-31T11:59:16Z,FALSE,NA
342091-IBE34AY-2019-05-31-0,2794,LEMD,LSZH,2019-05-31T15:00:02Z,2019-05-31T15:54:22Z,TRUE,14
342091-IBE34VP-2019-05-31-0,2274,LSZH,LEMD,2019-05-31T16:48:04Z,2019-05-31T18:39:29Z,FALSE,NA
342108-IBE3475-2019-05-31-0,2351,LSZH,LEMD,2019-05-31T05:43:09Z,2019-05-31T07:42:18Z,FALSE,NA
3430c3-IBE3476-2019-05-31-0,2132,LEMD,LSZH,2019-05-31T18:26:42Z,2019-05-31T20:09:47Z,TRUE,28
343348-AEA1671-2019-05-31-1,647,LEMD,LSZH,2019-05-31T15:00:02Z,2019-05-31T15:10:48Z,TRUE,14
343348-AEA32XW-2019-05-31-0,1872,LSZH,LEMD,2019-05-31T16:58:32Z,2019-05-31T18:49:44Z,FALSE,NA
343348-AEA76TU-2019-05-31-0,3014,LEMD,LSZH,2019-05-31T06:35:33Z,2019-05-31T08:37:50Z,TRUE,14
343348-AEA95HN-2019-05-31-0,2392,LSZH,LEMD,2019-05-31T09:41:38Z,2019-05-31T11:32:43Z,FALSE,NA
3443d2-VLG58QZ-2019-05-31-0,2449,LSZH,LEBL,2019-05-31T07:54:37Z,2019-05-31T09:17:47Z,FALSE,NA
3443d2-VLG6246-2019-05-31-0,2477,LEBL,LSZH,2019-05-31T05:39:52Z,2019-05-31T07:08:45Z,TRUE,14
3444cb-VLG13PT-2019-05-31-0,3697,LEAL,LSZH,2019-05-31T07:13:07Z,2019-05-31T09:33:50Z,TRUE,14
3444cb-VLG47VN-2019-05-31-0,2758,LSZH,NA,2019-05-31T10:23:35Z,2019-05-31T12:17:23Z,FALSE,NA
344697-VLG306Z-2019-05-31-0,2666,LEBL,LSZH,2019-05-31T16:24:02Z,2019-05-31T17:52:40Z,TRUE,14
344697-VLG64JB-2019-05-31-0,2119,LSZH,LEBL,2019-05-31T19:09:40Z,2019-05-31T20:23:10Z,FALSE,NA
34608a-VLG21LK-2019-05-31-0,1030,LSZH,NA,2019-05-31T14:18:03Z,2019-05-31T14:35:12Z,FALSE,NA
34608a-VLG21QR-2019-05-31-0,2602,LEMG,LSZH,2019-05-31T10:41:21Z,2019-05-31T13:05:19Z,TRUE,14
3944e7-AFR56VZ-2019-05-31-0,2684,LSZH,LFPG,2019-05-31T13:05:30Z,2019-05-31T14:13:40Z,FALSE,NA
3944e7-AFR61GR-2019-05-31-0,2412,LFPG,LSZH,2019-05-31T11:06:22Z,2019-05-31T11:56:58Z,TRUE,14
3950c7-AFR141G-2019-05-31-0,2679,LFPG,LSZH,2019-05-31T19:39:01Z,2019-05-31T20:34:31Z,TRUE,28
3950c7-AFR181J-2019-05-31-0,2617,LSZH,LFPG,2019-05-31T16:32:32Z,2019-05-31T17:38:18Z,FALSE,NA
3950c7-AFR28NJ-2019-05-31-0,2360,LFPG,LSZH,2019-05-31T05:42:25Z,2019-05-31T06:36:18Z,TRUE,14
3950c7-AFR35RX-2019-05-31-0,1967,NA,LSZH,2019-05-31T15:00:02Z,2019-05-31T15:32:48Z,TRUE,14
3950c7-AFR93QH-2019-05-31-0,3071,LSZH,LFPG,2019-05-31T07:29:04Z,2019-05-31T08:40:52Z,FALSE,NA
3950c8-AFR65CE-2019-05-31-0,2530,LSZH,LFPG,2019-05-31T06:03:48Z,2019-05-31T07:12:52Z,FALSE,NA
3c07fc-AHO861T-2019-05-31-0,4155,NA,LSZH,2019-05-31T08:18:49Z,2019-05-31T10:47:25Z,TRUE,14
3c07fc-AHO861T-2019-05-31-1,2224,LSZH,UNEE,2019-05-31T12:27:00Z,2019-05-31T16:07:57Z,FALSE,NA
3c4844-EWG15Z-2019-05-31-0,2029,EDDH,LSZH,2019-05-31T12:34:37Z,2019-05-31T13:36:18Z,TRUE,32
