UID,N,ADEP,ADES,START,STOP,ARR,RWY
00b1f9-SAA234-2019-05-24-0,2280,FAOR,EGLL,2019-05-24T03:19:14Z,2019-05-24T05:17:52Z,TRUE,27L
00b1f9-SAA235-2019-05-24-0,1862,EGLL,FAOR,2019-05-24T18:23:48Z,2019-05-24T19:59:59Z,FALSE,NA
01012b-MSR777-2019-05-24-0,2237,NA,EGLL,2019-05-24T09:15:40Z,2019-05-24T12:04:03Z,TRUE,27L
01012b-MSR778-2019-05-24-0,1768,EGLL,NA,2019-05-24T14:45:13Z,2019-05-24T16:59:03Z,FALSE,NA
0101be-MSR779-2019-05-24-0,2853,OMDB,EGLL,2019-05-24T15:31:51Z,2019-05-24T19:42:17Z,TRUE,27R
0101be-MSR780-2019-05-24-0,1842,EGLL,NA,2019-05-24T21:27:38Z,2019-05-24T23:34:41Z,FALSE,NA
0200ec-RAM800F-2019-05-24-0,2809,NA,EGLL,2019-05-24T12:54:31Z,2019-05-24T15:52:58Z,TRUE,27R
0200ec-RAM801F-2019-05-24-0,1684,EGLL,NA,2019-05-24T17:42:09Z,2019-05-24T18:27:24Z,FALSE,NA
02a188-TAR790-2019-05-24-0,2649,NA,EGLL,2019-05-24T13:07:02Z,2019-05-24T15:33:42Z,TRUE,NA
02a188-TAR791-2019-05-24-0,1866,EGLL,NA,2019-05-24T17:15:36Z,2019-05-24T19:33:19Z,FALSE,NA
04012a-ETH700-2019-05-24-0,2776,NA,EGLL,2019-05-24T01:25:07Z,2019-05-24T05:05:25Z,TRUE,27L
04c11b-KQA100-2019-05-24-0,2419,VTBS,EGLL,2019-05-24T12:17:39Z,2019-05-24T14:51:53Z,TRUE,27R
04c11b-KQA101-2019-05-24-0,1796,EGLL,FAOR,2019-05-24T17:47:23Z,2019-05-24T19:47:19Z,FALSE,NA
060035-MAU42-2019-05-24-0,2437,NA,EGLL,2019-05-24T02:06:58Z,2019-05-24T05:47:52Z,TRUE,27L
060035-MAU53-2019-05-24-0,1842,EGLL,NA,2019-05-24T16:30:04Z,2019-05-24T18:59:39Z,FALSE,NA
06a10e-QTR001-2019-05-24-0,2316,OTHH,EGLL,2019-05-24T13:06:54Z,2019-05-24T16:30:21Z,TRUE,27R
06a10e-QTR002-2019-05-24-0,1789,EGLL,OTHH,2019-05-24T20:44:42Z,2019-05-24T23:58:10Z,FALSE,NA
06a11f-QTR007-2019-05-24-0,2329,OTHH,EGLL,2019-05-24T09:27:20Z,2019-05-24T12:51:49Z,TRUE,27L
06a11f-QTR9KP-2019-05-24-0,1822,EGLL,OTHH,2019-05-24T15:28:07Z,2019-05-24T18:41:06Z,FALSE,NA
06a124-QTR1BA-2019-05-24-0,1773,EGLL,OTHH,2019-05-24T21:15:43Z,2019-05-24T23:59:59Z,FALSE,NA
06a124-QTR5ML-2019-05-24-0,2574,OTHH,EGLL,2019-05-24T15:31:35Z,2019-05-24T18:56:47Z,TRUE,27R
06a146-QTR011-2019-05-24-0,2661,OTHH,EGLL,2019-05-24T05:19:48Z,2019-05-24T08:48:59Z,TRUE,27L
06a146-QTR13VP-2019-05-24-0,1800,EGLL,OTHH,2019-05-24T11:22:52Z,2019-05-24T14:43:31Z,FALSE,NA
06a14a-QTR004-2019-05-24-0,1811,EGLL,OTHH,2019-05-24T14:24:04Z,2019-05-24T17:44:34Z,FALSE,NA
06a14a-QTR2NX-2019-05-24-0,2363,OTHH,EGLL,2019-05-24T08:33:02Z,2019-05-24T11:58:22Z,TRUE,27L
06a1bb-QTR005-2019-05-24-0,2231,OTHH,EGLL,2019-05-24T17:06:10Z,2019-05-24T20:33:01Z,TRUE,27R
06a2b1-QTR6BZ-2019-05-24-0,1831,EGLL,OTHH,2019-05-24T07:49:59Z,2019-05-24T10:59:59Z,FALSE,NA
0a008d-DAH2054-2019-05-24-0,2728,DAAG,EGLL,2019-05-24T09:58:01Z,2019-05-24T12:24:14Z,TRUE,27L
0a008d-DAH2055-2019-05-24-0,1715,EGLL,DAAG,2019-05-24T14:29:58Z,2019-05-24T16:06:32Z,FALSE,NA
300164-I BIMA-2019-05-24-0,1818,EGLL,LIML,2019-05-24T05:54:32Z,2019-05-24T07:22:25Z,FALSE,NA
34134d-IBE31VM-2019-05-24-0,1775,EGLL,LEMD,2019-05-24T10:06:38Z,2019-05-24T10:53:23Z,FALSE,NA
34134d-IBE31ZP-2019-05-24-0,2846,LEMD,EGLL,2019-05-24T06:28:52Z,2019-05-24T08:29:26Z,TRUE,27L
342090-IBE31HY-2019-05-24-0,1699,EGLL,LEMD,2019-05-24T16:57:52Z,2019-05-24T17:42:19Z,FALSE,NA
342090-IBE31ZB-2019-05-24-0,2679,LEMD,EGLL,2019-05-24T13:20:44Z,2019-05-24T15:22:57Z,TRUE,27R
342091-IBE3170-2019-05-24-0,3073,LEMD,EGLL,2019-05-24T05:10:50Z,2019-05-24T07:14:16Z,TRUE,27L
342091-IBE31YC-2019-05-24-0,1759,EGLL,LEMD,2019-05-24T08:39:33Z,2019-05-24T09:35:45Z,FALSE,NA
