UID,N,ADEP,ADES,START,STOP,ARR,RWY
00b1f8-SAA234-2019-05-15-0,2988,FAOR,EGLL,2019-05-15T03:14:15Z,2019-05-15T05:33:44Z,TRUE,09R
00b1f8-SAA235-2019-05-15-0,1735,EGLL,FAOR,2019-05-15T18:22:42Z,2019-05-15T20:19:35Z,FALSE,NA
01012a-MSR777-2019-05-15-0,2871,NA,EGLL,2019-05-15T08:14:52Z,2019-05-15T11:51:15Z,TRUE,09L
01012a-MSR778-2019-05-15-0,1727,EGLL,NA,2019-05-15T14:45:02Z,2019-05-15T18:10:29Z,FALSE,NA
0101ba-MSR779-2019-05-15-0,3073,OMDB,EGLL,2019-05-15T15:33:10Z,2019-05-15T19:27:09Z,TRUE,09L
0101ba-MSR780-2019-05-15-0,1772,EGLL,OMDB,2019-05-15T21:20:32Z,2019-05-15T23:59:59Z,FALSE,NA
040170-ETH700-2019-05-15-0,2894,NA,EGLL,2019-05-15T01:37:22Z,2019-05-15T05:15:05Z,TRUE,09R
04c15a-KQA100-2019-05-15-0,2841,NA,EGLL,2019-05-15T14:11:46Z,2019-05-15T17:44:57Z,TRUE,09L
04c15a-KQA101-2019-05-15-0,1635,EGLL,NA,2019-05-15T19:39:46Z,2019-05-15T23:28:21Z,FALSE,NA
06a0a3-A7MED-2019-05-15-0,3009,OTBD,EGLL,2019-05-15T16:08:35Z,2019-05-15T19:49:28Z,TRUE,09R
06a0e6-QTR001-2019-05-15-0,2316,OTHH,EGLL,2019-05-15T13:20:50Z,2019-05-15T16:39:28Z,TRUE,09L
06a0e6-QTR002-2019-05-15-0,1729,EGLL,OTHH,2019-05-15T20:41:50Z,2019-05-15T23:59:59Z,FALSE,NA
06a10e-QTR004-2019-05-15-0,1769,EGLL,OTHH,2019-05-15T14:47:22Z,2019-05-15T17:59:59Z,FALSE,NA
06a10e-QTR2NX-2019-05-15-0,3100,OTHH,EGLL,2019-05-15T08:10:55Z,2019-05-15T11:47:17Z,TRUE,09R
06a11f-QTR007-2019-05-15-0,2424,OTHH,EGLL,2019-05-15T09:20:05Z,2019-05-15T12:39:56Z,TRUE,09L
06a11f-QTR9KP-2019-05-15-0,1703,EGLL,OTHH,2019-05-15T15:23:12Z,2019-05-15T18:39:00Z,FALSE,NA
