UID,N,ADEP,ADES,START,STOP,ARR,RWY
01015e-MSR757-2020-03-07-0,2760,FAOR,EHAM,2020-03-07T09:12:48Z,2020-03-07T12:37:54Z,TRUE,09
01015e-MSR758-2020-03-07-0,1732,EHAM,FARA,2020-03-07T14:19:43Z,2020-03-07T17:27:57Z,FALSE,NA
020065-RAM850W-2020-03-07-0,2734,GMMN,EHAM,2020-03-07T11:42:07Z,2020-03-07T15:01:56Z,TRUE,18R
020065-RAM851W-2020-03-07-0,1657,EHAM,NA,2020-03-07T16:20:14Z,2020-03-07T18:58:21Z,FALSE,NA
020124-MAC126A-2020-03-07-0,1668,EHAM,NA,2020-03-07T12:11:39Z,2020-03-07T14:24:36Z,FALSE,NA
020124-MAC127-2020-03-07-0,3040,NA,EHAM,2020-03-07T07:58:23Z,2020-03-07T11:00:53Z,TRUE,09
020140-MAC125F-2020-03-07-0,2796,NA,EHAM,2020-03-07T15:41:39Z,2020-03-07T18:45:59Z,TRUE,18C
020140-MAC128P-2020-03-07-0,2205,EHAM,NA,2020-03-07T19:50:16Z,2020-03-07T22:18:07Z,FALSE,NA
04c15a-KQA116-2020-03-07-0,2832,NA,EHAM,2020-03-07T11:13:03Z,2020-03-07T13:15:23Z,TRUE,09
04c15a-KQA117-2020-03-07-0,1685,EHAM,FABA,2020-03-07T20:00:39Z,2020-03-07T22:59:59Z,FALSE,NA
06a19f-QTR3AU-2020-03-07-0,2641,OTHH,EHAM,2020-03-07T08:36:28Z,2020-03-07T11:54:26Z,TRUE,NA
06a19f-QTR5JH-2020-03-07-0,1678,EHAM,OTHH,2020-03-07T14:33:37Z,2020-03-07T17:35:30Z,FALSE,NA
06a1e6-QTR9UF-2020-03-07-0,2950,OTHH,EHAM,2020-03-07T09:39:46Z,2020-03-07T13:07:29Z,TRUE,09
06a1e6-QTR9WR-2020-03-07-0,1658,EHAM,OTHH,2020-03-07T15:22:05Z,2020-03-07T18:24:53Z,FALSE,NA
06a2df-QTR8101-2020-03-07-0,2755,OTHH,EHAM,2020-03-07T14:40:39Z,2020-03-07T18:04:53Z,TRUE,18C
06a2df-QTR8101-2020-03-07-1,1942,EHAM,KORD,2020-03-07T20:11:06Z,2020-03-07T21:40:42Z,FALSE,NA
3000c5-AZA107-2020-03-07-0,1663,EHAM,LIRF,2020-03-07T11:17:10Z,2020-03-07T12:53:33Z,FALSE,NA
3000c5-AZA108-2020-03-07-0,2522,LIRF,EHAM,2020-03-07T07:47:07Z,2020-03-07T09:45:28Z,TRUE,18C
341682-IBS3722-2020-03-07-0,3090,LEMD,EHAM,2020-03-07T08:37:54Z,2020-03-07T10:59:23Z,TRUE,09
341682-IBS3723-2020-03-07-0,887,EHAM,LEMD,2020-03-07T12:13:35Z,2020-03-07T13:58:11Z,FALSE,NA
344218-SAS1549-2020-03-07-0,2375,EKCH,EHAM,2020-03-07T15:21:45Z,2020-03-07T16:25:13Z,TRUE,18R
344218-SAS2551-2020-03-07-0,2590,EKCH,EHAM,2020-03-07T07:36:03Z,2020-03-07T08:43:25Z,TRUE,NA
344218-SAS48D-2020-03-07-0,1957,EHAM,EKCH,2020-03-07T17:23:44Z,2020-03-07T18:21:58Z,FALSE,NA
344218-SAS62L-2020-03-07-0,1949,EHAM,EKCH,2020-03-07T09:49:03Z,2020-03-07T10:47:27Z,FALSE,NA
344416-IBS37NM-2020-03-07-0,1795,EHAM,LEMD,2020-03-07T07:22:05Z,2020-03-07T09:28:27Z,FALSE,NA
34444d-IBS37PA-2020-03-07-0,2661,LEMD,EHAM,2020-03-07T19:01:58Z,2020-03-07T21:12:57Z,TRUE,09
34529a-AEA1091-2020-03-07-0,3610,LEMD,EHAM,2020-03-07T06:33:13Z,2020-03-07T09:20:54Z,TRUE,09
34529a-AEA1098-2020-03-07-0,1625,EHAM,LEMD,2020-03-07T10:35:31Z,2020-03-07T12:18:25Z,FALSE,NA
34608a-VLG83KQ-2020-03-07-0,3462,LEBL,EHAM,2020-03-07T06:58:28Z,2020-03-07T09:26:22Z,TRUE,09
34608a-VLG83PJ-2020-03-07-0,1697,EHAM,LEBL,2020-03-07T10:26:02Z,2020-03-07T11:53:59Z,FALSE,NA
34608d-VLG8308-2020-03-07-0,2828,LEBL,EHAM,2020-03-07T15:02:54Z,2020-03-07T17:13:54Z,TRUE,09
34608d-VLG83XT-2020-03-07-0,1757,EHAM,LEBL,2020-03-07T18:40:30Z,2020-03-07T20:13:49Z,FALSE,NA
34614d-SLM993-2020-03-07-0,2435,EHAM,NA,2020-03-07T14:44:24Z,2020-03-07T16:27:41Z,FALSE,NA
34614d-SLM994-2020-03-07-0,2967,NA,EHAM,2020-03-07T09:57:13Z,2020-03-07T11:33:50Z,TRUE,09
346181-AEA1094-2020-03-07-0,1662,EHAM,LEMD,2020-03-07T18:31:43Z,2020-03-07T20:21:29Z,FALSE,NA
346181-AEA65BB-2020-03-07-0,2920,LEMD,EHAM,2020-03-07T14:29:56Z,2020-03-07T16:43:49Z,TRUE,09
393d83-AFR1807-2020-03-07-0,1705,EHAM,LFML,2020-03-07T09:23:45Z,2020-03-07T10:57:40Z,FALSE,NA
393d83-AFR73KK-2020-03-07-0,3390,LFML,EHAM,2020-03-07T06:01:41Z,2020-03-07T07:54:55Z,TRUE,36C
