UID,N,ADEP,ADES,START,STOP,ARR,RWY
00b1fa-SAA234-2020-03-14-0,3046,FAGC,EGLL,2020-03-14T03:43:21Z,2020-03-14T06:05:43Z,TRUE,09R
00b1fa-SAA235-2020-03-14-0,1884,EGLL,FAOR,2020-03-14T18:11:06Z,2020-03-14T20:24:09Z,FALSE,NA
010154-MSR777-2020-03-14-0,2469,NA,EGLL,2020-03-14T08:26:48Z,2020-03-14T12:15:52Z,TRUE,27L
010154-MSR778-2020-03-14-0,1687,EGLL,NA,2020-03-14T14:19:17Z,2020-03-14T16:12:52Z,FALSE,NA
0101ba-MSR779-2020-03-14-0,2298,NA,EGLL,2020-03-14T16:34:52Z,2020-03-14T20:28:41Z,TRUE,27R
0101ba-MSR780-2020-03-14-0,1744,EGLL,NA,2020-03-14T22:20:48Z,2020-03-14T23:59:59Z,FALSE,NA
020072-RAM800F-2020-03-14-0,2278,GMMN,EGLL,2020-03-14T13:11:32Z,2020-03-14T15:57:15Z,TRUE,27R
020072-RAM801F-2020-03-14-0,1937,EGLL,GMMN,2020-03-14T17:29:06Z,2020-03-14T20:15:12Z,FALSE,NA
020110-RAM804-2020-03-14-0,2455,GMME,EGLL,2020-03-14T15:16:36Z,2020-03-14T18:00:38Z,TRUE,27R
020110-RAM805-2020-03-14-0,1988,EGLL,NA,2020-03-14T19:41:20Z,2020-03-14T22:06:12Z,FALSE,NA
02a18e-TAR790-2020-03-14-0,2519,NA,EGLL,2020-03-14T13:23:12Z,2020-03-14T16:00:27Z,TRUE,27R
02a18e-TAR791-2020-03-14-0,1831,EGLL,DTTA,2020-03-14T17:19:44Z,2020-03-14T19:33:26Z,FALSE,NA
040170-ETH700-2020-03-14-0,2958,NA,EGLL,2020-03-14T02:35:57Z,2020-03-14T06:30:56Z,TRUE,09R
04c11a-KQA100-2020-03-14-0,2414,NA,EGLL,2020-03-14T11:13:07Z,2020-03-14T14:54:50Z,TRUE,27L
04c11a-KQA101-2020-03-14-0,1745,EGLL,NA,2020-03-14T17:41:34Z,2020-03-14T19:35:31Z,FALSE,NA
