UID,N,ADEP,ADES,START,STOP,ARR,RWY
0101ba-MSR757-2019-05-01-0,2575,NA,EHAM,2019-05-01T10:27:46Z,2019-05-01T13:01:57Z,TRUE,36R
0101ba-MSR758-2019-05-01-0,1865,EHAM,OMAA,2019-05-01T14:25:17Z,2019-05-01T17:42:13Z,FALSE,NA
020053-RAM850W-2019-05-01-0,2032,NA,EHAM,2019-05-01T12:44:31Z,2019-05-01T15:22:58Z,TRUE,36R
020053-RAM851W-2019-05-01-0,2178,EHAM,NA,2019-05-01T16:48:14Z,2019-05-01T19:44:27Z,FALSE,NA
020108-MAC127-2019-05-01-0,2372,NA,EHAM,2019-05-01T16:29:33Z,2019-05-01T19:02:27Z,TRUE,27
020108-MAC128-2019-05-01-0,1910,EHAM,GMTT,2019-05-01T20:25:30Z,2019-05-01T23:06:19Z,FALSE,NA
020145-MAC121-2019-05-01-0,1940,NA,EHAM,2019-05-01T14:58:38Z,2019-05-01T17:26:50Z,TRUE,36R
020145-MAC122-2019-05-01-0,1846,EHAM,NA,2019-05-01T18:37:48Z,2019-05-01T21:05:26Z,FALSE,NA
04c119-KQA116-2019-05-01-0,2574,NA,EHAM,2019-05-01T10:17:00Z,2019-05-01T13:40:26Z,TRUE,36R
04c119-KQA117-2019-05-01-0,1802,EHAM,VABB,2019-05-01T18:52:52Z,2019-05-01T21:49:41Z,FALSE,NA
06a140-QTR8101-2019-05-01-0,2243,OTHH,EHAM,2019-05-01T14:54:15Z,2019-05-01T16:35:48Z,TRUE,36R
06a140-QTR8101-2019-05-01-1,2261,EHAM,KORD,2019-05-01T18:19:28Z,2019-05-01T19:37:48Z,FALSE,NA
06a1ed-QTR8201-2019-05-01-0,2477,OTHH,EHAM,2019-05-01T14:38:40Z,2019-05-01T17:54:29Z,TRUE,36R
06a1ed-QTR8202-2019-05-01-0,1744,EHAM,OTHH,2019-05-01T19:50:25Z,2019-05-01T22:42:06Z,FALSE,NA
06a2b5-QTR273-2019-05-01-0,2387,OTHH,EHAM,2019-05-01T09:55:53Z,2019-05-01T11:41:10Z,TRUE,36R
06a2b5-QTR274-2019-05-01-0,2106,EHAM,OTBD,2019-05-01T14:54:06Z,2019-05-01T17:53:46Z,FALSE,NA
3422cb-AEA1098-2019-05-01-0,2501,EHAM,LEMD,2019-05-01T09:13:32Z,2019-05-01T11:23:52Z,FALSE,NA
3422cb-AEA35UZ-2019-05-01-0,2643,LEMD,EHAM,2019-05-01T05:45:40Z,2019-05-01T07:49:51Z,TRUE,09
