UID,N,ADEP,ADES,START,STOP,ARR,RWY
008fff-CAI020-2019-05-31-0,1767,EHAM,NA,2019-05-31T19:56:08Z,2019-05-31T22:59:27Z,FALSE,NA
008fff-CAI025-2019-05-31-0,2797,NA,EHAM,2019-05-31T15:00:06Z,2019-05-31T17:57:28Z,TRUE,NA
0101bc-MSR757-2019-05-31-0,2863,NA,EHAM,2019-05-31T08:50:16Z,2019-05-31T12:44:50Z,TRUE,18C
0101bc-MSR758-2019-05-31-0,1456,EHAM,NA,2019-05-31T14:10:57Z,2019-05-31T14:35:12Z,FALSE,NA
020045-RAM850W-2019-05-31-0,2691,NA,EHAM,2019-05-31T15:00:04Z,2019-05-31T15:44:54Z,TRUE,NA
020045-RAM851W-2019-05-31-0,1986,EHAM,NA,2019-05-31T16:44:12Z,2019-05-31T19:25:52Z,FALSE,NA
02007b-MAC121-2019-05-31-0,2701,NA,EHAM,2019-05-31T09:50:27Z,2019-05-31T12:01:29Z,TRUE,18R
02007b-MAC128-2019-05-31-0,847,EHAM,GMTT,2019-05-31T13:32:17Z,2019-05-31T14:35:12Z,FALSE,NA
02012e-MAC122-2019-05-31-0,2140,EHAM,NA,2019-05-31T20:44:51Z,2019-05-31T23:10:05Z,FALSE,NA
02012e-MAC127-2019-05-31-0,3459,NA,EHAM,2019-05-31T16:51:51Z,2019-05-31T19:48:54Z,TRUE,NA
02a18d-TAR880-2019-05-31-0,3171,NA,EHAM,2019-05-31T06:17:34Z,2019-05-31T08:58:27Z,TRUE,NA
02a18d-TAR881-2019-05-31-0,1823,EHAM,NA,2019-05-31T10:44:43Z,2019-05-31T12:48:26Z,FALSE,NA
04c11a-KQA116-2019-05-31-0,2751,NA,EHAM,2019-05-31T10:22:27Z,2019-05-31T13:45:29Z,TRUE,18C
04c11a-KQA117-2019-05-31-0,1702,EHAM,FAOR,2019-05-31T18:45:38Z,2019-05-31T21:43:47Z,FALSE,NA
06a1be-QTR273-2019-05-31-0,2737,OTHH,EHAM,2019-05-31T08:09:05Z,2019-05-31T11:30:59Z,TRUE,NA
06a1be-QTR274-2019-05-31-0,568,EHAM,OTHH,2019-05-31T14:25:45Z,2019-05-31T14:35:12Z,FALSE,NA
06a2c9-QTR8201-2019-05-31-0,2263,OTHH,EHAM,2019-05-31T05:00:05Z,2019-05-31T07:11:51Z,TRUE,18C
06a2c9-QTR8202-2019-05-31-0,1736,EHAM,OTHH,2019-05-31T10:32:12Z,2019-05-31T13:49:50Z,FALSE,NA
0c8010-SLM3002-2019-05-31-0,3597,EDFH,EHAM,2019-05-31T10:44:33Z,2019-05-31T11:44:29Z,TRUE,09
0c8010-SLM993-2019-05-31-0,1883,EHAM,NA,2019-05-31T13:53:37Z,2019-05-31T14:35:12Z,FALSE,NA
0d0a9b-AMX025-2019-05-31-0,786,MMMX,EHAM,2019-05-31T13:17:16Z,2019-05-31T14:35:12Z,FALSE,NA
0d0a9b-AMX025-2019-05-31-1,523,MMMX,EHAM,2019-05-31T15:00:16Z,2019-05-31T15:08:58Z,TRUE,18C
0d0a9b-AMX026-2019-05-31-0,1849,EHAM,MMMX,2019-05-31T20:42:37Z,2019-05-31T21:54:59Z,FALSE,NA
300785-SIO410-2019-05-31-0,1893,EHAM,LIML,2019-05-31T05:30:10Z,2019-05-31T06:44:14Z,FALSE,NA
341682-IBS3721-2019-05-31-0,1792,EHAM,LEMD,2019-05-31T05:46:54Z,2019-05-31T07:46:13Z,FALSE,NA
342195-VLG83KQ-2019-05-31-0,2849,LEBL,EHAM,2019-05-31T05:27:24Z,2019-05-31T07:27:52Z,TRUE,09
342195-VLG83PJ-2019-05-31-0,1719,EHAM,LEBL,2019-05-31T08:57:20Z,2019-05-31T10:37:56Z,FALSE,NA
3424d1-VLG73SB-2019-05-31-0,2484,NA,EHAM,2019-05-31T15:00:01Z,2019-05-31T16:16:12Z,TRUE,18C
3424d1-VLG8406-2019-05-31-0,2819,EHAM,EGGW,2019-05-31T17:32:30Z,2019-05-31T18:19:28Z,FALSE,NA
3424d1-VLG84AS-2019-05-31-0,3001,EGGW,EHAM,2019-05-31T19:24:55Z,2019-05-31T20:14:55Z,TRUE,NA
34409a-VLG2SQ-2019-05-31-0,2341,NA,EHAM,2019-05-31T16:00:35Z,2019-05-31T18:14:47Z,TRUE,09
34409a-VLG359U-2019-05-31-0,1848,EHAM,NA,2019-05-31T19:18:25Z,2019-05-31T21:04:19Z,FALSE,NA
344210-AEA64BZ-2019-05-31-0,1868,EHAM,LEMD,2019-05-31T16:58:02Z,2019-05-31T19:12:52Z,FALSE,NA
344210-AEA77CZ-2019-05-31-0,2573,LEMD,EHAM,2019-05-31T15:00:03Z,2019-05-31T15:42:55Z,TRUE,09
3443d3-VLG83JN-2019-05-31-0,2401,LEMG,EHAM,2019-05-31T15:00:01Z,2019-05-31T17:05:14Z,TRUE,18R
3443d3-VLG83XL-2019-05-31-0,1881,EHAM,NA,2019-05-31T18:18:46Z,2019-05-31T20:31:45Z,FALSE,NA
34440a-VLG137C-2019-05-31-0,2653,LEAL,EHAM,2019-05-31T08:45:01Z,2019-05-31T11:21:41Z,TRUE,18R
34440a-VLG13QW-2019-05-31-0,1798,EHAM,NA,2019-05-31T12:29:30Z,2019-05-31T14:27:57Z,FALSE,NA
344455-IBS3722-2019-05-31-0,2724,LEMD,EHAM,2019-05-31T07:11:40Z,2019-05-31T09:21:48Z,TRUE,18R
344455-IBS37DE-2019-05-31-0,1811,EHAM,LEMD,2019-05-31T10:28:00Z,2019-05-31T12:26:58Z,FALSE,NA
3444c7-VLG2WE-2019-05-31-0,2684,LPPT,EHAM,2019-05-31T18:07:43Z,2019-05-31T19:33:14Z,TRUE,09
3444c7-VLG6291-2019-05-31-0,1742,EHAM,LIRF,2019-05-31T05:38:49Z,2019-05-31T07:32:44Z,FALSE,NA
3444c7-VLG6292-2019-05-31-0,2904,LIRF,EHAM,2019-05-31T08:58:23Z,2019-05-31T11:10:56Z,TRUE,09
3444c7-VLG8412-2019-05-31-0,1855,EHAM,LPPT,2019-05-31T13:21:51Z,2019-05-31T14:35:11Z,FALSE,NA
3444d2-VLG2XN-2019-05-31-0,2608,LEBL,EHAM,2019-05-31T08:34:17Z,2019-05-31T10:27:14Z,TRUE,18R
3444d2-VLG37LW-2019-05-31-0,2960,NA,EHAM,2019-05-31T15:00:01Z,2019-05-31T16:14:56Z,TRUE,18C
3444d2-VLG831Y-2019-05-31-0,1799,EHAM,LEBL,2019-05-31T05:21:21Z,2019-05-31T06:58:20Z,FALSE,NA
3444d2-VLG83TJ-2019-05-31-0,1834,EHAM,LEBL,2019-05-31T18:07:30Z,2019-05-31T19:47:27Z,FALSE,NA
