UID,N,ADEP,ADES,START,STOP,ARR,RWY
020026-RAM936R-2019-05-04-0,2079,NA,LSZH,2019-05-04T13:48:07Z,2019-05-04T16:11:50Z,TRUE,28
020026-RAM937R-2019-05-04-0,3396,LSZH,NA,2019-05-04T17:07:16Z,2019-05-04T19:56:22Z,FALSE,NA
02a18f-TAR700-2019-05-04-0,3526,NA,LSZH,2019-05-04T08:40:24Z,2019-05-04T10:35:06Z,TRUE,28
02a18f-TAR700-2019-05-04-1,4250,LSZH,LSGG,2019-05-04T11:54:10Z,2019-05-04T13:04:59Z,FALSE,NA
02a1ca-TAR484-2019-05-04-0,2671,NA,LSZH,2019-05-04T13:57:26Z,2019-05-04T15:41:53Z,TRUE,28
02a1ca-TAR485-2019-05-04-0,2285,LSZH,NA,2019-05-04T16:25:51Z,2019-05-04T18:01:26Z,FALSE,NA
06a0f9-QTR093-2019-05-04-0,2365,OTHH,LSZH,2019-05-04T02:33:07Z,2019-05-04T05:15:20Z,TRUE,34
06a0f9-QTR8TL-2019-05-04-0,2432,LSZH,OTHH,2019-05-04T07:36:07Z,2019-05-04T10:06:28Z,FALSE,NA
06a10e-QTR095-2019-05-04-0,2557,OTHH,LSZH,2019-05-04T09:28:33Z,2019-05-04T12:14:51Z,TRUE,28
06a10e-QTR096-2019-05-04-0,2388,LSZH,OTHH,2019-05-04T16:06:30Z,2019-05-04T18:41:15Z,FALSE,NA
342090-IBE3475-2019-05-04-0,2967,LSZH,LEMD,2019-05-04T05:36:29Z,2019-05-04T07:44:07Z,FALSE,NA
342106-IBE3464-2019-05-04-0,2516,LEMD,LSZH,2019-05-04T07:08:42Z,2019-05-04T09:02:18Z,TRUE,14
342106-IBE34GZ-2019-05-04-0,2242,LSZH,LEMD,2019-05-04T09:54:30Z,2019-05-04T11:52:25Z,FALSE,NA
342396-VLG58QZ-2019-05-04-0,3169,LSZH,LEBL,2019-05-04T07:35:34Z,2019-05-04T09:19:28Z,FALSE,NA
342396-VLG6246-2019-05-04-0,2762,NA,LSZH,2019-05-04T05:23:56Z,2019-05-04T06:54:43Z,TRUE,34
342418-IBE3476-2019-05-04-0,2552,LEMD,LSZH,2019-05-04T18:03:08Z,2019-05-04T19:54:17Z,TRUE,34
3430c4-IBE34AY-2019-05-04-0,2371,LEMD,LSZH,2019-05-04T14:18:14Z,2019-05-04T16:00:18Z,TRUE,28
3430c4-IBE34VP-2019-05-04-0,2471,LSZH,LEMD,2019-05-04T16:52:16Z,2019-05-04T18:51:44Z,FALSE,NA
343543-AEA1671-2019-05-04-0,2342,LEMD,LSZH,2019-05-04T13:30:34Z,2019-05-04T15:16:27Z,TRUE,28
343543-AEA32XW-2019-05-04-0,2879,LSZH,LEMD,2019-05-04T16:41:10Z,2019-05-04T18:46:27Z,FALSE,NA
3444cf-VLG74NL-2019-05-04-0,2569,LSZH,NA,2019-05-04T13:18:58Z,2019-05-04T15:10:23Z,FALSE,NA
3444cf-VLG7515-2019-05-04-0,2131,NA,LSZH,2019-05-04T11:12:16Z,2019-05-04T12:24:57Z,TRUE,28
344557-VLG3287-2019-05-04-0,2317,LSZH,NA,2019-05-04T13:09:07Z,2019-05-04T15:51:44Z,FALSE,NA
344557-VLG73DB-2019-05-04-0,2390,NA,LSZH,2019-05-04T10:52:31Z,2019-05-04T12:15:56Z,TRUE,28
344697-VLG47FB-2019-05-04-0,2704,LSZH,LEBL,2019-05-04T14:31:00Z,2019-05-04T16:05:36Z,FALSE,NA
344697-VLG62AJ-2019-05-04-0,2386,NA,LSZH,2019-05-04T11:22:22Z,2019-05-04T13:51:14Z,TRUE,28
34604d-AEA76TU-2019-05-04-0,2624,LEMD,LSZH,2019-05-04T06:34:00Z,2019-05-04T08:26:56Z,TRUE,14
34604d-AEA95HN-2019-05-04-0,2150,LSZH,LEMD,2019-05-04T09:29:31Z,2019-05-04T11:21:18Z,FALSE,NA
34608f-VLG8349-2019-05-04-0,2227,LSZH,NA,2019-05-04T15:48:30Z,2019-05-04T17:02:55Z,FALSE,NA
34608f-VLG93JR-2019-05-04-1,2602,NA,LSZH,2019-05-04T13:35:21Z,2019-05-04T15:04:15Z,TRUE,28
3944e7-AFR56VZ-2019-05-04-0,2802,LSZH,LFPG,2019-05-04T13:14:30Z,2019-05-04T14:22:58Z,FALSE,NA
3944e7-AFR61GR-2019-05-04-0,2466,LFPG,LSZH,2019-05-04T11:09:44Z,2019-05-04T12:01:07Z,TRUE,28
3946e4-AFR28NJ-2019-05-04-0,2488,LFPG,LSZH,2019-05-04T05:55:43Z,2019-05-04T06:47:59Z,TRUE,34
