UID,N,ADEP,ADES,START,STOP,ARR,RWY
00b1f9-SAA234-2020-03-11-0,3232,FAGM,EGLL,2020-03-11T04:15:12Z,2020-03-11T06:50:59Z,TRUE,27L
00b1f9-SAA235-2020-03-11-0,1935,EGLL,FABA,2020-03-11T17:59:45Z,2020-03-11T20:12:23Z,FALSE,NA
01012a-MSR777-2020-03-11-0,2411,NA,EGLL,2020-03-11T08:10:42Z,2020-03-11T12:02:25Z,TRUE,27L
01012a-MSR778-2020-03-11-0,1555,EGLL,NA,2020-03-11T14:16:52Z,2020-03-11T17:23:59Z,FALSE,NA
0101bb-MSR779-2020-03-11-0,2465,NA,EGLL,2020-03-11T17:51:42Z,2020-03-11T20:46:57Z,TRUE,27R
0200ea-RAM800F-2020-03-11-0,2395,GMMN,EGLL,2020-03-11T12:36:46Z,2020-03-11T15:17:59Z,TRUE,27R
0200ea-RAM801F-2020-03-11-0,2222,EGLL,NA,2020-03-11T17:19:28Z,2020-03-11T20:26:29Z,FALSE,NA
040172-ETH700-2020-03-11-0,3176,NA,EGLL,2020-03-11T02:46:06Z,2020-03-11T06:45:42Z,TRUE,27L
04c159-KQA100-2020-03-11-0,2786,VTBS,EGLL,2020-03-11T11:26:16Z,2020-03-11T15:25:55Z,TRUE,27R
04c159-KQA101-2020-03-11-0,1718,EGLL,NA,2020-03-11T17:39:28Z,2020-03-11T19:30:51Z,FALSE,NA
06a0e4-QTR8FV-2020-03-11-0,2669,OTHH,EGLL,2020-03-11T17:35:31Z,2020-03-11T21:43:58Z,TRUE,27R
06a0eb-QTR6BZ-2020-03-11-0,1618,EGLL,OTHH,2020-03-11T08:21:54Z,2020-03-11T11:42:03Z,FALSE,NA
06a125-QTR4LA-2020-03-11-0,2592,OTHH,EGLL,2020-03-11T08:54:22Z,2020-03-11T12:57:08Z,TRUE,27L
06a125-QTR7PR-2020-03-11-0,1601,EGLL,OTHH,2020-03-11T15:13:06Z,2020-03-11T18:30:31Z,FALSE,NA
06a148-QTR010-2020-03-11-0,1669,EGLL,OTHH,2020-03-11T09:35:42Z,2020-03-11T12:58:39Z,FALSE,NA
06a148-QTR5DR-2020-03-11-0,3824,OTHH,EGLL,2020-03-11T01:55:00Z,2020-03-11T06:19:55Z,TRUE,27L
06a19f-QTR3WM-2020-03-11-0,1583,EGLL,OTHH,2020-03-11T20:46:19Z,2020-03-11T23:59:59Z,FALSE,NA
06a19f-QTR5AT-2020-03-11-0,2442,OTHH,EGLL,2020-03-11T13:03:15Z,2020-03-11T17:16:28Z,TRUE,27R
06a1bf-QTR1RJ-2020-03-11-0,1512,EGLL,OTHH,2020-03-11T22:00:57Z,2020-03-11T23:59:59Z,FALSE,NA
06a1bf-QTR5CF-2020-03-11-0,2462,OTHH,EGLL,2020-03-11T15:54:27Z,2020-03-11T19:57:28Z,TRUE,27R
06a2b1-QTR1QL-2020-03-11-0,1568,EGLL,OTHH,2020-03-11T14:31:33Z,2020-03-11T17:44:04Z,FALSE,NA
06a2b1-QTR1VU-2020-03-11-0,2762,OTHH,EGLL,2020-03-11T07:56:46Z,2020-03-11T12:03:58Z,TRUE,27L
300069-AZA207-2020-03-11-0,1836,EGLL,LIRF,2020-03-11T17:10:57Z,2020-03-11T19:03:35Z,FALSE,NA
300069-AZA97U-2020-03-11-0,2426,LIRF,EGLL,2020-03-11T13:19:20Z,2020-03-11T15:36:58Z,TRUE,27R
3420cb-IBE3170-2020-03-11-0,2743,LEMD,EGLL,2020-03-11T06:04:16Z,2020-03-11T07:55:48Z,TRUE,27L
3420cb-IBE31BZ-2020-03-11-0,2247,EGLL,LEMD,2020-03-11T15:58:50Z,2020-03-11T18:06:11Z,FALSE,NA
3420cb-IBE31WT-2020-03-11-0,2123,EGLL,LEMD,2020-03-11T09:25:48Z,2020-03-11T11:34:56Z,FALSE,NA
3420cb-IBE31YP-2020-03-11-0,2217,LEMD,EGLL,2020-03-11T12:40:43Z,2020-03-11T14:21:59Z,TRUE,27L
342250-IBE31FG-2020-03-11-0,2188,LEMD,EGLL,2020-03-11T15:09:37Z,2020-03-11T16:46:29Z,TRUE,27R
342250-IBE31GY-2020-03-11-0,2133,EGLL,LEMD,2020-03-11T19:08:16Z,2020-03-11T21:07:29Z,FALSE,NA
3444cf-VLG7104-2020-03-11-0,2603,NA,EGLL,2020-03-11T17:53:45Z,2020-03-11T18:56:41Z,TRUE,27R
3444cf-VLG7105-2020-03-11-0,2149,EGLL,NA,2020-03-11T20:24:11Z,2020-03-11T21:08:58Z,FALSE,NA
3445d4-IBE3171-2020-03-11-0,2634,EGLL,LEMD,2020-03-11T17:20:47Z,2020-03-11T19:32:55Z,FALSE,NA
3445d4-IBE31AA-2020-03-11-0,3033,LEMD,EGLL,2020-03-11T07:26:21Z,2020-03-11T09:23:20Z,TRUE,27L
3445d4-IBE31CM-2020-03-11-0,2141,EGLL,LEMD,2020-03-11T10:50:36Z,2020-03-11T12:56:25Z,FALSE,NA
3445d4-IBE31VK-2020-03-11-0,2313,LEMD,EGLL,2020-03-11T13:54:00Z,2020-03-11T15:34:59Z,TRUE,27R
34508b-IBE31CB-2020-03-11-0,2280,EGLL,LEMD,2020-03-11T19:10:15Z,2020-03-11T21:18:12Z,FALSE,NA
34508b-IBE31DP-2020-03-11-0,2551,LEMD,EGLL,2020-03-11T15:45:02Z,2020-03-11T17:31:29Z,TRUE,27R
345691-IBE3180-2020-03-11-0,2678,LEMD,EGLL,2020-03-11T16:05:42Z,2020-03-11T17:53:08Z,TRUE,27R
345691-IBE31VZ-2020-03-11-0,2227,EGLL,LEMD,2020-03-11T19:33:34Z,2020-03-11T21:41:52Z,FALSE,NA
346147-IBE31BB-2020-03-11-0,2175,EGLL,LEMD,2020-03-11T11:52:42Z,2020-03-11T13:55:37Z,FALSE,NA
346147-IBE31GK-2020-03-11-0,2746,LEMD,EGLL,2020-03-11T08:10:10Z,2020-03-11T09:59:54Z,TRUE,27L
392aec-AFR1380-2020-03-11-0,3007,LFPG,EGLL,2020-03-11T20:49:35Z,2020-03-11T21:39:41Z,TRUE,27R
3944e5-AFR1181-2020-03-11-0,2840,EGLL,LFPG,2020-03-11T19:54:40Z,2020-03-11T20:41:59Z,FALSE,NA
3944e5-AFR37EM-2020-03-11-0,3248,LFPG,EGLL,2020-03-11T17:03:51Z,2020-03-11T17:57:58Z,TRUE,27R
394c03-AFR34QL-2020-03-11-0,2532,EGLL,LFPG,2020-03-11T06:41:13Z,2020-03-11T07:24:52Z,FALSE,NA
394c04-AFR158Z-2020-03-11-0,2664,EGLL,LFPG,2020-03-11T11:44:53Z,2020-03-11T12:29:16Z,FALSE,NA
394c04-AFR73CR-2020-03-11-0,3114,LFPG,EGLL,2020-03-11T09:21:51Z,2020-03-11T10:13:44Z,TRUE,27L
3950c6-AFR178K-2020-03-11-0,2602,LFPG,EGLL,2020-03-11T12:27:02Z,2020-03-11T13:10:23Z,TRUE,27L
3950c6-AFR178L-2020-03-11-0,2871,EGLL,LFPG,2020-03-11T15:31:04Z,2020-03-11T16:18:54Z,FALSE,NA
3991e1-AFR168H-2020-03-11-0,3613,LFPG,EGLL,2020-03-11T06:50:46Z,2020-03-11T07:50:58Z,TRUE,27L
3991e1-AFR52UJ-2020-03-11-0,2716,EGLL,LFPG,2020-03-11T09:17:44Z,2020-03-11T10:02:59Z,FALSE,NA
3c09f2-EWG4C-2020-03-11-0,2458,EDDH,EGLL,2020-03-11T12:27:32Z,2020-03-11T13:46:48Z,TRUE,27L
3c09f2-EWG5JE-2020-03-11-0,1740,EGLL,EDDH,2020-03-11T14:54:45Z,2020-03-11T15:57:44Z,FALSE,NA
3c09f2-EWG7465-2020-03-11-0,1683,EGLL,EDDH,2020-03-11T08:55:46Z,2020-03-11T09:57:17Z,FALSE,NA
3c09f2-EWG79R-2020-03-11-0,3543,EDDH,EGLL,2020-03-11T06:25:36Z,2020-03-11T08:02:46Z,TRUE,27L
3c48d0-EWG2460-2020-03-11-0,2528,EDDS,EGLL,2020-03-11T12:10:07Z,2020-03-11T13:32:52Z,TRUE,27L
3c48d0-EWG2461-2020-03-11-0,1652,EGLL,EDDS,2020-03-11T14:44:23Z,2020-03-11T15:48:51Z,FALSE,NA
3c48d0-EWG2463-2020-03-11-0,1713,EGLL,EDDS,2020-03-11T08:51:44Z,2020-03-11T10:10:25Z,FALSE,NA
3c48d0-EWG7ST-2020-03-11-0,3101,EDDS,EGLL,2020-03-11T06:07:37Z,2020-03-11T07:39:44Z,TRUE,27L
3c48ea-EWG5TV-2020-03-11-0,3265,EDDS,EGLL,2020-03-11T16:07:32Z,2020-03-11T17:46:57Z,TRUE,27R
3c48ea-EWG7C-2020-03-11-0,1689,EGLL,EDDS,2020-03-11T18:45:08Z,2020-03-11T19:48:04Z,FALSE,NA
3c496d-EWG464-2020-03-11-0,2772,EDDK,EGLL,2020-03-11T13:47:25Z,2020-03-11T14:51:54Z,TRUE,27L
3c496d-EWG465-2020-03-11-0,1746,EGLL,EDDK,2020-03-11T15:55:08Z,2020-03-11T16:45:15Z,FALSE,NA
