UID,N,ADEP,ADES,START,STOP,ARR,RWY
0101dc-MSR777-2021-03-05-0,2350,NA,EGLL,2021-03-05T10:28:13Z,2021-03-05T12:40:29Z,TRUE,09R
0101dc-MSR778-2021-03-05-0,1835,EGLL,NA,2021-03-05T14:40:58Z,2021-03-05T16:59:59Z,FALSE,NA
04014e-ETH700-2021-03-05-0,2701,HKJK,EGLL,2021-03-05T03:30:29Z,2021-03-05T06:06:19Z,TRUE,09R
04c119-KQA2100-2021-03-05-0,2367,HKJK,EGLL,2021-03-05T10:46:04Z,2021-03-05T13:19:23Z,TRUE,09R
04c119-KQA2101-2021-03-05-0,1800,EGLL,HKJK,2021-03-05T19:56:04Z,2021-03-05T22:18:17Z,FALSE,NA
04c159-KQA2148-2021-03-05-0,2429,HKJK,EGLL,2021-03-05T04:22:28Z,2021-03-05T08:01:29Z,TRUE,09R
04c159-KQA2148-2021-03-05-1,1955,EGLL,EDDF,2021-03-05T13:08:08Z,2021-03-05T14:17:59Z,FALSE,NA
06a062-QTR5CF-2021-03-05-0,2440,OTHH,EGLL,2021-03-05T15:45:52Z,2021-03-05T19:49:21Z,TRUE,09R
06a069-QTR3EM-2021-03-05-0,2316,OTHH,EGLL,2021-03-05T08:11:53Z,2021-03-05T12:08:57Z,TRUE,09R
06a069-QTR6KG-2021-03-05-0,1828,EGLL,OTHH,2021-03-05T14:17:00Z,2021-03-05T17:48:28Z,FALSE,NA
06a070-QTR4LA-2021-03-05-0,2462,OTHH,EGLL,2021-03-05T09:26:45Z,2021-03-05T13:33:54Z,TRUE,09R
06a070-QTR8UC-2021-03-05-0,1826,EGLL,OTHH,2021-03-05T15:38:46Z,2021-03-05T19:10:16Z,FALSE,NA
06a07a-QTR5YK-2021-03-05-0,1756,EGLL,OTHH,2021-03-05T07:33:14Z,2021-03-05T10:59:59Z,FALSE,NA
06a1bd-QTR7GU-2021-03-05-0,1765,EGLL,OTHH,2021-03-05T08:31:02Z,2021-03-05T11:59:59Z,FALSE,NA
06a1bd-QTR9VT-2021-03-05-0,2642,OTHH,EGLL,2021-03-05T02:06:55Z,2021-03-05T06:04:14Z,TRUE,09R
