UID,ARR,RWY,THR_TIME,C40_TIME,C40_BRG,C40_LAT,C40_LON,C40_ALT,C40_DIST,C40_OFFSET,C50_TIME,C50_BRG,C50_LAT,C50_LON,C50_ALT,C50_DIST,C50_OFFSET,C100_TIME,C100_BRG,C100_LAT,C100_LON,C100_ALT,C100_DIST,C100_OFFSET
0100e4-MSC3015-2020-05-05-0,TRUE,09L,2020-05-05T13:24:00Z,2020-05-05T13:08:11Z,131.50152902384445,51.02967860335011,0.3342437744140625,12100,74071.74720010535,8.25279989464616,2020-05-05T13:06:30Z,129.15050275822392,50.94557189941406,0.5674290012668919,15450,92570.67329086244,29.3267091375601,2020-05-05T12:59:07Z,131.18223612526072,50.37478637695312,1.525148090563322,29650,185254.14314406065,54.14314406065387
0101de-MSR777-2020-05-05-0,TRUE,09L,2020-05-05T12:21:07Z,2020-05-05T12:05:07Z,130.32918028218103,51.04023742675781,0.3480735985008446,11925,74025.2159197559,54.78408024410601,2020-05-05T12:03:43Z,127.94748082164949,50.95940800036415,0.5845832824707031,15493.75,92537.89668188605,62.10331811395008,2020-05-05T11:57:31Z,130.31131368876459,50.39479918399099,1.550185744826858,34375,185108.08062674236,91.91937325763865
04c117-KQA2100-2020-05-05-0,TRUE,09L,2020-05-05T13:59:44Z,2020-05-05T13:43:48Z,131.4664048339448,51.02980041503906,0.3350087758657095,13650,74102.64041536966,22.64041536966397,2020-05-05T13:42:16Z,129.1116469060574,50.94584655761719,0.5683197846283784,15425,92599.39995336629,0.6000466337136459,2020-05-05T13:35:22Z,131.69922716463861,50.36380004882812,1.508668598375822,28400,185208.9460932098,8.94609320978634
06a077-QTR8866-2020-05-05-0,TRUE,09L,2020-05-05T20:28:30Z,2020-05-05T20:10:38Z,73.61110318996555,51.65827347060381,0.5645751953125,12300,74042.64715976201,37.35284023798886,2020-05-05T20:08:58Z,76.44794521398467,51.66558837890625,0.839489086254223,14000,92629.37677543625,29.376775436248863,2020-05-05T20:02:23Z,82.35088521259985,51.69215574102887,2.192858446825732,33800,185281.75282580164,81.75282580163912
06a07a-QTR8856-2020-05-05-0,TRUE,09L,2020-05-05T06:45:29Z,2020-05-05T06:27:42Z,71.99646410976385,51.67638229111493,0.5568695068359375,15650,74115.80935974876,35.80935974876047,2020-05-05T06:26:11Z,74.33038284895503,51.69548034667969,0.8282058303420609,18375,92684.84304201184,84.8430420118384,2020-05-05T06:19:10Z,81.91361014230898,51.70458984375,2.188728951119088,28625,185163.39160620415,36.608393795846496
06a120-QTR3EM-2020-05-05-0,TRUE,09L,2020-05-05T11:24:50Z,2020-05-05T11:07:56Z,72.00750047267564,51.67611694335938,0.5562199773015203,12200,74064.1401628944,15.859837105599581,2020-05-05T11:06:11Z,74.32709383686938,51.69550920906713,0.8280870592271959,15100,92677.77370195863,77.77370195863477,2020-05-05T10:58:22Z,81.72538920224036,51.70992123878608,2.1867752075195313,27225,185103.43875304752,96.56124695247854
06a2b2-QTR8850-2020-05-05-0,TRUE,09L,2020-05-05T15:56:05Z,2020-05-05T15:39:10Z,72.91024039083732,51.66621062715174,0.5616574674039274,14462.5,74097.85032064658,17.850320646582986,2020-05-05T15:37:37Z,75.50499236083317,51.67880300748146,0.833892822265625,17025,92597.49431018633,2.505689813668141,2020-05-05T15:30:49Z,80.96525794529418,51.73196566306938,2.1844482421875,28750,185269.60600719755,69.60600719755166
06a2b8-QTR8328-2020-05-05-0,TRUE,09L,2020-05-05T11:58:58Z,2020-05-05T11:42:55Z,126.59661599959378,51.07429504394531,0.3911281276393581,15550,73998.46692986187,81.53307013813173,2020-05-05T11:41:23Z,127.05612304938302,50.96987915039062,0.5968248521959459,17950,92498.81078549444,101.18921450556081,2020-05-05T11:34:21Z,130.40341938259996,50.39170837402344,1.5493372866981907,30508.333333333332,185289.06163369853,89.06163369852584
30006a-AZA20Y-2020-05-05-0,TRUE,09L,2020-05-05T17:37:54Z,2020-05-05T17:21:54Z,134.71202404803483,51.00173950195312,0.2944781329180743,15725,74185.96731634396,105.96731634395837,2020-05-05T17:20:25Z,132.73510529807453,50.90556335449219,0.5138335356841216,18675,92688.20996231974,88.20996231974277,2020-05-05T17:13:52Z,130.83317200318749,50.38348388671875,1.533966064453125,35575,185075.9376684253,124.06233157470706
3991ea-AFR168Q-2020-05-05-0,TRUE,09L,2020-05-05T06:38:06Z,2020-05-05T06:21:28Z,132.7479307112613,51.01883193193856,0.3188323974609375,14000,74089.9592992305,9.959299230496981,2020-05-05T06:19:46Z,130.43464725530526,50.93142700195312,0.5479059992609797,17800,92540.57287599304,59.42712400696473,2020-05-05T06:11:07Z,134.02883968838847,50.314453125,1.434294048108552,22000,185171.76161340167,28.23838659832836
