UID,N,ADEP,ADES,START,STOP,ARR,RWY
06a062-QTR8862-2020-05-04-0,2417,OTHH,LSZH,2020-05-04T14:29:28Z,2020-05-04T17:34:56Z,TRUE,28
06a062-QTR8863-2020-05-04-0,1948,LSZH,OTHH,2020-05-04T18:47:12Z,2020-05-04T21:23:11Z,FALSE,NA
3c5ef8-EWG2KV-2020-05-04-0,2276,LSZH,EDDL,2020-05-04T15:01:06Z,2020-05-04T15:52:16Z,FALSE,NA
3c5ef8-EWG9776-2020-05-04-0,2318,EDDL,LSZH,2020-05-04T13:06:35Z,2020-05-04T13:54:25Z,TRUE,28
3c64a3-DLH4PN-2020-05-04-0,2765,EDDF,LSZH,2020-05-04T12:46:52Z,2020-05-04T13:32:56Z,TRUE,28
3c64a3-DLH9C-2020-05-04-0,2497,LSZH,EDDF,2020-05-04T16:01:44Z,2020-05-04T16:43:20Z,FALSE,NA
3c65c6-DLH7C-2020-05-04-0,2799,LSZH,EDDF,2020-05-04T08:56:48Z,2020-05-04T09:43:26Z,FALSE,NA
3c65c6-DLH8CN-2020-05-04-0,2683,EDDF,LSZH,2020-05-04T07:35:47Z,2020-05-04T08:20:29Z,TRUE,14
3cc249-DCAWN-2020-05-04-0,2073,LSZH,LPPT,2020-05-04T10:10:53Z,2020-05-04T12:51:45Z,FALSE,NA
3cc24a-DCAWO-2020-05-04-0,2083,EDDV,LSZH,2020-05-04T04:27:02Z,2020-05-04T05:19:52Z,TRUE,14
3cc24a-DCAWO-2020-05-04-1,2161,LSZH,EDDV,2020-05-04T06:36:13Z,2020-05-04T07:33:01Z,FALSE,NA
3cfdec-AHO369V-2020-05-04-0,1975,LSZH,LEBL,2020-05-04T07:07:34Z,2020-05-04T08:25:11Z,FALSE,NA
43e9f3-MGMKM-2020-05-04-0,660,LSZH,LSZH,2020-05-04T09:08:22Z,2020-05-04T09:19:21Z,TRUE,NA
485779-KLM57C-2020-05-04-0,1946,EHAM,LSZH,2020-05-04T07:58:38Z,2020-05-04T08:53:54Z,TRUE,14
485779-KLM94F-2020-05-04-0,2289,LSZH,EHAM,2020-05-04T09:50:42Z,2020-05-04T11:03:20Z,FALSE,NA
490d08-NJE136D-2020-05-04-0,2897,LIPZ,LSZH,2020-05-04T09:32:09Z,2020-05-04T10:20:25Z,TRUE,14
49d253-DFC26A-2020-05-04-0,1958,EDTX,LSZH,2020-05-04T14:28:42Z,2020-05-04T15:01:19Z,TRUE,28
49d253-DFC5KB-2020-05-04-0,2456,LSZH,LKPR,2020-05-04T15:41:00Z,2020-05-04T16:47:07Z,FALSE,NA
