,callsign,stop,ILS_max
0,MSR757,2019-03-09 13:06:07+00:00,27
1,RAM850W,2019-03-09 15:02:59+00:00,27
2,MAC125,2019-03-09 19:07:28+00:00,27
3,MAC127,2019-03-09 10:39:45+00:00,27
4,KQA194,2019-03-09 06:16:02+00:00,27
5,KQA116,2019-03-09 14:44:37+00:00,27
6,QTR8101,2019-03-09 19:03:16+00:00,27
7,QTR273,2019-03-09 12:37:35+00:00,27
8,QTR8203,2019-03-09 12:25:50+00:00,27
9,AMX025,2019-03-09 15:35:19+00:00,27
10,AZA108,2019-03-09 10:35:10+00:00,18R
11,IBS37CG,2019-03-09 21:18:57+00:00,27
12,VLG2WE,2019-03-09 21:04:33+00:00,18R
13,VLG6292,2019-03-09 12:45:42+00:00,27
14,VLG8405,2019-03-09 09:50:42+00:00,22
15,VLG94PB,2019-03-09 20:47:04+00:00,18R
16,VLG2XN,2019-03-09 12:18:16+00:00,27
17,VLG37LW,2019-03-09 17:23:08+00:00,27
18,VLG84AS,2019-03-09 20:29:18+00:00,18R
19,IBS3722,2019-03-09 10:50:08+00:00,27
20,SAS2551,2019-03-09 09:22:37+00:00,22
21,VLG83KQ,2019-03-09 09:10:56+00:00,22
22,AEA1093,2019-03-09 16:43:59+00:00,27
23,AEA1091,2019-03-09 09:06:44+00:00,22
24,SLM994,2019-03-09 12:50:11+00:00,27
25,VLG83QE,2019-03-09 16:48:30+00:00,27
26,AFR57GU,2019-03-09 08:38:16+00:00,22
27,AFR124H,2019-03-09 07:20:32+00:00,27
28,AFR94NU,2019-03-09 11:58:35+00:00,22
29,AFR74AN,2019-03-09 13:07:38+00:00,27
30,AFR24QR,2019-03-09 18:17:10+00:00,27
31,AFR1692,2019-03-09 07:01:38+00:00,18R
32,AFR49HX,2019-03-09 12:35:57+00:00,27
33,BCS6724,2019-03-09 10:25:57+00:00,18R
34,BCS1238,2019-03-09 04:18:26+00:00,27
35,DLH1HN,2019-03-09 16:51:51+00:00,27
36,DLH1HK,2019-03-09 13:34:25+00:00,22
37,DLH7EE,2019-03-09 10:08:33+00:00,27
38,DLH2UV,2019-03-09 13:36:26+00:00,22
39,DLH2TY,2019-03-09 10:09:50+00:00,27
40,DLH9MR,2019-03-09 20:52:06+00:00,18R
41,DLH8YT,2019-03-09 21:29:21+00:00,27
42,DLH4TF,2019-03-09 16:15:42+00:00,27
43,BAW442,2019-03-09 18:59:16+00:00,18R
44,BAW2758,2019-03-09 09:46:49+00:00,22
45,BAW428,2019-03-09 07:58:34+00:00,18R
46,BAW446,2019-03-09 16:08:18+00:00,27
47,BAW440,2019-03-09 17:55:19+00:00,27
48,BAW49E,2019-03-09 12:24:08+00:00,18R
49,BAW438,2019-03-09 14:03:55+00:00,22
50,EZY75AL,2019-03-09 10:38:39+00:00,18R
51,EZY15QU,2019-03-09 10:53:48+00:00,18R
52,EZY27BA,2019-03-09 11:41:48+00:00,22
53,EZY62DF,2019-03-09 07:09:33+00:00,18R
54,EZY34WG,2019-03-09 09:12:52+00:00,22
55,EZY2159,2019-03-09 16:30:11+00:00,27
56,EZY35AT,2019-03-09 08:50:58+00:00,22
57,BAW430,2019-03-09 09:59:20+00:00,22
58,EZY42GT,2019-03-09 08:56:43+00:00,22
59,EZY91EU,2019-03-09 13:31:42+00:00,27
60,EZY43CA,2019-03-09 08:36:13+00:00,22
61,EZY64VA,2019-03-09 16:10:05+00:00,27
62,EZY85TU,2019-03-09 07:51:36+00:00,18R
63,CFE9X,2019-03-09 09:41:16+00:00,22
64,EZY26AR,2019-03-09 14:59:43+00:00,27
65,EZY568F,2019-03-09 09:14:44+00:00,22
66,EZY42VJ,2019-03-09 08:07:43+00:00,18R
67,EZY42AF,2019-03-09 14:27:32+00:00,27
68,BAW2764,2019-03-09 18:33:37+00:00,18R
69,BAW78AM,2019-03-09 14:07:47+00:00,22
70,EDC993R,2019-03-09 11:54:29+00:00,22
71,ABW604,2019-03-09 13:55:32+00:00,22
72,AFL2694,2019-03-09 15:08:30+00:00,27
73,AFL2192,2019-03-09 20:08:13+00:00,18R
