,callsign,stop,ILS_max
0,MSR757,2021-03-03 12:27:31+00:00,18C
1,QTR8101,2021-03-03 17:27:15+00:00,27
2,QTR3AU,2021-03-03 11:49:06+00:00,18C
3,QTR107V,2021-03-03 16:08:15+00:00,06
4,AMX025,2021-03-03 14:43:40+00:00,18C
5,IBE30EL,2021-03-03 17:05:07+00:00,06
6,AEA1093,2021-03-03 16:17:07+00:00,06
7,AFR124K,2021-03-03 07:20:38+00:00,36R
8,AFR14AR,2021-03-03 18:26:52+00:00,27
9,AFR17XC,2021-03-03 13:11:31+00:00,18C
10,DLH9YV,2021-03-03 09:05:46+00:00,18C
11,BCS21G,2021-03-03 03:53:36+00:00,18C
12,EFD4A,2021-03-03 17:07:30+00:00,06
13,HRN221,2021-03-03 09:53:50+00:00,18C
14,BAW430,2021-03-03 09:11:05+00:00,18C
15,BCS1443,2021-03-03 18:54:50+00:00,27
16,ABW9389,2021-03-03 14:01:25+00:00,18C
17,ABW325,2021-03-03 15:14:06+00:00,36R
18,SLM3004,2021-03-03 07:10:17+00:00,36R
19,FYG121,2021-03-03 16:21:19+00:00,06
20,BCS1442,2021-03-03 00:45:12+00:00,18C
21,LZB461,2021-03-03 07:38:21+00:00,36R
22,SUS305B,2021-03-03 15:11:46+00:00,36R
23,FIN2XL,2021-03-03 17:02:13+00:00,06
24,KLM16P,2021-03-03 14:20:46+00:00,18C
25,KLM38P,2021-03-03 10:00:53+00:00,18C
26,KLM22A,2021-03-03 07:12:39+00:00,36R
27,KLM96F,2021-03-03 06:59:38+00:00,36R
28,TRA44A,2021-03-03 14:58:49+00:00,36R
29,TRA32L,2021-03-03 13:49:16+00:00,18C
30,MPH6912,2021-03-03 13:33:54+00:00,18C
31,TRA59L,2021-03-03 21:50:53+00:00,27
32,KLM736,2021-03-03 06:07:47+00:00,18C
33,KLM856,2021-03-03 03:15:09+00:00,18C
34,KLM510,2021-03-03 10:13:14+00:00,18C
35,KLM804,2021-03-03 05:21:28+00:00,18C
36,KLM672,2021-03-03 06:55:13+00:00,18C
37,KLM794,2021-03-03 08:57:47+00:00,18C
38,KLM779,2021-03-03 08:43:38+00:00,18C
39,KLM642,2021-03-03 07:47:57+00:00,18C
40,MPH6122,2021-03-03 14:46:13+00:00,18C
41,KLM1602,2021-03-03 13:51:58+00:00,18C
42,KLM1628,2021-03-03 06:46:29+00:00,36R
43,KLM792,2021-03-03 10:09:00+00:00,18C
44,KLM758,2021-03-03 10:02:45+00:00,18C
45,NCG01,2021-03-03 15:20:14+00:00,36R
46,KLM1614,2021-03-03 18:11:58+00:00,27
47,KLM68T,2021-03-03 07:11:14+00:00,18C
48,KLM64X,2021-03-03 17:17:32+00:00,27
49,TRA38W,2021-03-03 14:16:51+00:00,18C
50,KLM20P,2021-03-03 18:33:13+00:00,27
51,KLM38M,2021-03-03 18:37:28+00:00,27
52,KLM24T,2021-03-03 12:15:42+00:00,18C
53,KLM28Q,2021-03-03 07:24:37+00:00,36R
54,KLM52T,2021-03-03 17:25:05+00:00,27
55,KLM1386,2021-03-03 15:26:15+00:00,36R
56,KLM900,2021-03-03 05:45:51+00:00,18C
57,KLM38W,2021-03-03 14:41:59+00:00,18C
58,KLM94F,2021-03-03 14:53:34+00:00,36R
59,KLM896,2021-03-03 16:40:45+00:00,06
60,KLM68K,2021-03-03 13:29:08+00:00,18C
61,KLM1596,2021-03-03 07:17:59+00:00,36R
62,KLM1976,2021-03-03 13:39:10+00:00,18C
63,KLM32E,2021-03-03 18:39:42+00:00,27
64,KLM60C,2021-03-03 07:15:21+00:00,36R
65,KLM18C,2021-03-03 14:08:14+00:00,18C
66,KLM74R,2021-03-03 07:19:24+00:00,18C
67,KLM904,2021-03-03 18:20:21+00:00,27
68,TRA35V,2021-03-03 18:00:30+00:00,27
69,KLM254,2021-03-03 05:29:31+00:00,18C
70,KLM588,2021-03-03 03:46:46+00:00,18C
71,KLM618,2021-03-03 08:12:38+00:00,18C
72,KLM1712,2021-03-03 14:26:19+00:00,18C
73,CND926P,2021-03-03 18:41:52+00:00,27
74,KLM26V,2021-03-03 18:06:53+00:00,27
75,KLM644,2021-03-03 09:43:16+00:00,18C
76,KLM836,2021-03-03 07:05:51+00:00,18C
77,KLM168,2021-03-03 11:39:48+00:00,18C
78,KLM592,2021-03-03 08:26:58+00:00,18C
79,KLM812,2021-03-03 05:35:17+00:00,18C
80,KLM872,2021-03-03 06:15:22+00:00,18C
81,KLM868,2021-03-03 13:25:30+00:00,18C
82,KLM744,2021-03-03 13:46:41+00:00,18C
83,KLM86,2021-03-03 06:20:51+00:00,18C
84,KLM590,2021-03-03 04:38:31+00:00,18C
85,KLM602,2021-03-03 08:05:15+00:00,18C
86,TRA18V,2021-03-03 18:45:41+00:00,27
87,KLM36S,2021-03-03 18:29:08+00:00,27
88,KLM98Q,2021-03-03 14:14:52+00:00,18C
89,KLM1162,2021-03-03 17:29:46+00:00,27
90,KLM48V,2021-03-03 11:47:19+00:00,18C
91,KLM94B,2021-03-03 07:07:49+00:00,36R
92,KLM1688,2021-03-03 18:04:55+00:00,27
93,KLM22E,2021-03-03 10:35:50+00:00,18C
94,KLM74L,2021-03-03 06:57:59+00:00,18C
95,KLM688,2021-03-03 12:35:20+00:00,18C
96,KLM706,2021-03-03 10:37:26+00:00,18C
97,KLM142,2021-03-03 14:04:18+00:00,18C
98,TRA054,2021-03-03 11:07:21+00:00,18C
99,KLM1350,2021-03-03 06:54:08+00:00,36R
100,KLM1592,2021-03-03 17:52:10+00:00,27
101,KLM70K,2021-03-03 12:08:13+00:00,18C
102,KLM1922,2021-03-03 18:31:06+00:00,27
103,KLM34Z,2021-03-03 06:15:10+00:00,36R
104,KLM96T,2021-03-03 11:43:05+00:00,18C
105,KLM1994,2021-03-03 12:23:45+00:00,18C
106,KLM62N,2021-03-03 06:32:04+00:00,18C
107,KLM1564,2021-03-03 12:21:31+00:00,18C
108,KLM36L,2021-03-03 07:02:19+00:00,36R
109,KLM1766,2021-03-03 11:45:18+00:00,18C
110,KLM1838,2021-03-03 07:45:04+00:00,36R
111,KLM28F,2021-03-03 18:02:29+00:00,27
112,KLM1870,2021-03-03 11:52:01+00:00,18C
113,KLM46A,2021-03-03 18:24:58+00:00,27
114,KLM48Y,2021-03-03 07:27:12+00:00,36R
115,KLM1414,2021-03-03 12:09:55+00:00,18C
116,KLM44R,2021-03-03 06:43:59+00:00,36R
117,KLM749,2021-03-03 09:19:00+00:00,18C
118,KLM555,2021-03-03 06:12:08+00:00,18C
119,KLM848,2021-03-03 05:06:12+00:00,18C
120,KLM38D,2021-03-03 06:51:28+00:00,36R
121,KLM40B,2021-03-03 12:57:56+00:00,18C
122,KLM88B,2021-03-03 11:59:06+00:00,18C
123,KLM92N,2021-03-03 18:22:40+00:00,27
124,KLM22Z,2021-03-03 13:08:31+00:00,18C
125,KLM42A,2021-03-03 06:17:49+00:00,36R
126,KLM1164,2021-03-03 08:34:49+00:00,18C
127,KLM82R,2021-03-03 14:12:29+00:00,18C
128,KLM20M,2021-03-03 13:41:54+00:00,18C
129,KLM52F,2021-03-03 06:56:58+00:00,36R
130,KLM9956,2021-03-03 17:23:02+00:00,27
131,TRA5663,2021-03-03 20:09:13+00:00,27
132,ZXP24,2021-03-03 22:37:12+00:00,06
133,KLM428,2021-03-03 05:38:37+00:00,18C
134,KLM194,2021-03-03 06:36:16+00:00,36R
135,KLM714,2021-03-03 05:26:04+00:00,18C
136,KLM48,2021-03-03 06:17:49+00:00,18C
137,PHSFF,2021-03-03 16:45:04+00:00,06
138,KLM1824,2021-03-03 12:06:21+00:00,18C
139,KLM1832,2021-03-03 18:48:51+00:00,27
140,NJE074C,2021-03-03 10:04:57+00:00,22
141,ROT361R,2021-03-03 09:27:23+00:00,18C
142,THY5BX,2021-03-03 11:11:43+00:00,18C
143,THY3FL,2021-03-03 09:13:37+00:00,18C
144,THY4ZG,2021-03-03 15:42:25+00:00,06
145,SXS4T,2021-03-03 10:57:17+00:00,18C
146,ICE500,2021-03-03 10:17:46+00:00,18C
147,JFA06D,2021-03-03 14:34:29+00:00,22
148,CTN5NL,2021-03-03 09:30:26+00:00,18C
149,BTI92E,2021-03-03 07:59:28+00:00,18C
150,BTI6RV,2021-03-03 07:50:24+00:00,36R
151,BRU867,2021-03-03 09:58:55+00:00,18C
152,AZG211,2021-03-03 10:59:28+00:00,18C
153,KAC902,2021-03-03 15:17:37+00:00,36R
154,SVA933,2021-03-03 15:46:09+00:00,06
155,KAL9509,2021-03-03 16:52:11+00:00,06
156,SIA7362,2021-03-03 17:31:43+00:00,27
157,SIA324,2021-03-03 05:11:06+00:00,18C
158,CSN451,2021-03-03 09:21:29+00:00,18C
159,CKK205,2021-03-03 15:39:31+00:00,06
160,CKK207,2021-03-03 10:10:57+00:00,18C
161,CAO1039,2021-03-03 15:52:20+00:00,06
162,CSN487,2021-03-03 06:48:58+00:00,36R
163,YZR7417,2021-03-03 06:38:36+00:00,36R
164,NCA008,2021-03-03 01:07:11+00:00,18C
165,UAE147,2021-03-03 11:20:39+00:00,18C
166,UAE9987,2021-03-03 13:55:29+00:00,18C
167,UAE9745,2021-03-03 14:36:29+00:00,18C
168,UAE9330,2021-03-03 09:08:42+00:00,18C
169,UAE9918,2021-03-03 11:53:25+00:00,18C
170,ETD48S,2021-03-03 10:33:10+00:00,18C
171,CAL073,2021-03-03 05:16:13+00:00,18C
172,GIA088,2021-03-03 07:03:10+00:00,18C
173,DAL160,2021-03-03 07:16:35+00:00,18C
174,UAL70,2021-03-03 06:23:23+00:00,18C
175,TPA4047,2021-03-03 15:09:20+00:00,36R
176,DAL142,2021-03-03 07:08:26+00:00,18C
177,DAL74,2021-03-03 09:56:42+00:00,18C
178,LCO1507,2021-03-03 15:35:49+00:00,06
179,UAL2765,2021-03-03 07:55:56+00:00,18C
180,N66D,2021-03-03 09:24:42+00:00,18C
181,GTI8010,2021-03-03 09:33:33+00:00,18C
182,AAL9702,2021-03-03 06:41:18+00:00,36R
183,DAL134,2021-03-03 07:31:04+00:00,18C
184,DAL258,2021-03-03 07:00:43+00:00,18C
185,DAL76,2021-03-03 07:22:51+00:00,18C
186,FDX5188,2021-03-03 04:28:59+00:00,18C
187,ACA7214,2021-03-03 09:16:23+00:00,18C
