,callsign,stop,ILS_max
0,MSR757,2019-03-13 13:20:25+00:00,27
1,KQA194,2019-03-13 06:06:06+00:00,27
2,KQA116,2019-03-13 13:45:59+00:00,27
3,QTR8101,2019-03-13 17:45:18+00:00,27
4,QTR8201,2019-03-13 17:58:31+00:00,27
5,QTR273,2019-03-13 12:04:30+00:00,22
6,AZG203,2019-03-13 12:47:02+00:00,27
7,VLG8405,2019-03-13 10:25:22+00:00,18R
8,VLG84AS,2019-03-13 21:19:29+00:00,27
9,IBS3724,2019-03-13 19:23:09+00:00,18R
10,VLG2XN,2019-03-13 13:22:33+00:00,27
11,VLG83TR,2019-03-13 21:39:23+00:00,27
12,VLG83JN,2019-03-13 19:47:54+00:00,27
13,VLG83KQ,2019-03-13 10:14:50+00:00,27
14,AEA1091,2019-03-13 10:29:02+00:00,27
15,VLG83WG,2019-03-13 21:08:38+00:00,27
16,IBS37CG,2019-03-13 22:08:58+00:00,27
17,VLG2WE,2019-03-13 22:10:38+00:00,27
18,VLG6292,2019-03-13 12:53:29+00:00,27
19,VLG83QE,2019-03-13 18:25:07+00:00,27
20,AEA1093,2019-03-13 18:12:23+00:00,27
21,AFR57GU,2019-03-13 08:59:46+00:00,22
22,AFR74AN,2019-03-13 14:34:43+00:00,27
23,AFR94NU,2019-03-13 12:17:41+00:00,22
24,AFR24QR,2019-03-13 18:50:19+00:00,18R
25,AFR1692,2019-03-13 07:11:13+00:00,27
26,AFR1892,2019-03-13 19:16:39+00:00,27
27,AFR49HX,2019-03-13 13:57:36+00:00,27
28,TVF97SC,2019-03-13 07:09:42+00:00,27
29,DLH6AE,2019-03-13 07:41:39+00:00,27
30,EWG7180,2019-03-13 07:14:35+00:00,27
31,EWG2180,2019-03-13 18:54:48+00:00,27
32,DLH8YT,2019-03-13 21:37:44+00:00,27
33,DLH998,2019-03-13 18:56:47+00:00,27
34,DLH2TY,2019-03-13 10:36:28+00:00,18R
35,DLH1HN,2019-03-13 17:35:24+00:00,27
36,DLH5CJ,2019-03-13 13:27:00+00:00,27
37,DLH7EE,2019-03-13 10:48:09+00:00,27
38,DLH4TF,2019-03-13 16:52:19+00:00,27
39,DLH3PF,2019-03-13 08:10:00+00:00,27
40,DLH9MR,2019-03-13 21:12:04+00:00,27
41,BCS1238,2019-03-13 04:06:14+00:00,27
42,DCS703,2019-03-13 09:55:38+00:00,22
43,BAW442,2019-03-13 19:53:38+00:00,18R
44,EZY71LX,2019-03-13 19:34:32+00:00,18R
45,EZY68GR,2019-03-13 11:54:49+00:00,22
46,BAW444,2019-03-13 21:23:13+00:00,27
47,BAW2758,2019-03-13 10:38:46+00:00,27
48,EZY91EU,2019-03-13 12:28:37+00:00,22
49,EZY89PA,2019-03-13 09:17:50+00:00,22
50,EZY68AF,2019-03-13 20:36:48+00:00,27
51,BAW440,2019-03-13 18:39:54+00:00,18R
52,EZY24CB,2019-03-13 14:38:26+00:00,27
53,EZY75AL,2019-03-13 10:57:17+00:00,27
54,BAW426,2019-03-13 20:55:25+00:00,27
55,BAW438,2019-03-13 14:49:59+00:00,27
56,BAW446,2019-03-13 17:07:04+00:00,27
57,BEE6EB,2019-03-13 10:27:05+00:00,27
58,EZY568F,2019-03-13 10:25:23+00:00,27
59,EZY64VA,2019-03-13 17:02:47+00:00,27
60,EZY34WG,2019-03-13 12:21:08+00:00,22
61,EZY26AR,2019-03-13 15:35:23+00:00,27
62,BAW428,2019-03-13 09:43:54+00:00,22
63,CFE67W,2019-03-13 19:57:38+00:00,18R
64,CFE23X,2019-03-13 18:00:48+00:00,27
65,EZY7011,2019-03-13 20:12:30+00:00,27
66,EZY82GK,2019-03-13 20:42:00+00:00,27
67,EZY85TU,2019-03-13 08:18:28+00:00,27
68,EXS205,2019-03-13 18:38:05+00:00,27
69,EZY6923,2019-03-13 20:59:19+00:00,27
70,EZY12FZ,2019-03-13 20:16:04+00:00,27
71,BAW78AM,2019-03-13 14:29:43+00:00,27
72,BAW81HM,2019-03-13 18:10:08+00:00,27
73,EZY42AF,2019-03-13 14:27:24+00:00,27
74,EZY3009,2019-03-13 20:17:59+00:00,27
75,GXION,2019-03-13 17:49:30+00:00,27
76,EZY7403,2019-03-13 17:27:29+00:00,27
77,BAW430,2019-03-13 10:21:13+00:00,27
78,AFL2192,2019-03-13 20:01:31+00:00,27
79,AFL2694,2019-03-13 15:05:18+00:00,27
80,AFL2550,2019-03-13 09:51:15+00:00,22
81,ABW325,2019-03-13 14:51:22+00:00,27
82,EZY12FU,2019-03-13 17:54:55+00:00,27
83,EZY81NR,2019-03-13 21:16:36+00:00,27
84,EZY7934,2019-03-13 18:04:27+00:00,27
85,EZY31RT,2019-03-13 07:50:18+00:00,27
86,EZY87QU,2019-03-13 19:23:10+00:00,27
87,EZY78WK,2019-03-13 17:13:24+00:00,27
88,EZY74TC,2019-03-13 21:52:05+00:00,27
89,AUA81JU,2019-03-13 17:20:11+00:00,27
90,AUA68AZ,2019-03-13 19:51:13+00:00,27
91,EZY67PX,2019-03-13 21:36:13+00:00,27
92,EZY67RQ,2019-03-13 16:13:48+00:00,27
93,EZY87CX,2019-03-13 10:46:29+00:00,27
94,AUA11Y,2019-03-13 21:32:26+00:00,27
95,EZY13UA,2019-03-13 18:10:41+00:00,18R
96,EZY87EF,2019-03-13 21:55:52+00:00,27
97,EZY23AZ,2019-03-13 08:34:08+00:00,27
98,EZY28EZ,2019-03-13 21:29:00+00:00,27
99,EZY68XA,2019-03-13 17:04:48+00:00,27
100,EZY23QG,2019-03-13 20:35:10+00:00,27
