,callsign,stop,ILS_max
0,MSR757,2021-05-27 12:17:03+00:00,36R
1,QTR2BL,2021-05-27 11:33:45+00:00,36R
2,QTR8102,2021-05-27 12:18:56+00:00,36R
3,IBE3060,2021-05-27 09:10:38+00:00,27
4,AEA1091,2021-05-27 07:24:20+00:00,27
5,VLG46LT,2021-05-27 14:28:16+00:00,36R
6,VLG6292,2021-05-27 16:56:57+00:00,36R
7,AFR55CP,2021-05-27 15:40:23+00:00,36R
8,AFR24DA,2021-05-27 11:32:11+00:00,36R
9,AFR32RY,2021-05-27 06:11:59+00:00,36C
10,AFR89EN,2021-05-27 16:19:51+00:00,36R
11,AFR19XP,2021-05-27 17:15:39+00:00,36R
12,DLH8ER,2021-05-27 20:10:12+00:00,06
13,DLH1ML,2021-05-27 08:13:37+00:00,27
14,BTX8H,2021-05-27 06:28:51+00:00,36R
15,DITRA,2021-05-27 09:26:52+00:00,27
16,ECA4C,2021-05-27 16:00:18+00:00,04
17,NPT200,2021-05-27 08:10:59+00:00,27
18,BAW430,2021-05-27 08:27:08+00:00,27
19,BCS1443,2021-05-27 17:56:40+00:00,36R
20,ABW451,2021-05-27 13:46:17+00:00,36R
21,ABW327,2021-05-27 16:01:34+00:00,36R
22,AFL2550,2021-05-27 09:20:42+00:00,27
23,ABW9391,2021-05-27 12:54:02+00:00,36R
24,ABW423,2021-05-27 09:11:45+00:00,27
25,MODUS,2021-05-27 12:37:03+00:00,36R
26,AUA3LE,2021-05-27 06:51:32+00:00,27
27,AUA3TC,2021-05-27 17:05:03+00:00,36R
28,SLM994,2021-05-27 06:46:01+00:00,36C
29,TFL592,2021-05-27 15:24:17+00:00,36R
30,TFL18X,2021-05-27 21:06:36+00:00,36C
31,BCS15Q,2021-05-27 23:52:00+00:00,36C
32,OHTFA,2021-05-27 06:14:57+00:00,36R
33,KLM946,2021-05-27 11:44:24+00:00,36R
34,KLM1000,2021-05-27 06:30:44+00:00,36C
35,KLM1916,2021-05-27 06:10:07+00:00,36R
36,KLM23A,2021-05-27 16:59:46+00:00,36R
37,TRA6H,2021-05-27 21:17:32+00:00,36C
38,TRA18V,2021-05-27 13:38:48+00:00,36R
39,KLM46A,2021-05-27 16:36:08+00:00,36R
40,KLM1008,2021-05-27 09:58:28+00:00,27
41,KLM1382,2021-05-27 05:15:15+00:00,36R
42,KLM1922,2021-05-27 17:43:29+00:00,36R
43,KLM1074,2021-05-27 11:24:27+00:00,36R
44,KLM24T,2021-05-27 11:05:56+00:00,36R
45,KLM96F,2021-05-27 05:05:20+00:00,36R
46,KLM462,2021-05-27 07:38:17+00:00,27
47,TRA5680,2021-05-27 21:28:32+00:00,36C
48,TRA535J,2021-05-27 12:48:15+00:00,36R
49,KLM771,2021-05-27 07:48:09+00:00,27
50,MPH8322,2021-05-27 07:34:20+00:00,27
51,MPH7122,2021-05-27 13:53:14+00:00,36R
52,TRA820L,2021-05-27 08:52:45+00:00,27
53,KLM590,2021-05-27 04:32:08+00:00,36C
54,KLM740,2021-05-27 13:27:38+00:00,36R
55,KLM554,2021-05-27 03:44:31+00:00,36C
56,KLM789,2021-05-27 06:01:14+00:00,36C
57,KLM588,2021-05-27 03:11:43+00:00,36C
58,KLM536,2021-05-27 04:43:59+00:00,36R
59,KLM878,2021-05-27 06:12:28+00:00,36R
60,KLM419,2021-05-27 06:22:51+00:00,36R
61,KLM672,2021-05-27 05:07:12+00:00,36R
62,KLM28Q,2021-05-27 06:21:09+00:00,36R
63,KLM55W,2021-05-27 17:06:33+00:00,36R
64,KLM1602,2021-05-27 12:46:36+00:00,36R
65,KLM88T,2021-05-27 17:23:47+00:00,36R
66,KLM96K,2021-05-27 10:30:35+00:00,36R
67,KLM592,2021-05-27 08:06:45+00:00,27
68,KLM602,2021-05-27 06:38:37+00:00,36C
69,KLM168,2021-05-27 10:27:57+00:00,36R
70,KLM836,2021-05-27 05:31:04+00:00,36R
71,NCG03,2021-05-27 11:21:35+00:00,36R
72,KLM36G,2021-05-27 12:44:56+00:00,36R
73,KLM92T,2021-05-27 05:55:24+00:00,36R
74,TRA44A,2021-05-27 10:36:11+00:00,36R
75,TRA4X,2021-05-27 19:35:23+00:00,27
76,KLM34Z,2021-05-27 05:11:53+00:00,36R
77,TRA4U,2021-05-27 16:25:20+00:00,36R
78,KLM33T,2021-05-27 17:38:53+00:00,36R
79,KLM38P,2021-05-27 09:29:08+00:00,27
80,KLM18C,2021-05-27 13:16:04+00:00,36R
81,KLM20P,2021-05-27 17:33:55+00:00,36R
82,KLM22A,2021-05-27 06:05:52+00:00,36C
83,KLM22B,2021-05-27 13:21:03+00:00,36R
84,KLM68T,2021-05-27 06:10:07+00:00,36C
85,KLM1942,2021-05-27 16:37:55+00:00,36R
86,KLM24P,2021-05-27 07:40:08+00:00,27
87,KLM1618,2021-05-27 05:56:59+00:00,36R
88,KLM94F,2021-05-27 11:12:33+00:00,36R
89,KLM1596,2021-05-27 06:37:35+00:00,36R
90,KLM98Q,2021-05-27 13:10:36+00:00,36R
91,KLM38W,2021-05-27 13:32:31+00:00,36R
92,KLM40M,2021-05-27 05:44:38+00:00,36R
93,KLM755,2021-05-27 10:37:42+00:00,36R
94,KLM50G,2021-05-27 06:20:00+00:00,36R
95,KLM1614,2021-05-27 16:58:18+00:00,36R
96,KLM84L,2021-05-27 06:40:13+00:00,36R
97,KLM88M,2021-05-27 06:03:10+00:00,36R
98,TRA1F,2021-05-27 20:33:11+00:00,06
99,TRA5696,2021-05-27 12:21:43+00:00,36R
100,KLM220,2021-05-27 05:43:24+00:00,36C
101,KLM618,2021-05-27 06:59:58+00:00,27
102,KLM38D,2021-05-27 05:37:48+00:00,36C
103,KLM36L,2021-05-27 04:59:03+00:00,36R
104,KLM30T,2021-05-27 05:47:53+00:00,36R
105,KLM64Y,2021-05-27 11:54:37+00:00,36R
106,KLM1994,2021-05-27 11:41:20+00:00,36R
107,KLM32E,2021-05-27 18:05:40+00:00,27
108,KLM58U,2021-05-27 12:43:18+00:00,36R
109,KLM268,2021-05-27 04:50:04+00:00,36R
110,KLM744,2021-05-27 13:30:06+00:00,36R
111,KLM792,2021-05-27 09:17:33+00:00,27
112,TRA40H,2021-05-27 22:43:39+00:00,36C
113,TRA30R,2021-05-27 15:00:28+00:00,36R
114,TRA86P,2021-05-27 21:39:01+00:00,36C
115,KLM428,2021-05-27 03:49:03+00:00,36C
116,KLM706,2021-05-27 11:47:37+00:00,36R
117,KLM678,2021-05-27 05:40:49+00:00,36C
118,KLM702,2021-05-27 03:07:33+00:00,36C
119,KLM642,2021-05-27 05:19:52+00:00,36R
120,KLM1350,2021-05-27 05:33:39+00:00,36R
121,TRA6872,2021-05-27 12:38:31+00:00,36R
122,TRA9T,2021-05-27 21:00:35+00:00,36C
123,TRA5046,2021-05-27 14:08:46+00:00,36R
124,KLM1652,2021-05-27 11:19:14+00:00,36R
125,KLM1762,2021-05-27 05:53:39+00:00,36R
126,KLM14N,2021-05-27 10:34:13+00:00,36R
127,KLM1844,2021-05-27 17:31:07+00:00,36R
128,KLM42A,2021-05-27 05:18:05+00:00,36R
129,KLM38L,2021-05-27 11:23:12+00:00,36R
130,KLM80Z,2021-05-27 05:22:56+00:00,36R
131,CND928P,2021-05-27 17:20:02+00:00,36R
132,KLM804,2021-05-27 03:39:02+00:00,36C
133,KLM741,2021-05-27 08:03:34+00:00,27
134,KLM569,2021-05-27 04:52:26+00:00,36R
135,KLM1302,2021-05-27 11:10:45+00:00,36R
136,KLM28K,2021-05-27 05:13:42+00:00,36R
137,KLM32W,2021-05-27 06:18:27+00:00,36C
138,KLM64U,2021-05-27 11:07:45+00:00,36R
139,KLM40Z,2021-05-27 10:54:15+00:00,36R
140,KLM90J,2021-05-27 05:51:32+00:00,36R
141,KLM1856,2021-05-27 10:59:51+00:00,36R
142,KLM26B,2021-05-27 05:39:50+00:00,36R
143,KLM1592,2021-05-27 17:11:51+00:00,36R
144,KLM1824,2021-05-27 11:30:10+00:00,36R
145,KLM48Y,2021-05-27 06:53:10+00:00,27
146,KLM1870,2021-05-27 10:08:57+00:00,27
147,KLM94B,2021-05-27 05:35:04+00:00,36R
148,KLM87N,2021-05-27 17:37:20+00:00,36R
149,KLM36S,2021-05-27 17:50:45+00:00,36R
150,KLM34M,2021-05-27 10:56:02+00:00,36R
151,KLM48R,2021-05-27 17:21:37+00:00,36R
152,KLM820,2021-05-27 03:36:15+00:00,36C
153,KLM142,2021-05-27 12:34:19+00:00,36R
154,KLM868,2021-05-27 12:31:26+00:00,36R
155,KLM1542,2021-05-27 09:56:13+00:00,27
156,KLM1688,2021-05-27 17:03:15+00:00,36R
157,KLM1992,2021-05-27 06:18:13+00:00,36R
158,KLM70K,2021-05-27 11:17:49+00:00,36R
159,KLM84X,2021-05-27 05:29:28+00:00,36R
160,KLM1414,2021-05-27 11:04:10+00:00,36R
161,KLM74L,2021-05-27 05:36:37+00:00,36R
162,KLM22E,2021-05-27 09:51:49+00:00,27
163,KLM66G,2021-05-27 05:58:44+00:00,36R
164,KLM1766,2021-05-27 10:32:23+00:00,36R
165,KLM1838,2021-05-27 06:32:30+00:00,36R
166,KLM6WT,2021-05-27 17:01:58+00:00,36R
167,PHGOV,2021-05-27 18:53:25+00:00,22
168,TRA5080,2021-05-27 20:08:07+00:00,06
169,KLM1386,2021-05-27 14:21:37+00:00,36R
170,KLM26V,2021-05-27 17:09:56+00:00,36R
171,KLM60C,2021-05-27 06:16:26+00:00,36R
172,TFL528,2021-05-27 16:22:29+00:00,36R
173,KLM194,2021-05-27 04:45:54+00:00,36R
174,KLM664,2021-05-27 09:05:46+00:00,27
175,KLM282,2021-05-27 06:42:37+00:00,36C
176,KLM758,2021-05-27 09:22:28+00:00,27
177,KLM86,2021-05-27 03:26:45+00:00,36C
178,KLM858,2021-05-27 02:40:59+00:00,36C
179,KLM48,2021-05-27 04:22:11+00:00,36C
180,KLM52F,2021-05-27 05:45:59+00:00,36R
181,KLM62D,2021-05-27 10:58:21+00:00,36R
182,PHTDX,2021-05-27 18:42:19+00:00,27
183,KLM28F,2021-05-27 17:08:14+00:00,36R
184,KLM68K,2021-05-27 12:04:41+00:00,36R
185,KLM48V,2021-05-27 11:09:10+00:00,36R
186,KLM82W,2021-05-27 17:41:44+00:00,36R
187,LOT2TA,2021-05-27 07:37:02+00:00,27
188,JDI85H,2021-05-27 06:46:05+00:00,36R
189,NJE5DY,2021-05-27 08:22:12+00:00,22
190,NJE238L,2021-05-27 17:36:16+00:00,36R
191,TAP672A,2021-05-27 16:17:23+00:00,36R
192,TIE556U,2021-05-27 05:24:47+00:00,36R
193,OKRLV,2021-05-27 12:24:02+00:00,36R
194,ROT361B,2021-05-27 08:16:05+00:00,27
195,SERMB,2021-05-27 16:45:28+00:00,36R
196,THY6309,2021-05-27 14:02:19+00:00,36R
197,THY1CB,2021-05-27 09:13:57+00:00,27
198,THY1BA,2021-05-27 07:21:15+00:00,27
199,THY2CD,2021-05-27 14:44:06+00:00,36R
200,MNB224,2021-05-27 01:17:56+00:00,36C
201,PGT1251,2021-05-27 08:58:30+00:00,27
202,SXS32G,2021-05-27 14:19:36+00:00,36R
203,SXS5FC,2021-05-27 06:25:24+00:00,36R
204,SXS8R,2021-05-27 16:08:40+00:00,36R
205,SXS5A,2021-05-27 07:41:55+00:00,27
206,ASL68H,2021-05-27 06:43:37+00:00,36R
207,AZA108,2021-05-27 09:08:41+00:00,27
208,BCS21G,2021-05-27 03:17:35+00:00,36C
209,ICE500,2021-05-27 10:25:54+00:00,36R
210,CLX7153,2021-05-27 12:51:59+00:00,36R
211,FYL23ND,2021-05-27 14:47:48+00:00,36R
212,JFA06H,2021-05-27 12:01:23+00:00,36R
213,JFA10W,2021-05-27 09:32:58+00:00,27
214,VJT938,2021-05-27 09:02:03+00:00,27
215,CTN5NL,2021-05-27 08:01:38+00:00,27
216,BTI6RV,2021-05-27 06:47:40+00:00,36R
217,AUI101,2021-05-27 09:37:58+00:00,27
218,SVA933,2021-05-27 10:05:53+00:00,27
219,MAS6124,2021-05-27 05:41:39+00:00,36R
220,SIA7395,2021-05-27 21:08:53+00:00,36C
221,SIA7971,2021-05-27 15:18:46+00:00,36R
222,SIA324,2021-05-27 04:54:54+00:00,36R
