,callsign,stop,ILS_max
0,MSR757,2019-03-03 13:20:34+00:00,18R
1,RAM850W,2019-03-03 14:20:23+00:00,18R
2,MAC121,2019-03-03 09:00:42+00:00,18R
3,KQA116,2019-03-03 14:01:24+00:00,18R
4,QTR8102,2019-03-03 16:50:17+00:00,18R
5,QTR273,2019-03-03 12:06:53+00:00,18R
6,VLG83JN,2019-03-03 18:02:27+00:00,18R
7,VLG416A,2019-03-03 19:50:00+00:00,18R
8,AEA1093,2019-03-03 16:48:05+00:00,18R
9,VLG8302,2019-03-03 13:34:12+00:00,18R
10,VLG83WG,2019-03-03 20:15:35+00:00,18R
11,VLG83HX,2019-03-03 12:48:06+00:00,18R
12,VLG83QE,2019-03-03 16:52:43+00:00,18R
13,VLG83TR,2019-03-03 21:11:47+00:00,18R
14,VLG8405,2019-03-03 08:56:42+00:00,18C
15,VLG8465,2019-03-03 14:41:23+00:00,18C
16,IBS37CG,2019-03-03 21:08:13+00:00,18R
17,VLG2XN,2019-03-03 11:13:39+00:00,18R
18,VLG37LW,2019-03-03 16:53:04+00:00,18C
19,VLG84AS,2019-03-03 21:49:43+00:00,18R
20,VLG137C,2019-03-03 11:51:45+00:00,18R
21,VLG6814,2019-03-03 19:24:32+00:00,18R
22,VLG83KQ,2019-03-03 08:19:57+00:00,18C
23,AEA1091,2019-03-03 08:35:23+00:00,18C
24,IBS3722,2019-03-03 10:13:22+00:00,18R
25,VLG6292,2019-03-03 11:59:49+00:00,18R
26,AFR124H,2019-03-03 07:35:55+00:00,18C
27,AFR57GU,2019-03-03 08:10:32+00:00,18R
28,AFR94NU,2019-03-03 11:49:30+00:00,18R
29,AFR114F,2019-03-03 16:59:31+00:00,18R
30,AFR1892,2019-03-03 17:30:04+00:00,18R
31,AFR49HX,2019-03-03 12:09:27+00:00,18R
32,AFR24QR,2019-03-03 18:09:35+00:00,18R
33,AFR74AN,2019-03-03 12:54:21+00:00,18R
34,DLH5RW,2019-03-03 18:06:19+00:00,18C
35,BCS1238,2019-03-03 21:39:15+00:00,18R
36,EWG7184,2019-03-03 18:30:49+00:00,18C
37,DLH3PF,2019-03-03 07:16:59+00:00,18C
38,DLH998,2019-03-03 17:50:33+00:00,18C
39,DLH2TY,2019-03-03 09:24:58+00:00,18R
40,DLH7EE,2019-03-03 09:28:31+00:00,18R
41,DLH1HN,2019-03-03 16:44:55+00:00,18C
