,callsign,stop,ILS_max
0,QTR3AU,2020-05-12 12:06:18+00:00,27
1,QTR983U,2020-05-12 09:22:03+00:00,18R
2,QTR8141,2020-05-12 15:58:47+00:00,27
3,AFR17TP,2020-05-12 12:04:33+00:00,27
4,DLH2KH,2020-05-12 13:30:23+00:00,27
5,DLH3MM,2020-05-12 07:21:53+00:00,18R
6,BCS1443,2020-05-12 17:41:22+00:00,18R
7,AFL2192,2020-05-12 19:44:08+00:00,18R
8,ABW177,2020-05-12 14:15:37+00:00,27
9,MIFFY,2020-05-12 09:33:08+00:00,27
10,JAF8302,2020-05-12 05:39:03+00:00,06
11,LZB461,2020-05-12 06:44:57+00:00,06
12,FIN2XL,2020-05-12 15:17:46+00:00,27
13,PHLAB,2020-05-12 14:01:16+00:00,27
14,KLM894,2020-05-12 11:52:46+00:00,27
15,KLM896,2020-05-12 17:56:26+00:00,18R
16,MPH8372,2020-05-12 04:28:27+00:00,06
17,KLM428,2020-05-12 05:41:54+00:00,06
18,KLM1008,2020-05-12 10:27:12+00:00,27
19,KLM174,2020-05-12 19:19:52+00:00,18R
20,KLM898,2020-05-12 03:28:01+00:00,06
21,KLM18G,2020-05-12 11:20:48+00:00,27
22,PHFJK,2020-05-12 12:23:58+00:00,27
23,KLM20M,2020-05-12 12:08:44+00:00,27
24,KLM38P,2020-05-12 10:36:22+00:00,27
25,KLM792,2020-05-12 05:32:04+00:00,06
26,KLM90Z,2020-05-12 13:33:05+00:00,27
27,KLM602,2020-05-12 06:07:27+00:00,06
28,KLM872,2020-05-12 05:49:50+00:00,06
29,KLM94F,2020-05-12 10:56:09+00:00,27
30,KLM946,2020-05-12 11:12:13+00:00,27
31,KLM78M,2020-05-12 11:02:45+00:00,27
32,KLM868,2020-05-12 02:56:51+00:00,06
33,KLM168,2020-05-12 04:39:18+00:00,06
34,KLM88B,2020-05-12 11:15:09+00:00,27
35,KLM1846,2020-05-12 11:32:42+00:00,27
36,KLM40Z,2020-05-12 10:49:18+00:00,27
37,KLM36X,2020-05-12 11:28:20+00:00,27
38,KLM1766,2020-05-12 10:51:29+00:00,27
39,KLM26Q,2020-05-12 09:16:51+00:00,18R
40,KLM876,2020-05-12 02:13:12+00:00,06
41,KLM888,2020-05-12 16:27:30+00:00,27
42,KLM1870,2020-05-12 10:13:45+00:00,27
43,KLM96T,2020-05-12 10:34:25+00:00,27
44,KLM1856,2020-05-12 10:47:43+00:00,27
45,KLM32S,2020-05-12 10:59:41+00:00,27
46,KLM86E,2020-05-12 11:13:54+00:00,27
47,KLM646,2020-05-12 05:10:11+00:00,06
48,BCS21G,2020-05-12 03:02:54+00:00,06
49,RSY9838,2020-05-12 06:51:21+00:00,18R
50,EMM009,2020-05-12 05:46:20+00:00,06
51,BTI1619,2020-05-12 10:08:12+00:00,27
52,ATG4419,2020-05-12 16:20:10+00:00,27
53,AZG211,2020-05-12 16:33:38+00:00,27
54,KAL9925,2020-05-12 17:05:13+00:00,27
55,KAL8511,2020-05-12 13:51:07+00:00,27
56,ISR275,2020-05-12 17:53:31+00:00,18R
57,SIA7374,2020-05-12 07:10:41+00:00,18R
58,CPA271,2020-05-12 04:26:02+00:00,06
59,CSN5237,2020-05-12 13:58:04+00:00,27
60,CKK217,2020-05-12 07:55:07+00:00,18R
61,CSN345,2020-05-12 09:41:13+00:00,27
62,CXA8897,2020-05-12 13:03:00+00:00,27
63,CAO1001,2020-05-12 11:46:08+00:00,27
64,CSN5203,2020-05-12 04:54:38+00:00,06
65,GCR7719,2020-05-12 17:26:48+00:00,18R
66,GCR7717,2020-05-12 20:30:41+00:00,18R
67,CHH739,2020-05-12 17:38:28+00:00,18R
68,CES7151,2020-05-12 09:44:52+00:00,27
69,UAE147,2020-05-12 06:50:23+00:00,06
70,UAE9752,2020-05-12 12:29:37+00:00,27
71,ETD913,2020-05-12 12:32:02+00:00,27
72,EVA077,2020-05-12 17:43:46+00:00,18R
73,CAL073,2020-05-12 05:28:36+00:00,06
74,UAL2810,2020-05-12 06:03:52+00:00,06
75,UAL70,2020-05-12 04:46:34+00:00,06
76,DAL134,2020-05-12 05:24:14+00:00,06
77,UAL2768,2020-05-12 09:29:36+00:00,27
78,LCO1506,2020-05-12 15:32:26+00:00,27
79,DAL72,2020-05-12 05:30:37+00:00,06
80,FDX5188,2020-05-12 21:35:29+00:00,18R
81,TAM9516,2020-05-12 03:43:40+00:00,06
82,TAM9518,2020-05-12 07:06:39+00:00,18R
