,callsign,stop,ILS_max
0,MSR757,2021-05-23 12:41:55+00:00,18R
1,QTR2BL,2021-05-23 11:43:43+00:00,18R
2,QTR8102,2021-05-23 13:56:15+00:00,18R
3,AEA1093,2021-05-23 15:12:38+00:00,18R
4,VLG6292,2021-05-23 09:48:59+00:00,18R
5,IBE3060,2021-05-23 09:54:48+00:00,18R
6,VLG45GN,2021-05-23 17:00:41+00:00,18R
7,VLG33TJ,2021-05-23 07:20:02+00:00,18R
8,VLG46LT,2021-05-23 18:00:46+00:00,18R
9,AFR55CP,2021-05-23 15:41:46+00:00,18R
10,AFR24DA,2021-05-23 11:26:09+00:00,27
11,PEA302,2021-05-23 19:26:23+00:00,22
12,AFR89EN,2021-05-23 16:25:21+00:00,18R
13,AFR19XP,2021-05-23 17:05:37+00:00,18R
14,AFR85MN,2021-05-23 11:25:36+00:00,18R
15,FHOND,2021-05-23 16:59:41+00:00,27
16,DLH8ER,2021-05-23 20:10:31+00:00,18R
17,DLH1ML,2021-05-23 08:15:34+00:00,18R
18,DCAWO,2021-05-23 09:02:07+00:00,22
19,PVD96B,2021-05-23 20:05:35+00:00,22
20,ECA4C,2021-05-23 18:28:54+00:00,22
21,BAW440,2021-05-23 15:58:48+00:00,18R
22,ABW408,2021-05-23 10:48:32+00:00,18R
23,AFL2550,2021-05-23 09:13:08+00:00,18R
24,ABW527,2021-05-23 21:11:11+00:00,18R
25,EJU9042,2021-05-23 13:30:48+00:00,18R
26,AUA3TC,2021-05-23 17:17:16+00:00,27
27,TFL518,2021-05-23 20:07:48+00:00,18R
28,TFL73K,2021-05-23 09:44:21+00:00,18R
29,TFL194,2021-05-23 12:27:33+00:00,18R
30,TFL696,2021-05-23 21:36:29+00:00,18R
31,OOXLS,2021-05-23 11:38:20+00:00,22
32,FIN2XL,2021-05-23 15:23:49+00:00,18R
33,AEE626,2021-05-23 13:48:21+00:00,18R
34,NWG23,2021-05-23 16:16:03+00:00,22
35,NAF11,2021-05-23 15:37:34+00:00,22
36,KLM28Q,2021-05-23 06:19:50+00:00,27
37,KLM23A,2021-05-23 16:51:25+00:00,18R
38,KLM98Q,2021-05-23 13:32:03+00:00,18R
39,KLM1922,2021-05-23 17:34:11+00:00,27
40,KLM78Y,2021-05-23 17:34:15+00:00,18R
41,KLM1510,2021-05-23 17:38:09+00:00,18R
42,KLM98M,2021-05-23 17:24:56+00:00,18R
43,KLM1010,2021-05-23 11:41:11+00:00,18R
44,KLM946,2021-05-23 11:27:32+00:00,27
45,TRA44A,2021-05-23 11:10:40+00:00,18R
46,TRA8G,2021-05-23 21:15:56+00:00,18R
47,MPH6162,2021-05-23 15:15:19+00:00,18R
48,KLM104,2021-05-23 08:21:33+00:00,18R
49,KLM794,2021-05-23 09:46:26+00:00,18R
50,KLM714,2021-05-23 07:24:35+00:00,18R
51,KLM428,2021-05-23 04:24:37+00:00,18R
52,KLM510,2021-05-23 08:34:56+00:00,18R
53,KLM856,2021-05-23 03:02:54+00:00,06
