,callsign,stop,ILS_max
0,QTR3AU,2020-05-01 11:46:51+00:00,18R
1,QTR8442,2020-05-01 05:51:43+00:00,18R
2,QTR9YU,2020-05-01 05:26:55+00:00,18R
3,AMX025,2020-05-01 15:13:26+00:00,18R
4,AFR11FX,2020-05-01 11:31:03+00:00,18R
5,BCS21G,2020-05-01 02:45:37+00:00,18R
6,DLH2KH,2020-05-01 13:23:08+00:00,18R
7,DLH3MM,2020-05-01 07:28:53+00:00,18R
8,BCS1443,2020-05-01 17:45:40+00:00,18R
9,BAW430,2020-05-01 08:11:01+00:00,18R
10,ABW481,2020-05-01 17:57:54+00:00,18R
11,ABW9202,2020-05-01 19:20:57+00:00,18R
12,ABW442,2020-05-01 22:22:01+00:00,18R
13,2ZEUZ,2020-05-01 18:03:40+00:00,27
14,EJU9047,2020-05-01 09:33:59+00:00,18R
15,TAY914E,2020-05-01 05:45:54+00:00,18R
16,OOMMT,2020-05-01 18:23:13+00:00,27
17,LZB461,2020-05-01 06:43:03+00:00,18R
18,FIN47U,2020-05-01 07:15:15+00:00,18R
19,KLM894,2020-05-01 19:35:00+00:00,18R
20,KLM898,2020-05-01 01:34:33+00:00,18R
21,MPH8142,2020-05-01 06:47:23+00:00,18R
22,KLM428,2020-05-01 05:49:30+00:00,18R
23,MPH6142,2020-05-01 20:47:25+00:00,18R
24,KLM20M,2020-05-01 11:55:45+00:00,18R
25,NCG03,2020-05-01 13:41:16+00:00,18R
26,ZXP26,2020-05-01 12:10:29+00:00,27
27,ZXP26,2020-05-01 20:20:16+00:00,24
28,KLM88B,2020-05-01 11:25:41+00:00,18R
29,KLM38P,2020-05-01 10:17:05+00:00,18R
30,KLM1008,2020-05-01 10:01:00+00:00,18R
31,KLM90Z,2020-05-01 13:13:50+00:00,18R
32,KLM856,2020-05-01 02:54:19+00:00,18R
33,KLM740,2020-05-01 12:40:26+00:00,18R
34,KLM1766,2020-05-01 10:55:01+00:00,18R
35,KLM1856,2020-05-01 10:53:07+00:00,18R
36,KLM86E,2020-05-01 11:09:52+00:00,18R
37,KLM94F,2020-05-01 11:07:56+00:00,18R
38,KLM876,2020-05-01 04:20:56+00:00,18R
39,KLM194,2020-05-01 04:29:49+00:00,18R
40,KLM40Z,2020-05-01 10:51:30+00:00,18R
41,KLM946,2020-05-01 11:06:26+00:00,18R
42,KLM78M,2020-05-01 11:04:34+00:00,18R
43,KLM758,2020-05-01 04:58:59+00:00,18R
44,KLM1824,2020-05-01 11:15:21+00:00,18R
45,KLM1870,2020-05-01 10:15:32+00:00,18R
46,KLM36T,2020-05-01 10:24:07+00:00,18R
47,KLM646,2020-05-01 05:24:22+00:00,18R
48,KLM48,2020-05-01 04:27:38+00:00,18R
49,NJE474C,2020-05-01 17:36:57+00:00,27
50,NJE8UG,2020-05-01 14:57:32+00:00,27
51,TVS4369,2020-05-01 05:43:34+00:00,18R
52,SWR724,2020-05-01 06:34:30+00:00,18R
53,THY6125,2020-05-01 06:50:45+00:00,18R
54,EIN60A,2020-05-01 06:23:18+00:00,18R
55,RYR19CT,2020-05-01 15:39:51+00:00,18R
56,AUI1101,2020-05-01 11:13:14+00:00,18R
57,BRU867,2020-05-01 08:46:18+00:00,18R
58,AHY7065,2020-05-01 04:56:07+00:00,18R
59,KAL8509,2020-05-01 15:24:57+00:00,18R
60,CSN5203,2020-05-01 04:39:51+00:00,18R
61,CPA3165,2020-05-01 08:36:08+00:00,18R
62,CSN455,2020-05-01 03:35:15+00:00,18R
63,CSN451,2020-05-01 04:49:28+00:00,18R
64,CKK215,2020-05-01 15:59:39+00:00,18R
65,CPA271,2020-05-01 04:25:40+00:00,18R
66,CAO1037,2020-05-01 07:19:11+00:00,18R
67,CXA8897,2020-05-01 12:23:30+00:00,18R
68,CSN345,2020-05-01 09:19:38+00:00,18R
69,CES771,2020-05-01 07:34:02+00:00,18R
70,UAE9916,2020-05-01 14:14:44+00:00,18R
71,CAL073,2020-05-01 05:38:18+00:00,18R
72,GIA088,2020-05-01 05:55:18+00:00,18R
73,UAL2786,2020-05-01 06:13:57+00:00,18R
74,UAL2781,2020-05-01 06:03:12+00:00,18R
75,LCO1508,2020-05-01 13:38:14+00:00,18R
76,AAL9441,2020-05-01 05:40:40+00:00,18R
77,DAL72,2020-05-01 05:29:27+00:00,18R
78,ACA7212,2020-05-01 19:15:28+00:00,18R
